periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
02/2025;qtd_aprovada;"120080 PORTO ACRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62
02/2025;qtd_aprovada;" MUNICIPIO IGNORADO - AM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2025;qtd_aprovada;"130002 ALVARAES";-;-;3;999;-;99;-;-;-;-;-;-;53;-;-;-;2006;-;-;-;-;-;-;-;-;-;46;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;452;-;-;-;-;-;3660
02/2025;qtd_aprovada;"130006 AMATURA";45;-;-;3661;-;69;190;-;-;-;-;-;15;-;-;-;31719;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35736
02/2025;qtd_aprovada;"130008 ANAMA";-;-;-;2001;-;336;151;-;-;-;-;-;26;-;-;91;390;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;104;-;-;-;-;-;3172
02/2025;qtd_aprovada;"130010 ANORI";-;152;-;4134;-;420;26;-;-;-;-;-;97;-;-;-;4022;-;-;-;-;-;-;-;-;-;145;-;45;-;48;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9114
02/2025;qtd_aprovada;"130014 APUI";-;122;3;4316;-;426;109;-;-;-;-;-;81;-;-;310;3571;121;4;-;-;8;-;-;-;-;126;-;7;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;9233
02/2025;qtd_aprovada;"130020 ATALAIA DO NORTE";-;-;-;3467;-;351;269;-;-;-;-;-;63;-;64;222;7516;-;-;-;-;-;-;-;-;-;243;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;320;-;-;-;-;-;12555
02/2025;qtd_aprovada;"130030 AUTAZES";3;40;-;12250;-;944;611;-;-;-;-;-;452;-;-;412;28962;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;43686
02/2025;qtd_aprovada;"130040 BARCELOS";-;-;-;-;-;450;-;-;-;-;-;-;-;-;-;-;1839;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2299
02/2025;qtd_aprovada;"130050 BARREIRINHA";-;93;-;2283;-;457;19;-;-;-;21;-;31;-;-;1089;4377;-;-;-;-;-;32;-;-;-;109;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;8550
02/2025;qtd_aprovada;"130060 BENJAMIN CONSTANT";-;443;-;15236;-;691;519;-;-;-;-;-;90;-;2846;3897;23005;-;-;-;-;-;-;-;-;-;856;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47583
02/2025;qtd_aprovada;"130063 BERURI";-;-;787;4063;-;192;10;-;-;-;-;-;30;-;-;108;6259;-;7;-;-;-;-;-;-;-;109;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11565
02/2025;qtd_aprovada;"130068 BOA VISTA DO RAMOS";-;327;-;3580;-;176;123;-;-;-;-;-;16;-;-;-;4296;267;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8815
02/2025;qtd_aprovada;"130070 BOCA DO ACRE";464;78;-;25980;-;4803;133;-;-;-;-;-;54;-;-;-;6083;-;-;-;-;-;1210;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1245;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;40080
02/2025;qtd_aprovada;"130080 BORBA";35;-;5;25;-;340;103;-;-;-;-;-;48;-;-;711;5362;587;-;-;-;-;-;-;-;-;203;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7423
02/2025;qtd_aprovada;"130083 CAAPIRANGA";-;45;-;-;-;97;146;-;-;-;-;-;18;-;-;-;2991;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;3392
02/2025;qtd_aprovada;"130090 CANUTAMA";-;-;77;2193;-;307;112;-;-;-;-;-;97;-;-;406;5185;-;-;-;-;-;-;-;-;-;93;-;12;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8491
02/2025;qtd_aprovada;"130100 CARAUARI";-;160;-;13859;-;983;23;-;-;-;-;-;163;-;-;6;6177;-;42;-;-;-;-;-;-;-;158;-;6;-;23;-;19;-;-;-;-;-;-;3;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21639
02/2025;qtd_aprovada;"130110 CAREIRO";458;-;116;23849;-;627;381;-;-;-;-;-;184;-;932;367;127869;-;3277;-;-;-;30;1976;-;-;117;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;352;-;-;-;-;-;160563
02/2025;qtd_aprovada;"130115 CAREIRO DA VARZEA";-;-;2549;2634;-;147;198;-;-;-;-;-;-;-;-;-;2421;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7995
02/2025;qtd_aprovada;"130120 COARI";12;101;87;23554;-;4511;672;-;-;-;-;-;628;-;2;3661;69999;6243;121;-;-;-;-;-;-;-;394;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;109992
02/2025;qtd_aprovada;"130130 CODAJAS";40;30;-;10338;-;237;329;-;-;-;-;-;61;-;-;2587;959;132;-;-;-;-;-;12;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14730
02/2025;qtd_aprovada;"130140 EIRUNEPE";1737;182;2598;2911;-;232;188;-;-;-;-;-;80;-;2;307;9040;127;-;-;-;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17550
02/2025;qtd_aprovada;"130150 ENVIRA";1;-;1463;4596;-;224;-;-;-;-;-;-;-;-;7;473;5580;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12346
02/2025;qtd_aprovada;"130160 FONTE BOA";562;398;-;4345;-;488;225;-;-;-;-;-;80;-;-;-;1918;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8027
02/2025;qtd_aprovada;"130165 GUAJARA";16153;62;51;951;-;3;88;-;-;-;-;-;24;-;-;292;43420;160;-;-;-;-;61;-;-;-;96;-;-;-;-;-;-;-;-;-;-;-;1731;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63092
02/2025;qtd_aprovada;"130170 HUMAITA";380;113;19;15822;-;3661;289;99;-;-;-;14;3504;244;-;776;43039;504;355;-;-;202;135;-;-;-;166;-;-;-;-;5;9;-;-;-;-;-;656;-;-;15;-;-;-;-;-;-;-;-;-;-;-;1825;-;-;-;-;-;71832
02/2025;qtd_aprovada;"130180 IPIXUNA";6;-;-;5047;-;269;141;-;-;-;-;-;2;-;-;-;1644;-;1;-;-;-;-;-;-;-;3;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7115
02/2025;qtd_aprovada;"130185 IRANDUBA";-;131;-;-;-;-;-;-;-;-;-;-;-;-;-;-;176;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;307
02/2025;qtd_aprovada;"130190 ITACOATIARA";171;817;1683;96905;-;2203;1101;-;-;-;-;-;1318;188;16;64;81969;4483;-;-;-;194;-;-;-;-;527;-;6;-;-;51;-;-;-;-;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;191777
02/2025;qtd_aprovada;"130195 ITAMARATI";-;-;-;17280;-;10525;99;-;-;-;-;-;70;-;-;1320;3160;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;90;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32626
02/2025;qtd_aprovada;"130200 ITAPIRANGA";-;-;-;2205;-;123;93;-;-;-;-;-;-;-;-;45;2791;-;-;-;-;-;-;-;-;-;195;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5452
02/2025;qtd_aprovada;"130210 JAPURA";-;41;-;2061;-;54;-;-;-;-;-;-;96;-;-;6;2559;-;3;-;-;-;-;-;-;-;84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;4930
02/2025;qtd_aprovada;"130220 JURUA";-;-;-;309;-;195;-;-;-;-;-;-;-;-;-;-;1820;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2324
02/2025;qtd_aprovada;"130230 JUTAI";-;-;-;143;-;206;24;-;-;-;-;-;89;-;-;2;356;-;-;-;-;-;-;-;-;-;27;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;848
02/2025;qtd_aprovada;"130240 LABREA";242;-;14;3368;-;14432;12;-;-;-;-;-;4;-;-;727;8539;28;124;-;-;-;51;-;-;-;259;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27900
02/2025;qtd_aprovada;"130250 MANACAPURU";23275;24;-;39441;-;1974;518;-;-;-;-;-;12196;-;70;238;115755;-;2;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;193593
02/2025;qtd_aprovada;"130255 MANAQUIRI";-;-;-;984;-;210;89;-;-;-;-;-;9;-;-;1;2409;122;-;-;-;4;-;212;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4040
02/2025;qtd_aprovada;"130260 MANAUS";31024;2490;5987;868332;23306;63996;33720;14469;3745;856;3774;23;44715;27282;1014;21382;1127104;37533;1706;3403;13057;13820;20209;4083;-;-;19985;4;580;3103;19;349;21;11;1;-;4;1;2086;3351;-;1918;152;81;-;-;1;866;-;642124;12801;299;-;25818;-;-;-;-;-;3080605
02/2025;qtd_aprovada;"130270 MANICORE";786;51;12;3275;-;1221;478;-;-;-;-;-;1198;-;-;4002;23567;208;-;-;-;-;47;-;-;-;1359;-;53;-;-;-;31;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;36;-;-;2538;-;-;-;-;-;38883
02/2025;qtd_aprovada;"130280 MARAA";11464;-;-;5302;-;35;246;-;-;-;-;-;-;-;21;295;11597;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28965
02/2025;qtd_aprovada;"130290 MAUES";19;3924;-;22392;-;1959;770;465;-;-;-;-;345;-;-;500;16257;837;-;-;-;-;78;-;-;-;412;-;20;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;23;-;-;3524;-;-;-;-;-;51550
02/2025;qtd_aprovada;"130300 NHAMUNDA";-;-;-;4891;-;282;161;-;-;-;-;-;-;-;-;-;3901;-;-;-;-;-;-;-;-;-;128;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9367
02/2025;qtd_aprovada;"130310 NOVA OLINDA DO NORTE";59;-;-;20456;-;360;28;-;-;-;-;-;77;-;-;-;17806;986;-;-;-;-;-;522;-;-;591;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;192;-;-;-;-;-;41080
02/2025;qtd_aprovada;"130320 NOVO AIRAO";-;-;-;6844;-;584;288;-;-;-;-;-;39;-;-;304;7050;-;-;-;-;-;-;-;-;-;117;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15243
02/2025;qtd_aprovada;"130330 NOVO ARIPUANA";41;60;242;32998;-;753;102;-;-;-;-;-;62;-;1;508;3981;197;-;-;-;-;-;-;-;-;204;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39154
02/2025;qtd_aprovada;"130340 PARINTINS";7168;-;353;49222;-;2493;1106;238;-;-;8;-;1928;371;3;563;79130;975;78;-;-;281;649;-;-;-;1979;-;9;1;-;-;2;1;-;-;-;6;111;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10631;-;-;13;-;-;157319
02/2025;qtd_aprovada;"130350 PAUINI";-;65;-;12015;-;294;199;-;-;-;-;-;-;-;-;-;2883;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;15493
02/2025;qtd_aprovada;"130353 PRESIDENTE FIGUEIREDO";-;291;-;19736;-;1093;413;-;-;-;-;-;193;-;-;216;8348;373;11;-;-;-;176;-;-;-;1;-;9;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;30874
02/2025;qtd_aprovada;"130356 RIO PRETO DA EVA";742;405;-;6263;-;1744;136;-;-;-;-;-;-;-;-;1205;32126;-;-;-;-;-;-;-;-;-;735;-;22;-;-;-;-;-;-;-;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43459
02/2025;qtd_aprovada;"130360 SANTA ISABEL DO RIO NEGRO";-;-;-;1889;-;112;1;-;-;-;-;-;-;-;4;41;2328;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4375
02/2025;qtd_aprovada;"130370 SANTO ANTONIO DO ICA";-;-;-;8299;-;172;-;-;-;-;-;-;-;-;129;250;6614;-;-;-;-;10;-;-;-;-;46;-;5;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15531
02/2025;qtd_aprovada;"130380 SAO GABRIEL DA CACHOEIRA";201;-;-;12268;-;387;-;-;-;-;-;-;30;-;-;1850;7429;27;-;-;-;-;184;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;116;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22603
02/2025;qtd_aprovada;"130390 SAO PAULO DE OLIVENCA";-;-;-;10831;-;952;309;-;-;-;-;-;-;-;523;28;2682;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;15354
02/2025;qtd_aprovada;"130395 SAO SEBASTIAO DO UATUMA";14;-;-;2838;-;234;137;-;-;-;-;-;190;-;-;214;7745;891;-;-;-;-;-;-;-;-;198;-;2;-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;21;-;-;90;-;-;-;-;-;12618
02/2025;qtd_aprovada;"130400 SILVES";-;-;-;3838;-;333;-;-;-;-;-;-;36;-;-;202;7289;-;-;-;-;-;150;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;32;-;-;472;-;-;-;-;-;12419
02/2025;qtd_aprovada;"130406 TABATINGA";50;287;218;18943;-;3749;823;-;-;-;-;-;271;-;-;41;19273;116;-;-;-;110;709;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;118;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44709
02/2025;qtd_aprovada;"130410 TAPAUA";-;-;-;3161;-;196;131;-;-;-;-;-;67;-;-;-;5227;-;-;-;-;-;-;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8874
02/2025;qtd_aprovada;"130420 TEFE";800;806;74;67584;-;7189;2122;193;-;-;43;-;747;-;54;3079;39539;4937;336;-;-;-;858;6764;-;-;332;-;8;-;-;-;-;-;-;-;-;2;126;-;-;39;-;-;-;-;-;-;-;-;89;-;-;3286;-;-;-;-;-;139007
02/2025;qtd_aprovada;"130423 TONANTINS";4708;-;-;531;-;155;36;-;-;-;-;-;55;-;84;430;27509;-;-;-;-;-;-;-;-;-;594;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34102
02/2025;qtd_aprovada;"130426 UARINI";-;-;-;6396;-;581;97;-;-;-;-;-;41;-;-;208;7743;-;19;-;-;-;-;-;-;-;73;-;2;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15163
02/2025;qtd_aprovada;"130430 URUCARA";2;83;-;6366;-;456;396;-;-;-;-;-;39;-;-;456;11485;-;-;-;-;-;-;-;-;-;210;-;10;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;19544
02/2025;qtd_aprovada;"130440 URUCURITUBA";-;29;-;2763;-;144;-;-;-;-;-;-;-;-;-;8;1531;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4489
02/2025;qtd_aprovada;" MUNICIPIO IGNORADO - RR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2025;qtd_aprovada;"140002 AMAJARI";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
02/2025;qtd_aprovada;"140005 ALTO ALEGRE";501;-;-;745;-;276;-;-;-;-;-;-;-;-;27;83;4742;105;-;-;-;-;15;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6531
02/2025;qtd_aprovada;"140010 BOA VISTA";43451;36;3561;147371;2269;13896;2490;1963;915;135;114;5;10958;8791;2369;3349;136807;2517;1124;457;3033;2542;947;5061;-;-;1167;-;65;848;-;-;10;-;-;-;-;-;231;-;-;1;42;-;-;-;-;-;-;94472;70;33;-;24121;-;-;-;-;-;515221
02/2025;qtd_aprovada;"140015 BONFIM";-;-;-;278;-;-;-;-;-;-;-;-;-;-;-;40;1796;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2116
02/2025;qtd_aprovada;"140017 CANTA";-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;117;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;120
02/2025;qtd_aprovada;"140020 CARACARAI";-;70;-;1044;-;506;-;-;-;-;-;-;25;-;-;278;5635;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7598
02/2025;qtd_aprovada;"140023 CAROEBE";-;-;-;1116;-;195;46;-;-;-;-;-;-;-;-;361;3379;310;-;-;-;-;-;-;-;-;57;-;5;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5493
02/2025;qtd_aprovada;"140028 IRACEMA";51;8;2;-;-;-;-;-;-;-;-;-;-;-;-;110;1773;-;-;-;-;-;12;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1974
02/2025;qtd_aprovada;"140030 MUCAJAI";-;-;-;1290;-;810;-;-;-;-;-;-;-;-;-;-;7153;-;-;-;-;-;-;-;-;-;104;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9357
02/2025;qtd_aprovada;"140040 NORMANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51
02/2025;qtd_aprovada;"140045 PACARAIMA";42;-;-;1706;-;431;-;-;-;-;-;-;16;-;-;94;2041;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4349
02/2025;qtd_aprovada;"140047 RORAINOPOLIS";596;3;-;8526;-;2160;96;133;-;-;-;-;423;-;-;748;2448;329;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1226;-;-;-;-;-;16688
02/2025;qtd_aprovada;"140050 SAO JOAO DA BALIZA";-;43;-;391;-;-;-;-;-;-;-;-;-;-;-;70;2054;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2558
02/2025;qtd_aprovada;"140060 SAO LUIZ";-;12;-;320;-;-;-;-;-;-;-;-;-;-;-;48;2835;1163;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4388
02/2025;qtd_aprovada;"140070 UIRAMUTA";-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67
02/2025;qtd_aprovada;" MUNICIPIO IGNORADO - PA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2025;qtd_aprovada;"150010 ABAETETUBA";28941;82;910;9963;-;2506;1857;330;-;-;173;-;1138;715;140;2949;50305;-;3;-;1282;513;399;-;-;-;250;-;135;-;-;-;-;-;-;-;-;14;163;-;-;-;7;-;-;-;-;-;-;6411;-;21;-;-;-;-;-;-;-;109207
02/2025;qtd_aprovada;"150013 ABEL FIGUEIREDO";189;59;-;2234;-;59;108;-;-;-;-;-;6;-;7;74;2769;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5513
02/2025;qtd_aprovada;"150020 ACARA";3;434;14;8048;-;900;430;-;-;-;-;-;648;-;-;217;39757;-;126;-;-;-;-;-;-;-;396;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4229;-;-;-;-;-;55202
