periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
11/2024;qtd_aprovada;"230810 MAURITI";1;162;-;5668;-;1150;280;-;-;-;18;-;87;-;-;85;11742;6912;19;-;-;-;149;-;-;-;348;-;33;-;44;-;-;-;-;-;-;-;88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26786
11/2024;qtd_aprovada;"230820 MERUOCA";-;37;-;2836;-;-;94;-;-;-;-;-;117;-;-;474;5947;569;-;-;-;-;-;-;-;-;116;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;715;10907
11/2024;qtd_aprovada;"230830 MILAGRES";38;31;284;14010;-;359;-;-;-;-;32;-;93;-;-;393;5742;853;-;-;-;-;195;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;16;-;-;-;22102
11/2024;qtd_aprovada;"230835 MILHA";-;90;-;1253;-;-;-;-;-;-;-;-;77;-;-;21;8796;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;906;11198
11/2024;qtd_aprovada;"230837 MIRAIMA";-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;791;2836;-;-;-;-;-;-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3646
11/2024;qtd_aprovada;"230840 MISSAO VELHA";38;307;-;6207;-;209;99;-;-;-;14;-;27;-;-;10;8465;309;-;-;-;-;40;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;62;120;-;-;-;-;-;-;-;-;-;50;-;-;-;15988
11/2024;qtd_aprovada;"230850 MOMBACA";17;97;-;306;-;565;84;-;-;-;-;-;190;-;-;676;37626;355;1;-;-;-;495;-;-;-;34;-;11;-;-;-;-;-;-;-;-;-;71;-;-;-;-;-;-;-;-;-;-;47;-;-;-;40575
11/2024;qtd_aprovada;"230860 MONSENHOR TABOSA";-;56;-;1846;-;132;90;-;-;-;-;-;40;-;-;-;8304;-;-;-;-;-;-;-;-;-;24;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10497
11/2024;qtd_aprovada;"230870 MORADA NOVA";-;102;1014;4352;-;745;29;-;-;-;-;-;324;-;-;500;32520;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39586
11/2024;qtd_aprovada;"230880 MORAUJO";200;35;226;-;-;-;-;-;-;-;-;-;57;-;-;297;5954;-;-;-;-;-;-;-;-;-;8;-;6;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;6806
11/2024;qtd_aprovada;"230890 MORRINHOS";-;26;-;1046;-;522;156;-;-;-;5;-;-;-;-;389;6541;-;-;-;-;-;-;-;-;-;115;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;8836
11/2024;qtd_aprovada;"230900 MUCAMBO";-;32;1198;1198;-;1159;173;-;-;-;-;-;66;-;-;304;9495;995;10;-;-;-;-;-;-;-;41;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76;-;-;-;14753
11/2024;qtd_aprovada;"230910 MULUNGU";-;88;4;1758;-;-;-;-;-;-;-;-;62;-;-;671;9605;130;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12327
11/2024;qtd_aprovada;"230920 NOVA OLINDA";192;33;-;-;-;-;16;-;-;-;-;-;-;-;-;-;3455;319;-;-;-;-;70;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;88;-;-;-;-;-;-;-;-;-;-;20;-;-;-;4215
11/2024;qtd_aprovada;"230930 NOVA RUSSAS";37;48;-;6086;-;201;64;-;-;-;-;-;1228;-;-;975;26485;458;6;-;-;-;489;-;-;-;119;-;19;170;-;-;-;1;-;-;-;-;64;-;-;-;-;-;-;-;-;-;-;22;-;-;1061;37533
11/2024;qtd_aprovada;"230940 NOVO ORIENTE";-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;1054;38071;-;-;-;-;-;-;-;-;-;40;-;58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39267
11/2024;qtd_aprovada;"230945 OCARA";2;49;-;-;-;286;-;-;-;-;-;-;109;-;-;618;6487;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7551
11/2024;qtd_aprovada;"230950 OROS";1;17;-;5188;-;358;-;-;-;-;-;-;126;-;-;204;11987;321;-;-;-;-;169;-;-;-;150;-;-;-;-;-;-;-;-;-;-;-;114;-;-;-;-;-;-;-;-;-;-;-;-;-;1988;20623
11/2024;qtd_aprovada;"230960 PACAJUS";139;94;140;-;-;453;384;-;-;-;-;-;231;-;-;-;4706;853;-;-;-;-;-;803;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;7832
11/2024;qtd_aprovada;"230970 PACATUBA";-;11;502;3086;-;18;85;-;-;-;-;-;406;-;-;5425;50672;491;-;-;-;2;-;-;-;-;31;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60740
11/2024;qtd_aprovada;"230980 PACOTI";-;115;-;1896;-;-;59;-;-;-;-;-;-;-;-;142;1751;229;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4201
11/2024;qtd_aprovada;"230990 PACUJA";-;27;-;268;-;-;-;-;-;-;-;-;-;-;-;-;-;376;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;751
11/2024;qtd_aprovada;"231000 PALHANO";6;55;-;6;-;183;-;-;-;-;-;-;76;-;-;243;9384;385;-;-;-;-;-;-;-;-;130;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10468
11/2024;qtd_aprovada;"231010 PALMACIA";-;27;-;1132;-;-;45;-;-;-;-;-;28;-;-;105;66;421;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1824
11/2024;qtd_aprovada;"231020 PARACURU";-;67;-;1586;-;537;179;-;-;-;56;-;88;-;-;72;16699;630;-;-;-;-;138;-;-;-;97;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;32;20186
11/2024;qtd_aprovada;"231025 PARAIPABA";16;60;2580;4015;-;1214;175;-;-;-;-;-;228;-;-;1039;22133;-;-;-;-;-;24;-;-;-;103;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31587
11/2024;qtd_aprovada;"231030 PARAMBU";-;60;5;6955;-;880;7;413;-;-;9;-;195;-;-;-;36939;1023;-;-;-;-;-;-;-;-;48;-;8;-;-;-;-;6;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;878;47429
11/2024;qtd_aprovada;"231040 PARAMOTI";22;94;28;-;-;124;164;-;-;-;-;-;139;-;-;472;7252;-;41;-;-;-;138;-;-;-;69;-;6;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;20;-;-;-;8581
11/2024;qtd_aprovada;"231050 PEDRA BRANCA";265;42;47;12083;-;777;153;-;-;-;-;-;120;-;76;1511;12775;488;-;-;-;-;-;-;-;-;18;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28428
11/2024;qtd_aprovada;"231060 PENAFORTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;765;791;-;1;-;-;-;-;-;-;-;131;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1705
11/2024;qtd_aprovada;"231070 PENTECOSTE";-;-;-;935;-;-;4;-;-;-;-;-;122;-;-;124;4181;663;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6055
11/2024;qtd_aprovada;"231080 PEREIRO";20;7;-;2056;-;218;92;-;-;-;-;-;130;-;36;251;6846;299;-;-;-;-;-;-;-;-;54;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10010
11/2024;qtd_aprovada;"231085 PINDORETAMA";4976;117;-;6024;-;-;87;-;-;-;-;-;255;-;-;1066;23478;-;-;-;-;-;346;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36430
11/2024;qtd_aprovada;"231090 PIQUET CARNEIRO";785;49;-;2689;-;146;47;-;-;-;-;-;160;-;-;751;12013;299;-;-;-;-;-;65;2;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17009
11/2024;qtd_aprovada;"231095 PIRES FERREIRA";2;283;-;-;-;-;-;-;-;-;-;-;2;-;-;79;1636;-;-;-;-;-;-;-;-;-;12;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2015
11/2024;qtd_aprovada;"231100 PORANGA";-;24;-;-;-;1;60;-;-;-;-;-;2;-;-;205;4894;46;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;347;5621
11/2024;qtd_aprovada;"231110 PORTEIRAS";26;51;-;1910;-;-;113;-;-;-;-;-;-;-;-;-;9492;515;-;-;-;-;330;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;153;-;-;-;-;-;-;-;-;-;-;31;-;-;-;12642
11/2024;qtd_aprovada;"231120 POTENGI";-;30;-;422;-;187;21;-;-;-;21;-;38;-;-;-;8313;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9100
11/2024;qtd_aprovada;"231123 POTIRETAMA";-;18;-;687;-;-;-;-;-;-;-;-;30;-;-;742;3587;130;1;-;-;-;30;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;5251
11/2024;qtd_aprovada;"231126 QUITERIANOPOLIS";61;28;-;-;-;10;-;-;-;-;-;-;50;-;-;14;5836;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5999
11/2024;qtd_aprovada;"231130 QUIXADA";4630;20234;1229;20804;-;2426;260;-;-;-;-;-;1124;3252;2;7570;77983;741;240;-;2066;1665;151;-;-;-;1440;-;1;-;-;2;11;1;-;-;-;-;41;-;143;11;-;-;-;-;-;-;-;-;32;-;1080;147139
11/2024;qtd_aprovada;"231135 QUIXELO";518;46;-;3917;-;162;-;-;-;-;29;-;50;-;-;555;13655;158;1;-;-;-;167;-;-;-;121;-;3;-;-;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;-;-;-;-;-;1797;21253
11/2024;qtd_aprovada;"231140 QUIXERAMOBIM";148;1211;8242;16458;-;1286;677;769;62;6;88;-;522;-;-;2338;48559;1023;159;-;-;-;1259;-;-;-;124;-;24;-;-;1;4;1;-;-;-;-;196;-;-;-;-;-;-;-;-;-;-;169;10;-;120;83456
11/2024;qtd_aprovada;"231150 QUIXERE";-;129;-;4403;-;406;502;23;24;-;205;-;675;-;-;311;15808;194;11;-;-;-;-;-;-;-;25;-;2;130;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;22881
11/2024;qtd_aprovada;"231160 REDENCAO";59;16;34;10005;-;748;126;-;-;-;-;-;82;-;-;-;8466;188;-;-;-;-;511;-;-;-;46;-;16;-;1;-;-;-;-;-;-;-;164;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20462
11/2024;qtd_aprovada;"231170 RERIUTABA";28;13;2;-;-;143;146;-;-;-;18;-;136;-;-;62;8274;924;-;-;-;-;39;-;-;-;135;-;8;-;-;2;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;49;-;-;163;10144
11/2024;qtd_aprovada;"231180 RUSSAS";418;735;212;20478;353;2013;684;77;-;-;61;-;1676;-;-;1283;53900;687;4;-;3184;-;1559;-;-;-;700;-;1;38;-;1;-;-;-;-;-;-;159;-;-;32;-;-;-;-;-;-;-;90;32;-;-;88377
11/2024;qtd_aprovada;"231190 SABOEIRO";-;25;-;2378;-;-;-;-;-;-;-;-;83;-;-;455;4197;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7148
11/2024;qtd_aprovada;"231195 SALITRE";-;-;15;136;-;73;28;-;-;-;-;-;-;-;-;-;2722;-;-;-;-;-;5;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59;-;-;-;3066
11/2024;qtd_aprovada;"231200 SANTANA DO ACARAU";1;118;5360;8008;-;417;168;-;-;-;20;-;248;-;-;2837;11104;-;-;-;-;-;1;-;-;-;300;-;12;-;180;-;-;3;-;-;-;-;1919;-;-;-;-;-;-;-;-;-;-;36;-;-;-;30732
11/2024;qtd_aprovada;"231210 SANTANA DO CARIRI";7;29;1477;-;-;20;90;-;-;-;-;-;-;-;-;287;3490;-;-;-;-;-;32;-;-;-;34;-;11;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;606;6113
11/2024;qtd_aprovada;"231220 SANTA QUITERIA";-;44;-;-;-;-;321;-;-;-;17;-;5;-;-;-;1453;-;-;-;-;-;-;-;-;-;38;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1882
11/2024;qtd_aprovada;"231230 SAO BENEDITO";94;764;19;592;-;784;3;8;-;-;-;-;291;-;-;2269;14584;4519;318;-;-;-;-;-;-;-;289;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24593
11/2024;qtd_aprovada;"231240 SAO GONCALO DO AMARANTE";137;650;1;7306;-;1884;1287;184;-;-;33;-;404;-;-;2055;44467;1307;6;-;-;-;910;21;-;-;411;-;3;-;-;-;-;-;-;-;-;-;265;-;34;-;-;-;-;-;-;-;-;65;-;-;-;61430
11/2024;qtd_aprovada;"231250 SAO JOAO DO JAGUARIBE";-;3;-;1418;-;-;145;-;-;-;-;-;43;-;-;387;9036;-;-;-;-;-;64;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;11121
11/2024;qtd_aprovada;"231260 SAO LUIS DO CURU";-;26;-;-;-;-;-;-;-;-;-;-;13;-;-;76;4427;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4580
11/2024;qtd_aprovada;"231270 SENADOR POMPEU";225;100;5;-;-;621;302;-;-;-;26;-;121;-;-;23;7425;757;-;-;-;-;872;-;-;-;109;-;1;-;-;-;-;-;-;-;-;-;102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10689
11/2024;qtd_aprovada;"231280 SENADOR SA";-;12;-;-;-;-;45;-;-;-;-;-;-;-;-;-;2002;67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;2148
11/2024;qtd_aprovada;"231290 SOBRAL";951;317;1512;84558;3289;6914;2774;2375;74;-;278;2;8134;8323;-;1224;63904;11760;1186;1335;3650;3501;1474;2173;-;-;348;-;3;469;8;12;164;34;1;-;9;-;242;114;375;38;-;-;-;-;1;-;6662;1524;111;-;8136;227959
11/2024;qtd_aprovada;"231300 SOLONOPOLE";20;75;-;7961;-;281;104;-;-;-;-;-;342;-;-;188;11817;1064;-;-;-;-;182;-;-;-;45;-;-;97;-;-;-;-;-;-;-;-;258;-;-;-;-;-;-;-;-;-;-;27;-;-;650;23111
11/2024;qtd_aprovada;"231310 TABULEIRO DO NORTE";-;209;15;25744;3455;687;135;-;11;-;-;-;326;-;-;-;14142;2062;-;-;-;-;-;-;-;-;704;-;11;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;111;-;-;-;47628
11/2024;qtd_aprovada;"231320 TAMBORIL";-;61;6;11275;-;320;131;-;-;-;38;-;80;-;-;108;6801;23;-;-;-;-;5;-;-;-;101;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;363;19335
11/2024;qtd_aprovada;"231325 TARRAFAS";-;75;-;344;-;-;-;-;-;-;-;-;-;-;-;-;1490;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1909
11/2024;qtd_aprovada;"231330 TAUA";38;59;3;12659;-;1564;279;-;-;-;15;-;706;-;-;221;26170;-;64;-;-;-;1021;-;-;-;42;-;11;-;-;-;-;-;-;-;-;-;288;-;-;-;-;-;-;-;-;-;-;47;1;-;-;43188
11/2024;qtd_aprovada;"231335 TEJUCUOCA";-;51;651;3370;-;-;-;-;-;-;-;-;7;-;-;842;22535;-;-;-;-;-;-;-;-;-;8;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;27488
11/2024;qtd_aprovada;"231340 TIANGUA";1985;102;684;40435;2018;2189;802;332;-;-;60;-;2610;-;-;1130;41128;1835;221;-;1623;-;139;-;-;-;259;-;-;24;-;1;8;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;24;21;-;-;97637
11/2024;qtd_aprovada;"231350 TRAIRI";-;19;-;5378;-;-;48;-;-;-;-;-;139;-;-;669;3008;-;-;-;-;-;-;-;-;-;225;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9496
11/2024;qtd_aprovada;"231355 TURURU";-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;89;97;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;202
11/2024;qtd_aprovada;"231360 UBAJARA";97;20;-;1;-;224;-;-;-;-;-;-;1;-;-;536;10204;1206;-;-;-;-;1187;-;-;-;23;-;2;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;114;-;-;-;13680
11/2024;qtd_aprovada;"231370 UMARI";-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;97;2391;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2514
11/2024;qtd_aprovada;"231375 UMIRIM";-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;158;3070;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3259
11/2024;qtd_aprovada;"231380 URUBURETAMA";-;15;-;4909;-;793;78;-;-;-;-;-;-;-;-;183;12404;83;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18490
11/2024;qtd_aprovada;"231390 URUOCA";-;15;12;3090;-;-;141;-;-;-;-;-;-;-;-;113;2123;149;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;2256;7916
11/2024;qtd_aprovada;"231395 VARJOTA";56;35;-;-;-;-;276;-;-;-;33;-;195;-;-;1100;13855;595;-;-;-;-;114;-;-;-;125;-;3;-;10;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;38;-;-;-;16436
11/2024;qtd_aprovada;"231400 VARZEA ALEGRE";-;380;19;8344;-;601;53;-;-;-;-;-;104;-;-;-;6244;-;224;-;-;-;-;-;-;-;211;-;9;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70;-;-;-;16286
11/2024;qtd_aprovada;"231410 VICOSA DO CEARA";385;250;-;13865;-;1097;393;5;-;-;-;-;191;-;-;440;14816;1590;-;-;-;-;126;4;-;-;104;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63;-;-;-;33329
11/2024;qtd_aprovada;" MUNICIPIO IGNORADO - RN";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2024;qtd_aprovada;"240010 ACARI";-;-;-;11818;-;6;56;17;-;-;-;-;258;-;-;-;10329;199;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;22714
11/2024;qtd_aprovada;"240020 ACU";21;13;-;9770;-;4291;88;-;-;-;-;-;465;-;-;1970;56411;517;-;-;-;-;245;-;-;-;74;-;1;97;29;-;-;-;-;-;-;-;126;-;-;-;-;-;-;-;-;-;60161;80;-;-;-;134359
11/2024;qtd_aprovada;"240030 AFONSO BEZERRA";1370;-;-;-;-;-;-;-;-;-;-;-;119;-;-;1743;15458;-;-;-;-;-;-;-;-;-;150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18840
11/2024;qtd_aprovada;"240040 AGUA NOVA";501;27;-;335;-;-;-;-;-;-;-;-;-;-;-;5;100;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;989
11/2024;qtd_aprovada;"240050 ALEXANDRIA";41;27;2;2537;-;389;323;12;32;-;63;-;125;-;-;-;3611;580;1697;-;-;-;203;-;-;-;294;-;-;88;-;-;-;-;-;-;-;-;61;-;-;-;-;-;-;-;-;-;-;24;-;-;-;10109
11/2024;qtd_aprovada;"240060 ALMINO AFONSO";17;-;-;652;-;14;32;-;-;-;-;-;80;-;-;167;2399;48;-;-;-;-;132;-;-;-;3;-;9;136;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;28;-;-;-;3743
11/2024;qtd_aprovada;"240070 ALTO DO RODRIGUES";-;14;14;6493;-;-;-;-;-;-;-;-;109;-;-;-;23876;248;-;-;-;-;-;37;-;-;768;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;31592
11/2024;qtd_aprovada;"240080 ANGICOS";-;11;2;1977;-;451;97;-;-;-;-;-;136;-;-;-;3651;185;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74;-;-;-;6584
11/2024;qtd_aprovada;"240090 ANTONIO MARTINS";-;4;-;1554;-;-;-;-;-;-;-;-;50;-;-;-;1252;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;2900
11/2024;qtd_aprovada;"240100 APODI";13;20;-;39803;166;300;-;-;-;-;-;-;400;-;-;50;9827;789;50;-;-;-;734;-;-;-;135;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52326
11/2024;qtd_aprovada;"240110 AREIA BRANCA";-;27;-;8417;-;-;126;-;-;-;-;-;275;-;21;620;19584;-;-;-;-;-;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29165
11/2024;qtd_aprovada;"240120 ARES";640;-;30;3008;-;-;-;-;-;-;-;-;82;-;-;555;8838;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13199
11/2024;qtd_aprovada;"240130 CAMPO GRANDE";-;-;9;2867;-;-;-;-;-;-;-;-;36;-;28;306;4744;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73;-;-;-;8064
11/2024;qtd_aprovada;"240140 BAIA FORMOSA";345;-;-;-;-;-;65;-;-;-;-;-;50;-;-;844;14506;81;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;25;-;-;-;16007
11/2024;qtd_aprovada;"240145 BARAUNA";-;14;-;7109;-;-;57;-;-;-;-;-;102;-;-;-;18598;2599;11;-;-;-;-;-;-;-;253;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;28783
11/2024;qtd_aprovada;"240150 BARCELONA";1457;10;-;532;-;-;-;-;-;-;-;-;19;-;-;165;3498;-;-;-;-;-;-;-;-;-;77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5758
