periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
03/2024;qtd_aprovada;"130090 CANUTAMA";-;17;-;1449;-;202;-;-;-;-;-;-;28;-;-;51;3997;-;17;-;-;-;-;-;-;-;24;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5793
03/2024;qtd_aprovada;"130100 CARAUARI";-;-;-;14969;-;535;23;-;-;-;-;-;159;-;-;-;8476;-;-;-;-;-;-;-;-;-;184;-;-;-;-;-;7;-;-;-;-;-;-;9;43;-;-;-;-;-;-;-;39;-;-;-;24444
03/2024;qtd_aprovada;"130110 CAREIRO";7;18;6;16752;-;456;193;-;-;-;-;-;208;-;1061;572;47068;-;58;-;-;-;-;-;843;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;162;67410
03/2024;qtd_aprovada;"130115 CAREIRO DA VARZEA";36;-;3381;3343;-;109;14;-;-;-;-;-;-;-;-;-;1839;-;-;-;-;-;53;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;8847
03/2024;qtd_aprovada;"130120 COARI";16;203;50;19812;-;2973;1359;-;-;-;-;-;489;-;11;3704;79201;3231;1;-;-;54;-;-;-;-;458;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;111563
03/2024;qtd_aprovada;"130130 CODAJAS";-;-;-;191;-;235;172;-;-;-;-;-;6;-;-;-;360;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;964
03/2024;qtd_aprovada;"130140 EIRUNEPE";1923;87;2522;3509;-;176;120;-;-;-;-;-;-;-;2;398;10669;93;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;19600
03/2024;qtd_aprovada;"130150 ENVIRA";-;-;144;6782;-;149;-;-;-;-;-;-;3;-;3;143;4240;25;-;-;-;-;-;-;160;-;10;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11661
03/2024;qtd_aprovada;"130160 FONTE BOA";1640;258;-;11259;-;50;95;-;-;-;-;-;800;-;-;3410;39011;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;22;-;-;-;56605
03/2024;qtd_aprovada;"130165 GUAJARA";7440;-;1344;1270;-;164;19;-;-;-;-;-;28;-;-;2880;17004;164;-;-;-;-;416;-;-;-;244;-;-;-;-;-;-;-;-;-;-;-;301;-;-;-;-;-;-;-;-;-;-;-;-;-;31274
03/2024;qtd_aprovada;"130170 HUMAITA";7882;718;82;12506;-;5270;367;287;-;-;-;6;2853;152;102;834;68083;412;1133;-;-;77;124;-;230;-;480;-;92;-;-;11;51;47;8;16;-;-;798;11;34;-;-;-;-;-;-;-;-;-;-;1256;103922
03/2024;qtd_aprovada;"130180 IPIXUNA";-;-;-;8369;-;357;124;-;-;-;-;-;-;-;-;28;213;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9091
03/2024;qtd_aprovada;"130185 IRANDUBA";-;109;-;3345;-;-;60;-;-;-;-;-;-;-;-;179;22578;-;10;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;26;-;-;-;26349
03/2024;qtd_aprovada;"130190 ITACOATIARA";2161;791;1983;87826;-;1922;1149;190;-;-;-;-;1868;260;178;21;93778;7020;8;-;-;315;-;-;-;-;847;-;11;-;-;54;-;-;-;-;-;-;-;-;118;-;-;-;-;-;-;-;-;-;-;3396;203896
03/2024;qtd_aprovada;"130195 ITAMARATI";-;-;-;3785;-;2360;81;-;-;-;-;-;40;-;-;370;1320;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;40;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;8092
03/2024;qtd_aprovada;"130200 ITAPIRANGA";-;-;-;3426;-;197;91;-;-;-;-;-;-;-;-;29;2677;-;-;-;-;-;-;-;-;-;245;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6665
03/2024;qtd_aprovada;"130210 JAPURA";-;41;-;1395;-;83;-;-;-;-;-;-;200;-;-;-;1129;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;2876
03/2024;qtd_aprovada;"130220 JURUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03/2024;qtd_aprovada;"130230 JUTAI";-;-;-;34;-;64;59;-;-;-;-;-;-;-;-;4;379;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;542
03/2024;qtd_aprovada;"130240 LABREA";684;-;45;2482;-;1113;42;-;-;-;-;-;-;-;-;294;6112;16;-;-;-;-;143;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;-;-;-;11027
03/2024;qtd_aprovada;"130250 MANACAPURU";9794;86;-;35102;-;4312;2619;-;-;-;-;-;9873;-;298;41;79989;-;3;-;-;294;-;-;-;-;162;-;-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;142620
03/2024;qtd_aprovada;"130255 MANAQUIRI";-;3;-;4028;-;-;200;-;-;-;-;-;8;-;-;1;1977;169;-;-;-;-;-;-;138;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6524
03/2024;qtd_aprovada;"130260 MANAUS";45701;3189;4871;1195137;24179;50849;25145;14143;4493;729;3567;45;45531;22892;1254;18852;1117964;39774;508;2868;14037;11720;48300;-;3986;51;16675;-;474;3506;35;406;48;43;-;-;-;4;6338;1500;1733;289;89;-;-;-;510;557120;11124;447;-;8432;3308558
03/2024;qtd_aprovada;"130270 MANICORE";1416;51;-;6513;-;1143;259;-;-;-;-;-;359;-;-;3820;13805;532;-;-;-;18;-;-;-;-;485;-;21;74;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;121;-;-;47;28667
03/2024;qtd_aprovada;"130280 MARAA";11579;-;-;-;-;-;-;-;-;-;-;-;-;-;-;388;9090;-;-;-;-;-;-;-;-;-;69;-;14;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21158
03/2024;qtd_aprovada;"130290 MAUES";34;3823;6;24944;-;1786;697;-;-;-;-;-;513;-;4;457;14343;629;-;-;-;-;81;-;-;-;566;-;8;-;-;-;-;-;1;-;1;-;4;-;-;-;-;-;-;-;-;-;31;-;-;5266;53194
03/2024;qtd_aprovada;"130300 NHAMUNDA";-;-;-;4814;-;338;209;-;-;-;-;-;-;-;-;47;3958;-;-;-;-;-;-;-;-;-;110;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;9489
03/2024;qtd_aprovada;"130310 NOVA OLINDA DO NORTE";261;-;-;13443;-;322;1;-;-;-;-;-;19;-;-;316;22847;771;-;-;-;-;-;-;476;-;792;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39248
03/2024;qtd_aprovada;"130320 NOVO AIRAO";-;38;-;8800;-;458;362;-;-;-;-;-;87;-;-;292;8328;-;-;-;-;-;-;-;-;-;88;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;18456
03/2024;qtd_aprovada;"130330 NOVO ARIPUANA";124;39;224;32085;-;538;173;-;-;-;-;-;37;-;54;624;3903;131;-;-;-;-;-;-;-;-;132;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38064
03/2024;qtd_aprovada;"130340 PARINTINS";8311;-;185;44552;-;2776;1054;315;-;-;-;-;1246;318;125;1348;80533;445;59;-;-;187;489;-;-;-;1701;-;-;30;-;-;8;2;2;-;-;3;60;-;-;-;-;-;-;-;-;-;62;-;-;8880;152691
03/2024;qtd_aprovada;"130350 PAUINI";-;500;-;6125;-;186;119;-;-;-;-;-;23;-;-;-;3014;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;9992
03/2024;qtd_aprovada;"130353 PRESIDENTE FIGUEIREDO";-;-;18;16423;-;1097;232;-;-;-;-;-;34;-;-;175;5859;410;35;-;-;-;42;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24388
03/2024;qtd_aprovada;"130356 RIO PRETO DA EVA";279;1692;-;4536;-;1949;99;-;-;-;-;-;40;-;-;1887;40405;-;-;-;-;-;29;-;-;-;916;-;61;-;-;-;-;-;-;-;-;-;-;-;121;-;-;-;-;-;-;-;-;-;-;-;52014
03/2024;qtd_aprovada;"130360 SANTA ISABEL DO RIO NEGRO";-;7;-;2063;-;-;-;-;-;-;-;-;-;-;4;19;2671;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4764
03/2024;qtd_aprovada;"130370 SANTO ANTONIO DO ICA";-;-;-;7721;-;283;-;-;-;-;-;-;-;-;58;1479;7503;-;-;-;-;-;-;-;-;-;55;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;17135
03/2024;qtd_aprovada;"130380 SAO GABRIEL DA CACHOEIRA";-;125;-;2597;-;-;-;-;-;-;-;-;55;-;-;206;43;180;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3206
03/2024;qtd_aprovada;"130390 SAO PAULO DE OLIVENCA";-;-;-;9832;-;359;218;-;-;-;-;-;-;-;404;117;3123;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;14083
03/2024;qtd_aprovada;"130395 SAO SEBASTIAO DO UATUMA";4;-;-;2918;-;233;137;-;-;-;-;-;196;-;-;203;7550;268;-;-;-;-;-;-;-;-;264;-;3;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;31;-;-;120;11965
03/2024;qtd_aprovada;"130400 SILVES";-;-;-;3350;-;339;154;-;-;-;-;-;35;-;-;18;6200;-;-;-;-;-;150;-;-;-;88;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;48;-;-;110;10495
03/2024;qtd_aprovada;"130406 TABATINGA";28;227;-;6044;-;889;42;-;-;-;-;-;83;-;-;41;5457;175;-;-;-;114;617;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;13756
03/2024;qtd_aprovada;"130410 TAPAUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03/2024;qtd_aprovada;"130420 TEFE";420;1219;265;47750;-;8956;2243;244;-;-;50;-;747;-;3;1891;82942;4182;236;-;-;-;820;-;5876;-;667;-;-;-;-;-;-;-;-;-;-;2;112;-;-;-;-;-;-;-;-;-;24;1;-;3515;162165
03/2024;qtd_aprovada;"130423 TONANTINS";27917;-;-;472;-;-;-;-;-;-;-;-;-;-;104;1401;58288;-;-;-;-;-;-;-;-;-;424;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;88606
03/2024;qtd_aprovada;"130426 UARINI";-;-;-;7298;-;558;188;-;-;-;-;-;7;-;-;42;1941;-;8;-;-;-;-;-;-;-;1;-;1;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10048
03/2024;qtd_aprovada;"130430 URUCARA";-;59;-;4445;-;198;102;-;-;-;-;-;59;-;-;6;1097;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;6044
03/2024;qtd_aprovada;"130440 URUCURITUBA";-;27;-;3280;-;245;-;-;-;-;-;-;-;-;42;-;1235;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4852
03/2024;qtd_aprovada;" MUNICIPIO IGNORADO - RR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03/2024;qtd_aprovada;"140002 AMAJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30
03/2024;qtd_aprovada;"140005 ALTO ALEGRE";655;32;-;949;-;283;-;-;-;-;-;-;-;-;8;76;5447;202;-;-;-;-;42;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;7751
03/2024;qtd_aprovada;"140010 BOA VISTA";39306;736;3189;160970;970;15866;2979;1253;1173;39;28;2;6656;5931;1821;7294;207685;2512;2388;263;3826;1304;3575;-;1612;-;940;-;56;923;1;19;2;-;-;-;-;-;302;-;38;51;-;-;-;-;-;92586;1754;51;-;8230;576331
03/2024;qtd_aprovada;"140015 BONFIM";-;23;-;295;-;-;-;-;-;-;-;-;-;-;-;39;2505;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;2866
03/2024;qtd_aprovada;"140017 CANTA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;162
03/2024;qtd_aprovada;"140020 CARACARAI";-;65;-;1350;-;584;-;-;-;-;-;-;12;-;-;248;5495;-;-;-;-;-;-;-;-;-;50;-;4;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;7822
03/2024;qtd_aprovada;"140023 CAROEBE";-;-;-;644;-;237;-;-;-;-;-;-;-;-;-;408;4131;176;-;-;-;-;-;-;-;-;65;-;7;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;5718
03/2024;qtd_aprovada;"140028 IRACEMA";35;6;-;988;-;-;-;-;-;-;-;-;-;-;-;219;8446;-;-;-;-;-;66;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;113;-;-;-;-;-;-;-;-;-;-;-;-;-;9923
03/2024;qtd_aprovada;"140030 MUCAJAI";-;-;-;234;-;718;-;-;-;-;-;-;-;-;-;217;5743;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;7006
03/2024;qtd_aprovada;"140040 NORMANDIA";26;-;-;420;-;-;-;-;-;-;-;-;-;-;14;16;1474;-;-;-;-;-;84;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;2122
03/2024;qtd_aprovada;"140045 PACARAIMA";-;12;-;1365;-;-;-;-;-;-;-;-;15;-;-;96;2016;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3504
03/2024;qtd_aprovada;"140047 RORAINOPOLIS";2006;55;-;8414;-;567;200;-;-;-;-;-;416;-;-;617;15362;638;3;-;-;-;1;-;-;-;201;-;-;-;-;-;-;-;-;-;-;-;89;-;-;-;-;-;-;-;-;-;-;-;-;963;29532
03/2024;qtd_aprovada;"140050 SAO JOAO DA BALIZA";14;48;-;822;-;-;-;-;-;-;-;-;-;-;12;20;1996;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;2963
03/2024;qtd_aprovada;"140060 SAO LUIZ";-;10;-;175;-;-;-;-;-;-;-;-;-;-;-;127;2446;1031;-;-;-;-;-;-;-;-;28;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3819
03/2024;qtd_aprovada;"140070 UIRAMUTA";-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
03/2024;qtd_aprovada;" MUNICIPIO IGNORADO - PA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03/2024;qtd_aprovada;"150010 ABAETETUBA";22136;70;3;13943;-;981;774;363;-;-;53;-;449;715;113;549;10902;-;-;-;-;480;-;-;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5112;-;-;-;-;56743
03/2024;qtd_aprovada;"150013 ABEL FIGUEIREDO";203;90;-;1892;-;85;47;-;-;-;-;-;-;-;2;112;3554;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5992
03/2024;qtd_aprovada;"150020 ACARA";-;383;-;10730;-;181;277;-;-;-;-;-;376;-;-;348;36718;-;-;-;-;-;-;-;-;-;158;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4157;53328
03/2024;qtd_aprovada;"150030 AFUA";-;140;-;1810;180;176;93;-;-;-;-;-;-;-;-;-;837;-;-;-;-;-;-;-;-;-;178;-;-;-;-;-;-;-;-;-;-;-;131;-;-;-;-;-;-;-;-;-;-;-;-;-;3545
03/2024;qtd_aprovada;"150034 AGUA AZUL DO NORTE";-;183;-;22536;35;641;36;-;-;-;2;-;9;-;17;153;3970;-;86;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1504;29207
03/2024;qtd_aprovada;"150040 ALENQUER";-;86;-;4282;-;619;119;-;-;-;-;-;254;-;-;51;2831;1988;10;-;-;-;8;-;-;-;228;-;9;-;-;-;1;8;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;4000;14511
03/2024;qtd_aprovada;"150050 ALMEIRIM";-;-;-;10659;-;1144;298;-;-;-;-;-;102;-;112;117;22219;1791;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;97;-;-;7549;44099
03/2024;qtd_aprovada;"150060 ALTAMIRA";1809;647;89;86808;633;5218;942;564;30;-;97;-;2857;694;-;1567;95539;8926;20;-;1356;462;-;-;-;-;228;-;45;179;-;-;-;40;-;100;-;14;-;-;13;15;-;-;-;-;-;16634;-;18;-;24636;250180
03/2024;qtd_aprovada;"150070 ANAJAS";-;74;1302;8341;-;189;-;-;-;-;-;-;-;-;-;-;3632;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;13582
03/2024;qtd_aprovada;"150080 ANANINDEUA";30317;-;-;258964;-;22798;2698;2193;742;-;47;-;5664;-;-;2237;280528;884;480;-;4039;-;2466;-;-;-;1149;-;171;314;8;-;-;-;-;-;-;123;3127;508;-;20;-;-;-;-;-;18753;-;12;-;877;639119
03/2024;qtd_aprovada;"150085 ANAPU";-;96;-;9006;-;277;20;-;-;-;-;-;-;-;-;272;7984;84;-;-;-;-;-;-;-;-;145;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;128;18032
03/2024;qtd_aprovada;"150090 AUGUSTO CORREA";-;89;-;2990;141;-;313;-;-;-;-;-;30;-;-;-;3013;1330;-;-;-;-;-;-;-;-;459;-;59;-;80;10;9;114;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;8674
03/2024;qtd_aprovada;"150095 AURORA DO PARA";-;16;-;1577;-;-;66;-;-;-;-;-;19;-;-;44;5357;199;-;-;-;-;-;-;-;-;182;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;3519;11007
03/2024;qtd_aprovada;"150100 AVEIRO";18;196;160;17;-;-;-;-;-;-;-;-;-;-;1;196;1015;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1603
03/2024;qtd_aprovada;"150110 BAGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;22
03/2024;qtd_aprovada;"150120 BAIAO";100;43;58;2864;-;754;257;-;-;-;-;-;209;-;-;1523;15557;83;7;-;-;-;-;-;-;-;720;-;32;-;-;-;-;-;-;-;-;-;-;110;-;-;-;-;-;-;-;-;-;-;-;337;22654
03/2024;qtd_aprovada;"150125 BANNACH";6;22;202;1807;7;-;-;-;-;-;-;-;2;-;37;84;867;-;-;-;-;-;-;-;26;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;282;3346
03/2024;qtd_aprovada;"150130 BARCARENA";13045;533;923;78567;2001;3825;2277;546;96;-;124;-;1450;-;-;3935;96555;894;22;-;-;-;114;-;77;-;798;-;31;-;-;-;-;1;-;-;-;8;102;119;-;-;-;-;-;-;-;-;-;-;-;7414;213457
03/2024;qtd_aprovada;"150140 BELEM";14709;2937;9767;870668;6822;44466;12006;13148;2157;394;2419;186;110895;23312;31;67860;990313;192276;5593;4042;13957;11842;14403;-;678;-;4095;-;308;5746;-;35;52;75;3;-;1;46;2763;-;53;139;523;-;-;-;430;426459;12708;263;-;10656;2879236
03/2024;qtd_aprovada;"150145 BELTERRA";-;-;2;-;-;-;11;-;-;-;-;-;-;-;-;1920;10472;151;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12556
03/2024;qtd_aprovada;"150150 BENEVIDES";1799;121;79;13701;77;1775;333;-;-;-;165;-;602;-;-;346;43273;587;-;-;-;-;1684;-;-;-;71;-;-;-;-;-;-;-;-;-;-;-;445;-;25;-;-;-;-;-;-;900;34;-;-;146;66163
03/2024;qtd_aprovada;"150157 BOM JESUS DO TOCANTINS";-;-;-;2895;172;261;114;-;-;-;-;-;-;-;-;30;269;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;545;4286
03/2024;qtd_aprovada;"150160 BONITO";-;-;-;2102;-;-;-;-;-;-;-;-;26;-;-;5599;29475;684;-;-;-;-;-;-;-;-;2358;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;288;40557
03/2024;qtd_aprovada;"150170 BRAGANCA";568;227;4;12130;1019;1192;320;474;-;-;70;-;2364;-;-;-;32488;2680;45;-;863;-;181;-;-;-;83;-;167;700;75;26;-;73;-;19;-;-;146;-;-;7;-;-;-;-;-;30;70;19;-;-;56040
03/2024;qtd_aprovada;"150172 BRASIL NOVO";529;190;-;5556;98;475;75;-;-;-;16;-;79;-;-;-;11134;915;-;-;-;-;954;-;-;-;103;-;4;-;-;-;-;-;-;-;-;-;173;-;82;-;-;-;-;-;-;-;-;-;-;-;20383
03/2024;qtd_aprovada;"150175 BREJO GRANDE DO ARAGUAIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03/2024;qtd_aprovada;"150178 BREU BRANCO";3915;36;-;18844;-;-;309;-;-;-;-;-;-;-;3;-;23229;130;-;-;-;-;-;-;-;-;14;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;46505
03/2024;qtd_aprovada;"150180 BREVES";1228;947;5;22716;-;2724;979;514;-;-;-;-;719;-;-;718;86202;1752;121;-;392;3;-;-;-;-;1294;-;-;7;-;-;3;3;-;-;-;-;-;258;-;-;-;-;-;-;-;-;71;-;-;1952;122608
03/2024;qtd_aprovada;"150190 BUJARU";31;140;-;8819;-;-;384;-;-;-;-;-;800;-;-;195;4859;1480;80;-;-;-;85;-;-;-;83;-;-;-;-;-;-;-;-;-;-;-;153;-;-;-;-;-;-;-;-;-;26;-;-;-;17135
