periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
03/2025;qtd_aprovada;"315080 PIRANGA";236;13;-;4610;-;663;185;-;-;-;-;-;789;-;-;47;3788;137;23;-;-;-;257;-;-;-;-;101;-;-;6;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66;-;-;452;-;-;-;-;-;11375
03/2025;qtd_aprovada;"315090 PIRANGUCU";24;23;-;-;-;-;-;-;-;-;-;-;27;-;-;-;209;300;-;-;-;-;504;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;155;-;-;-;-;-;1242
03/2025;qtd_aprovada;"315100 PIRANGUINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03/2025;qtd_aprovada;"315110 PIRAPETINGA";62;11;-;1077;-;384;40;-;-;-;-;-;16;-;-;44;3948;171;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1865;-;-;-;-;-;7649
03/2025;qtd_aprovada;"315120 PIRAPORA";1876;275;59;35333;501;676;336;194;-;-;-;-;2332;2;-;383;29457;2841;533;-;1005;2;39;-;2;-;-;177;-;-;22;-;-;-;1;-;-;-;-;28;-;25;10;-;-;-;-;-;-;79806;878;15;-;8680;-;-;-;-;-;165488
03/2025;qtd_aprovada;"315130 PIRAUBA";-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;1115;158;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;1328
03/2025;qtd_aprovada;"315140 PITANGUI";-;-;-;12434;-;904;23;-;-;-;-;-;133;-;-;4;12022;120;-;-;-;-;-;-;-;-;-;188;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;712;-;-;-;-;-;26560
03/2025;qtd_aprovada;"315150 PIUMHI";7347;118;35;9684;-;1286;559;127;64;-;145;-;259;-;-;135;12668;2483;17;-;-;3;817;-;-;-;-;154;-;2;-;-;-;1;-;-;-;-;-;167;-;95;-;-;-;-;-;-;-;-;20;-;-;10031;-;-;-;-;-;46217
03/2025;qtd_aprovada;"315160 PLANURA";-;33;-;4834;-;-;-;-;-;-;-;-;83;-;-;340;11652;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;91;-;-;-;-;-;17037
03/2025;qtd_aprovada;"315170 POCO FUNDO";223;67;8;8137;-;691;394;-;-;-;70;-;141;-;-;-;9670;494;-;-;-;-;548;-;-;-;-;35;-;2;-;-;-;-;-;-;-;-;-;283;-;-;-;-;-;-;-;-;-;-;44;-;-;1794;-;-;-;-;-;22601
03/2025;qtd_aprovada;"315180 POCOS DE CALDAS";60;506;30;102445;1172;692;1159;950;69;198;83;9;2562;3118;-;332;113665;7844;17;1715;1370;2754;41;-;24;-;-;172;-;57;450;-;11;7;1;-;-;-;-;8;-;24;15;12;-;-;-;4;-;-;78;17;-;233967;-;-;-;-;-;475638
03/2025;qtd_aprovada;"315190 POCRANE";-;-;-;613;-;333;-;-;-;-;-;-;-;-;-;-;515;-;-;-;-;-;-;-;311;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1772
03/2025;qtd_aprovada;"315200 POMPEU";3189;38;52;16273;-;546;-;-;-;-;-;-;170;-;-;92;11917;995;27;-;-;-;-;-;-;-;-;89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17754;-;-;-;-;-;51142
03/2025;qtd_aprovada;"315210 PONTE NOVA";17224;223;30;19340;1317;2446;409;1252;240;90;210;17;1527;356;-;77;36638;1835;1534;545;2304;1077;521;-;4;-;-;1430;-;-;85;-;50;12;104;-;-;2;-;195;-;35;30;-;-;-;-;-;-;186545;188;49;-;2507;-;-;-;-;-;280448
03/2025;qtd_aprovada;"315213 PONTO CHIQUE";-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;104;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2998;-;-;-;-;-;3115
03/2025;qtd_aprovada;"315217 PONTO DOS VOLANTES";1742;21;-;1307;-;-;-;-;-;-;-;-;81;-;-;83;4138;729;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;3357;-;-;-;-;-;11483
03/2025;qtd_aprovada;"315220 PORTEIRINHA";22;70;56;2759;-;866;-;-;-;-;-;-;152;-;-;283;11924;975;8;-;-;-;224;-;-;-;-;117;-;-;-;-;-;-;-;-;-;-;-;163;-;-;-;-;-;-;-;-;-;-;50;-;-;4813;-;-;-;-;-;22482
03/2025;qtd_aprovada;"315230 PORTO FIRME";6;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1499;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1301;-;-;-;-;-;2863
03/2025;qtd_aprovada;"315240 POTE";2811;24;-;2702;-;-;43;-;-;-;-;-;-;-;-;-;1744;130;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;2865;-;-;-;-;-;10352
03/2025;qtd_aprovada;"315250 POUSO ALEGRE";50957;568;2012;44067;3473;5915;1615;2230;97;198;117;7;2863;387;-;3486;114006;2562;3;1523;3024;2633;3206;-;440;-;-;510;-;-;83;-;40;2;-;-;-;-;-;216;-;58;22;138;-;-;-;70;-;504065;3004;46;-;1387;-;-;-;-;-;755030
03/2025;qtd_aprovada;"315260 POUSO ALTO";1222;14;-;8;-;-;-;-;-;-;-;-;11;-;-;-;3331;105;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1166;-;-;-;-;-;5864
03/2025;qtd_aprovada;"315270 PRADOS";-;-;-;347;-;114;-;-;-;-;-;-;33;-;-;13;1473;160;-;-;-;-;-;-;-;-;-;93;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1427;-;-;-;-;-;3661
03/2025;qtd_aprovada;"315280 PRATA";7364;42;-;10427;-;566;333;153;-;-;-;-;152;-;-;20;16727;394;-;-;-;-;498;-;-;-;-;138;-;-;-;-;-;-;-;-;-;-;-;172;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;37037
03/2025;qtd_aprovada;"315290 PRATAPOLIS";-;1;-;2621;-;314;17;-;-;-;-;-;52;-;36;119;2099;-;-;-;-;-;-;-;-;-;-;28;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1005;-;-;-;-;-;6293
03/2025;qtd_aprovada;"315300 PRATINHA";2142;2;28;1227;-;89;-;-;-;-;-;-;32;-;-;206;4071;-;-;-;-;-;43;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;2;-;-;1832;-;-;-;-;-;9688
03/2025;qtd_aprovada;"315310 PRESIDENTE BERNARDES";-;11;-;1351;-;-;-;-;-;-;-;-;65;-;-;-;859;355;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;800;-;-;-;-;-;3441
03/2025;qtd_aprovada;"315320 PRESIDENTE JUSCELINO";-;4;-;2221;-;-;-;-;-;-;-;-;45;-;-;-;-;124;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;1322;-;-;-;-;-;3749
03/2025;qtd_aprovada;"315330 PRESIDENTE KUBITSCHEK";527;30;1652;552;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1365;-;-;-;-;-;4126
03/2025;qtd_aprovada;"315340 PRESIDENTE OLEGARIO";7;96;32;1163;-;711;114;-;-;-;-;-;102;-;-;-;6079;406;-;-;-;-;-;-;-;-;-;15;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1516;-;-;-;-;-;10242
03/2025;qtd_aprovada;"315350 ALTO JEQUITIBA";590;23;-;1301;-;-;-;-;-;-;-;-;74;-;-;170;3798;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;5994
03/2025;qtd_aprovada;"315360 PRUDENTE DE MORAIS";308;115;-;3448;-;-;-;-;-;-;-;-;-;-;-;140;6762;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;606;-;-;-;-;-;11379
03/2025;qtd_aprovada;"315370 QUARTEL GERAL";375;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;537;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;126;-;-;-;-;-;1038
03/2025;qtd_aprovada;"315380 QUELUZITO";-;8;-;-;-;-;-;-;-;-;-;-;32;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;543;-;-;-;-;-;643
03/2025;qtd_aprovada;"315390 RAPOSOS";1907;-;42;-;-;-;-;-;-;-;-;-;-;-;-;90;10117;367;-;-;-;-;65;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12607
03/2025;qtd_aprovada;"315400 RAUL SOARES";1;79;-;9816;-;4225;232;205;-;-;-;-;246;-;-;36;5092;1829;31;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;4158;-;-;-;-;-;26034
03/2025;qtd_aprovada;"315410 RECREIO";-;20;-;-;-;205;-;-;-;-;-;-;-;-;-;-;2385;-;-;-;-;-;-;-;-;-;-;20;-;14;527;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;3191
03/2025;qtd_aprovada;"315415 REDUTO";-;21;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;197;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;749;-;-;-;-;-;1013
03/2025;qtd_aprovada;"315420 RESENDE COSTA";1330;-;30;467;-;168;1;-;-;-;-;-;25;-;-;153;4761;-;2;-;-;-;731;-;-;-;-;47;-;7;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7752
03/2025;qtd_aprovada;"315430 RESPLENDOR";1;-;3;5925;-;406;-;-;-;-;-;-;76;-;-;41;9486;599;39;-;-;-;-;-;-;-;-;71;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;86;-;-;-;-;-;16768
03/2025;qtd_aprovada;"315440 RESSAQUINHA";-;12;-;-;-;4;-;-;-;-;-;-;-;-;-;-;2338;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;775;-;-;-;-;-;3129
03/2025;qtd_aprovada;"315445 RIACHINHO";982;19;-;1056;-;268;-;-;-;-;-;-;53;-;-;81;4662;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;1210;-;-;-;-;-;8373
03/2025;qtd_aprovada;"315450 RIACHO DOS MACHADOS";-;-;-;1533;-;-;-;-;-;-;-;-;-;-;-;-;689;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;167;-;-;-;-;-;2410
03/2025;qtd_aprovada;"315460 RIBEIRAO DAS NEVES";23167;180;13866;70346;82;7585;636;-;-;-;26;-;4068;-;37;10615;109058;5424;7;-;-;-;586;-;3;-;-;672;-;-;33;-;-;32;6;-;-;-;-;121;-;18;-;-;-;-;-;-;-;-;20;-;-;2538;-;-;-;-;-;249126
03/2025;qtd_aprovada;"315470 RIBEIRAO VERMELHO";-;-;-;1899;-;201;-;-;-;-;-;-;28;-;-;-;2028;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4166
03/2025;qtd_aprovada;"315480 RIO ACIMA";-;-;-;6646;-;-;-;-;-;-;-;-;-;-;-;83;4981;777;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;860;-;-;-;-;-;13347
03/2025;qtd_aprovada;"315490 RIO CASCA";-;4;-;4018;-;297;-;-;-;-;-;-;100;-;-;-;1151;226;-;-;-;-;50;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;2982;-;-;-;-;-;8863
03/2025;qtd_aprovada;"315500 RIO DOCE";1679;-;57;-;-;6;-;-;-;-;-;-;-;-;-;139;2416;-;-;-;-;-;162;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4468
03/2025;qtd_aprovada;"315510 RIO DO PRADO";-;42;-;1239;-;-;-;-;-;-;-;-;6;-;-;28;363;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;1303;-;-;-;-;-;3025
03/2025;qtd_aprovada;"315520 RIO ESPERA";-;4;-;1585;-;133;-;-;-;-;-;-;-;-;-;-;1135;-;-;-;-;-;48;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;2932
03/2025;qtd_aprovada;"315530 RIO MANSO";142;4;67;4724;-;-;20;-;-;-;-;-;109;-;-;313;4660;301;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;134;-;-;-;-;-;10474
03/2025;qtd_aprovada;"315540 RIO NOVO";-;-;-;-;-;-;-;-;-;-;-;-;150;-;-;192;2738;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;3324;-;-;-;-;-;6417
03/2025;qtd_aprovada;"315550 RIO PARANAIBA";-;101;-;3759;-;1210;124;-;-;-;-;-;46;-;-;221;2848;295;-;-;-;-;-;-;-;-;-;51;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2617;-;-;-;-;-;11293
03/2025;qtd_aprovada;"315560 RIO PARDO DE MINAS";138;21;2;2990;676;1782;112;-;-;-;-;-;20;-;-;2;6469;322;-;-;-;-;522;-;9;-;-;44;-;-;-;-;-;-;-;-;-;-;-;142;-;-;-;-;-;-;-;-;-;-;35;-;-;2000;-;-;-;-;-;15286
03/2025;qtd_aprovada;"315570 RIO PIRACICABA";274;36;-;10263;-;293;-;-;-;-;-;-;60;-;-;21;4774;1089;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;85;-;-;19;-;-;-;-;-;16934
03/2025;qtd_aprovada;"315580 RIO POMBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;81
03/2025;qtd_aprovada;"315590 RIO PRETO";-;-;-;1070;-;187;-;-;-;-;-;-;-;-;-;-;2991;253;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;602;-;-;-;-;-;5146
03/2025;qtd_aprovada;"315600 RIO VERMELHO";-;-;-;1034;-;227;-;-;-;-;-;-;-;-;-;29;213;199;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3002;-;-;-;-;-;4704
03/2025;qtd_aprovada;"315610 RITAPOLIS";444;12;47;-;-;-;-;-;-;-;-;-;67;-;-;156;6516;81;-;-;-;-;584;-;-;-;-;7;-;2;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7973
03/2025;qtd_aprovada;"315620 ROCHEDO DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;34;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;105;-;-;-;-;-;214
03/2025;qtd_aprovada;"315630 RODEIRO";-;6;-;-;-;-;-;-;-;-;-;-;79;-;-;-;620;682;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;566;-;-;-;-;-;1982
03/2025;qtd_aprovada;"315640 ROMARIA";-;5;-;-;-;-;19;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;276;-;-;-;-;-;332
03/2025;qtd_aprovada;"315645 ROSARIO DA LIMEIRA";-;27;-;1506;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;188;-;-;-;-;-;1766
03/2025;qtd_aprovada;"315650 RUBELITA";-;-;-;2812;-;-;-;-;-;-;-;-;25;-;-;-;69;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;1071;-;-;-;-;-;4007
03/2025;qtd_aprovada;"315660 RUBIM";1510;46;-;1794;-;158;-;-;-;-;-;-;-;-;-;-;1632;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;4294;-;-;-;-;-;9496
03/2025;qtd_aprovada;"315670 SABARA";14482;130;435;13775;45;2904;875;-;-;-;47;-;3043;-;-;1664;64995;2194;25;-;40;-;1474;-;-;-;-;122;-;40;-;-;-;-;1;-;-;-;-;399;5;171;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;106888
03/2025;qtd_aprovada;"315680 SABINOPOLIS";3512;44;5;1973;-;139;392;-;-;-;-;-;525;-;-;2;2432;325;-;-;-;-;64;-;-;-;-;65;-;-;174;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;32;-;-;6385;-;-;-;-;-;16072
03/2025;qtd_aprovada;"315690 SACRAMENTO";5323;62;104;19993;104;1319;955;148;35;-;125;-;592;-;-;196;10048;1174;644;-;-;-;449;-;197;-;-;84;-;1;1;-;-;-;-;-;-;-;-;205;-;-;-;-;-;-;-;-;-;-;63;-;-;5346;-;-;-;-;-;47168
03/2025;qtd_aprovada;"315700 SALINAS";714;36;11;9887;-;1047;451;47;54;-;75;-;1222;8;-;-;23874;446;134;-;1737;4;626;-;-;-;-;246;-;13;-;1;8;-;-;-;-;-;-;166;1;-;8;-;-;-;-;-;-;-;51;15;-;7514;-;-;-;-;-;48396
03/2025;qtd_aprovada;"315710 SALTO DA DIVISA";1442;14;-;6034;-;175;-;-;-;-;-;-;-;-;-;-;697;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;1148;-;-;-;-;-;9534
03/2025;qtd_aprovada;"315720 SANTA BARBARA";-;79;1;21125;-;1048;45;42;-;-;17;-;129;-;-;265;8648;1199;4;-;-;-;6;-;-;-;-;103;-;-;-;-;-;33;-;-;-;-;-;1;-;18;-;-;-;-;-;-;-;-;-;-;-;11192;-;-;-;-;-;43955
03/2025;qtd_aprovada;"315725 SANTA BARBARA DO LESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03/2025;qtd_aprovada;"315727 SANTA BARBARA DO MONTE VERDE";-;6;-;-;-;-;-;-;-;-;-;-;20;-;-;-;154;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1374;-;-;-;-;-;1614
03/2025;qtd_aprovada;"315730 SANTA BARBARA DO TUGURIO";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;146;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;187
03/2025;qtd_aprovada;"315733 SANTA CRUZ DE MINAS";421;29;33;6429;-;1;-;-;-;-;-;-;105;-;-;228;3299;-;-;-;-;-;95;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;1521;-;-;-;-;-;12172
03/2025;qtd_aprovada;"315737 SANTA CRUZ DE SALINAS";-;33;-;689;-;26;41;-;-;-;-;-;-;-;-;-;266;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2627;-;-;-;-;-;3682
03/2025;qtd_aprovada;"315740 SANTA CRUZ DO ESCALVADO";-;2;-;-;-;-;-;-;-;-;-;-;55;-;-;-;219;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;456;-;-;-;-;-;732
03/2025;qtd_aprovada;"315750 SANTA EFIGENIA DE MINAS";-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;183;-;-;-;-;-;198
03/2025;qtd_aprovada;"315760 SANTA FE DE MINAS";15;33;33;358;-;-;-;-;-;-;-;-;60;-;-;1;1986;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;600;-;-;-;-;-;3118
03/2025;qtd_aprovada;"315765 SANTA HELENA DE MINAS";-;42;-;1247;-;-;36;-;-;-;8;-;-;-;-;-;62;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;2047;-;-;-;-;-;3496
03/2025;qtd_aprovada;"315770 SANTA JULIANA";-;50;-;6776;-;-;-;-;-;-;-;-;-;-;-;-;3281;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10107
03/2025;qtd_aprovada;"315780 SANTA LUZIA";170;150;304;92386;337;696;206;88;39;-;10;-;1431;-;-;501;12642;12856;-;-;-;-;-;-;-;-;-;6;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;369;-;-;962;-;-;-;-;-;123170
03/2025;qtd_aprovada;"315790 SANTA MARGARIDA";26;-;-;632;-;-;109;-;-;-;-;-;165;-;-;22;1778;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2249;-;-;-;-;-;4981
03/2025;qtd_aprovada;"315800 SANTA MARIA DE ITABIRA";-;2;-;1430;-;139;-;-;-;-;-;-;38;-;-;-;1189;408;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3208
