periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
05/2024;qtd_aprovada;"120025 EPITACIOLANDIA";10;82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;231;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;323
05/2024;qtd_aprovada;"120030 FEIJO";-;-;-;10633;-;436;-;-;-;-;-;-;-;-;-;-;5631;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16743
05/2024;qtd_aprovada;"120032 JORDAO";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
05/2024;qtd_aprovada;"120033 MANCIO LIMA";35;49;929;6159;-;1216;-;-;-;-;-;-;50;-;-;770;18235;230;61;-;-;-;-;-;-;266;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;114;-;-;-;28146
05/2024;qtd_aprovada;"120034 MANOEL URBANO";-;20;29;2688;-;181;-;-;-;-;-;-;8;-;-;33;10720;-;-;-;-;-;-;-;-;46;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13729
05/2024;qtd_aprovada;"120035 MARECHAL THAUMATURGO";-;10206;1185;3624;-;64;-;-;-;-;-;-;-;-;-;909;8627;-;-;-;-;-;-;-;-;79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24694
05/2024;qtd_aprovada;"120038 PLACIDO DE CASTRO";1091;47;1853;5395;-;683;-;-;-;-;-;-;28;-;-;151;10358;170;-;-;-;-;5;-;-;125;-;2;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19915
05/2024;qtd_aprovada;"120039 PORTO WALTER";107;5;-;-;-;118;-;-;-;-;-;-;3;-;-;41;1911;-;-;-;-;-;4;-;4;12;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2211
05/2024;qtd_aprovada;"120040 RIO BRANCO";44492;1381;11587;276235;4840;17474;3686;6915;1717;100;186;30;12406;-;615;18020;458132;3217;370;1038;4821;55;14766;691;-;3210;2;106;357;-;51;1;57;-;-;-;-;2072;1;-;274;14;232;-;-;-;108;145435;1566;58;-;12448;1048766
05/2024;qtd_aprovada;"120042 RODRIGUES ALVES";-;-;20;-;-;96;-;-;-;-;-;-;66;-;-;165;5757;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6158
05/2024;qtd_aprovada;"120043 SANTA ROSA DO PURUS";-;26;-;244;-;69;-;-;-;-;-;-;-;-;-;-;793;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1139
05/2024;qtd_aprovada;"120045 SENADOR GUIOMARD";-;3;-;-;-;622;-;-;-;-;-;-;42;-;-;183;6432;-;-;-;-;-;-;-;-;93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7375
05/2024;qtd_aprovada;"120050 SENA MADUREIRA";-;114;62;13334;-;2684;98;-;-;-;-;-;86;-;-;98;13021;-;1;-;-;-;-;-;-;98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29596
05/2024;qtd_aprovada;"120060 TARAUACA";-;34;-;6279;-;602;-;-;-;-;-;-;-;-;-;-;4864;-;-;-;-;-;-;-;-;114;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11910
05/2024;qtd_aprovada;"120070 XAPURI";-;8;-;7338;-;314;-;-;-;-;-;-;1;-;-;223;8414;-;-;-;-;-;-;-;-;197;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;16503
05/2024;qtd_aprovada;"120080 PORTO ACRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39
05/2024;qtd_aprovada;" MUNICIPIO IGNORADO - AM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;qtd_aprovada;"130002 ALVARAES";-;-;1;1534;-;127;230;-;-;-;7;-;-;-;-;-;2551;-;-;-;-;-;-;-;-;4;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4461
05/2024;qtd_aprovada;"130006 AMATURA";-;-;-;1881;-;391;29;-;-;-;-;-;40;-;-;352;10612;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13345
05/2024;qtd_aprovada;"130008 ANAMA";-;-;-;2591;-;228;301;-;-;-;-;-;-;-;-;38;701;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3894
05/2024;qtd_aprovada;"130010 ANORI";-;165;-;6232;-;329;-;-;-;-;-;-;75;-;-;25;2831;-;-;-;-;-;-;-;-;145;-;33;-;45;-;-;59;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9996
05/2024;qtd_aprovada;"130014 APUI";-;47;5;6333;-;558;171;-;-;-;-;-;97;-;-;112;4028;122;11;-;-;22;-;-;-;155;-;4;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;11709
05/2024;qtd_aprovada;"130020 ATALAIA DO NORTE";-;-;-;3632;-;500;418;-;-;-;-;-;53;-;60;205;7593;-;-;-;-;-;-;-;-;116;-;1;-;-;-;-;-;-;-;-;1;-;-;-;52;-;-;-;-;-;-;-;-;-;-;6;12637
05/2024;qtd_aprovada;"130030 AUTAZES";662;24;-;6223;-;1009;167;-;-;-;-;-;100;-;-;207;24160;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32606
05/2024;qtd_aprovada;"130040 BARCELOS";-;8;-;140;-;66;26;-;-;-;-;-;-;-;-;-;2096;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2337
05/2024;qtd_aprovada;"130050 BARREIRINHA";-;7;-;976;-;346;47;-;-;-;-;-;27;-;-;148;3166;-;-;-;-;-;30;-;-;72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;4849
05/2024;qtd_aprovada;"130060 BENJAMIN CONSTANT";-;-;-;5007;-;976;455;-;-;-;-;-;78;-;-;359;3186;-;7;-;-;-;-;-;-;243;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10311
05/2024;qtd_aprovada;"130063 BERURI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;qtd_aprovada;"130068 BOA VISTA DO RAMOS";-;338;-;3441;-;339;110;-;-;-;-;-;-;-;1;-;6144;79;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;10488
05/2024;qtd_aprovada;"130070 BOCA DO ACRE";321;175;-;27627;-;4702;90;-;-;-;-;-;216;-;-;-;4516;-;-;-;-;-;743;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1035;-;-;-;-;-;-;-;-;-;-;32;-;-;-;39457
05/2024;qtd_aprovada;"130080 BORBA";145;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;377;-;-;-;-;-;-;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;633
05/2024;qtd_aprovada;"130083 CAAPIRANGA";-;30;-;1406;-;150;186;-;-;-;-;-;108;-;-;-;3036;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;4999
05/2024;qtd_aprovada;"130090 CANUTAMA";-;27;-;630;-;377;18;-;-;-;-;-;75;-;-;79;3846;-;-;-;-;-;-;-;-;86;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5148
05/2024;qtd_aprovada;"130100 CARAUARI";-;101;-;15711;-;871;12;-;-;-;-;-;185;-;-;11;9127;-;-;-;-;9;-;-;-;135;-;-;-;-;-;15;-;-;-;-;-;-;3;-;30;-;-;-;-;-;-;-;28;-;-;-;26238
05/2024;qtd_aprovada;"130110 CAREIRO";3;-;-;19910;-;471;229;-;-;-;-;-;97;-;1278;608;180059;-;743;-;-;-;-;850;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;180;204460
05/2024;qtd_aprovada;"130115 CAREIRO DA VARZEA";90;-;3194;3253;-;126;185;-;-;-;-;-;-;-;-;-;2054;-;-;-;-;-;82;-;-;52;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9056
05/2024;qtd_aprovada;"130120 COARI";40;169;70;18595;-;3001;1613;-;-;-;34;-;393;-;-;3095;119106;4230;51;-;-;-;-;-;-;494;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;150891
05/2024;qtd_aprovada;"130130 CODAJAS";48;46;-;658;-;176;198;-;-;-;-;-;200;-;-;1;861;141;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2341
05/2024;qtd_aprovada;"130140 EIRUNEPE";3009;66;2322;3122;-;230;164;-;-;-;94;-;145;-;2;334;9237;191;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;19000
05/2024;qtd_aprovada;"130150 ENVIRA";-;-;638;4421;-;163;-;-;-;-;-;-;4;-;1;177;3677;-;-;-;-;-;-;-;-;11;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9095
05/2024;qtd_aprovada;"130160 FONTE BOA";1549;298;-;12412;-;50;270;-;-;-;-;-;948;-;-;3994;40554;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60129
05/2024;qtd_aprovada;"130165 GUAJARA";17343;53;51;-;-;-;-;-;-;-;-;-;-;-;-;209;38207;-;-;-;-;-;10;-;-;72;-;-;-;-;-;-;-;-;-;-;-;1451;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57396
05/2024;qtd_aprovada;"130170 HUMAITA";273;153;-;17287;-;58;282;268;-;-;-;42;3248;90;28;891;21275;595;31;-;-;95;109;-;-;121;-;-;-;-;-;59;-;-;-;-;-;590;-;-;-;-;-;-;-;-;-;-;-;-;-;464;45959
05/2024;qtd_aprovada;"130180 IPIXUNA";-;-;-;5370;-;397;182;-;-;-;-;-;-;-;-;24;3628;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9621
05/2024;qtd_aprovada;"130185 IRANDUBA";-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;143;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;188
05/2024;qtd_aprovada;"130190 ITACOATIARA";1978;461;1781;81652;-;1987;657;181;-;-;-;-;2375;199;178;-;109542;6722;48;-;-;226;5;40;-;881;-;32;-;-;42;-;1;-;-;-;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;3996;213079
05/2024;qtd_aprovada;"130195 ITAMARATI";-;-;-;12180;-;6210;99;-;-;-;-;-;70;-;-;1000;2030;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;200;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;21922
05/2024;qtd_aprovada;"130200 ITAPIRANGA";-;-;-;2146;-;214;152;-;-;-;-;-;-;-;-;45;3209;-;-;-;-;-;-;-;-;194;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5960
05/2024;qtd_aprovada;"130210 JAPURA";-;41;-;1667;-;113;-;-;-;-;-;-;200;-;-;-;1167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;3215
05/2024;qtd_aprovada;"130220 JURUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;qtd_aprovada;"130230 JUTAI";-;-;-;94;-;161;30;-;-;-;-;-;-;-;-;14;399;-;-;-;-;-;-;-;-;34;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;734
05/2024;qtd_aprovada;"130240 LABREA";367;-;46;6581;-;1736;23;-;-;-;-;-;-;-;-;164;6632;-;-;-;-;-;102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15651
05/2024;qtd_aprovada;"130250 MANACAPURU";12177;87;-;36161;-;2192;1854;-;-;-;-;-;8288;-;405;365;120637;-;63;-;-;-;-;-;-;173;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;182450
05/2024;qtd_aprovada;"130255 MANAQUIRI";-;12;-;3488;-;216;217;-;-;-;-;-;-;-;-;1;4890;140;-;-;-;4;-;354;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9322
05/2024;qtd_aprovada;"130260 MANAUS";43567;79;6201;1189500;26378;58928;35112;15730;4957;635;3598;51;45742;30610;2488;19270;1308904;38256;1138;4906;14463;16045;45904;5122;-;17578;1;498;1818;35;353;18;16;-;-;7;4;5081;1779;-;1928;271;56;24;24;-;864;605124;10552;408;-;25187;3589210
05/2024;qtd_aprovada;"130270 MANICORE";1639;51;-;19243;-;1481;396;-;-;-;-;-;816;-;-;4216;14414;829;-;-;-;7;47;-;-;554;-;32;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;102;-;-;48;43877
05/2024;qtd_aprovada;"130280 MARAA";11633;-;-;1675;-;400;240;-;-;-;-;-;-;-;-;439;10162;-;-;-;-;-;-;-;-;140;-;31;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24749
05/2024;qtd_aprovada;"130290 MAUES";45;10553;5;24374;-;1508;419;-;-;-;-;-;617;-;5;569;15165;566;-;-;-;-;91;-;-;487;-;11;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;31;-;-;6722;61196
05/2024;qtd_aprovada;"130300 NHAMUNDA";-;-;-;5702;-;529;206;-;-;-;-;-;-;-;-;45;5193;-;-;-;-;-;-;-;-;105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;11797
05/2024;qtd_aprovada;"130310 NOVA OLINDA DO NORTE";1024;-;-;16826;-;505;25;-;-;-;-;-;15;-;-;407;25978;517;-;-;-;-;-;289;-;490;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;129;46205
05/2024;qtd_aprovada;"130320 NOVO AIRAO";-;30;-;5624;-;553;401;-;-;-;-;-;57;-;-;244;10864;-;-;-;-;-;-;-;-;111;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;17887
05/2024;qtd_aprovada;"130330 NOVO ARIPUANA";116;108;208;26675;-;940;230;-;-;-;-;-;17;-;84;447;3657;224;-;-;-;-;-;-;-;283;-;1;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33080
05/2024;qtd_aprovada;"130340 PARINTINS";13611;-;77;48641;-;3582;1711;385;-;-;8;-;1494;394;101;2089;77628;482;82;-;-;286;622;-;-;1870;-;5;202;-;1;6;4;1;-;-;7;79;-;-;-;-;-;-;-;-;-;-;51;-;-;5510;158929
05/2024;qtd_aprovada;"130350 PAUINI";-;73;-;6795;-;188;135;-;-;-;-;-;16;-;-;-;8555;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;15788
05/2024;qtd_aprovada;"130353 PRESIDENTE FIGUEIREDO";-;-;15;16234;-;929;242;-;-;-;-;-;10;-;-;195;6000;-;30;-;-;-;138;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23793
05/2024;qtd_aprovada;"130356 RIO PRETO DA EVA";615;406;-;6531;-;2002;155;-;-;-;-;-;79;-;-;1921;53236;-;-;-;-;-;26;-;-;606;-;53;-;-;-;-;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;65699
05/2024;qtd_aprovada;"130360 SANTA ISABEL DO RIO NEGRO";10;10;-;2544;-;-;-;-;-;-;-;-;-;-;-;24;3537;-;-;-;-;-;77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;6228
05/2024;qtd_aprovada;"130370 SANTO ANTONIO DO ICA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;102;79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;203
05/2024;qtd_aprovada;"130380 SAO GABRIEL DA CACHOEIRA";-;-;31;3259;-;689;111;-;-;-;-;-;10;-;-;295;2745;123;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7263
05/2024;qtd_aprovada;"130390 SAO PAULO DE OLIVENCA";80;-;-;8488;-;1140;460;-;-;-;-;-;-;-;515;290;4950;-;-;-;-;-;35;-;-;1;-;-;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;30;-;-;-;16057
05/2024;qtd_aprovada;"130395 SAO SEBASTIAO DO UATUMA";3;-;-;3212;-;265;129;-;-;-;-;-;246;-;-;453;8242;233;-;-;-;-;-;-;-;241;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;28;-;-;58;13154
05/2024;qtd_aprovada;"130400 SILVES";18;-;-;3781;-;428;148;-;-;-;-;-;60;-;-;56;9338;-;-;-;-;-;150;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;49;-;-;200;14293
05/2024;qtd_aprovada;"130406 TABATINGA";34;160;-;5249;-;1282;48;-;-;-;-;-;112;-;-;81;6663;68;-;-;-;126;710;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14583
05/2024;qtd_aprovada;"130410 TAPAUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;qtd_aprovada;"130420 TEFE";685;792;305;44886;-;6093;1949;401;-;-;45;-;560;-;2;1529;64031;4429;276;-;-;-;956;5114;-;647;-;2;-;-;-;-;-;-;-;-;1;119;-;-;203;-;-;-;-;-;-;-;75;-;-;2522;135622
05/2024;qtd_aprovada;"130423 TONANTINS";27843;-;-;961;-;386;487;-;-;-;-;-;72;-;132;1520;73496;-;-;-;-;-;-;-;-;738;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;105635
05/2024;qtd_aprovada;"130426 UARINI";-;-;-;3045;-;274;177;-;-;-;-;-;47;-;-;33;2147;-;12;-;-;-;-;-;-;1;-;1;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5741
05/2024;qtd_aprovada;"130430 URUCARA";-;82;-;5810;-;254;121;-;-;-;-;-;44;-;-;81;4344;-;1;-;-;-;-;-;-;74;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;10865
05/2024;qtd_aprovada;"130440 URUCURITUBA";-;42;-;2769;-;307;-;-;-;-;-;-;-;-;26;-;1563;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4732
05/2024;qtd_aprovada;" MUNICIPIO IGNORADO - RR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;qtd_aprovada;"140002 AMAJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31
05/2024;qtd_aprovada;"140005 ALTO ALEGRE";371;14;-;1707;-;269;-;-;-;-;-;-;-;-;30;153;5900;238;-;-;-;-;15;-;-;21;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8751
05/2024;qtd_aprovada;"140010 BOA VISTA";43160;802;4013;200079;2004;16491;2546;1465;1233;137;143;-;6510;3639;7283;5728;156122;1344;1119;457;3770;-;8413;620;-;743;-;78;1074;-;11;-;-;-;-;-;-;590;-;-;29;29;-;-;-;-;-;97556;763;34;-;25837;593822
05/2024;qtd_aprovada;"140015 BONFIM";3;55;-;328;-;-;-;-;-;-;-;-;-;-;-;38;2693;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3119
05/2024;qtd_aprovada;"140017 CANTA";3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;378;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;404
05/2024;qtd_aprovada;"140020 CARACARAI";-;68;-;2473;-;565;-;-;-;-;-;-;12;-;-;217;6240;-;-;-;-;-;-;-;-;45;-;2;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9647
05/2024;qtd_aprovada;"140023 CAROEBE";-;-;-;860;-;-;-;-;-;-;-;-;-;-;-;304;4623;190;-;-;-;-;-;-;-;54;-;10;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6066
05/2024;qtd_aprovada;"140028 IRACEMA";76;4;5;-;-;-;-;-;-;-;-;-;-;-;-;149;2522;-;-;-;-;-;28;-;-;15;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2809
05/2024;qtd_aprovada;"140030 MUCAJAI";-;-;-;673;-;-;-;-;-;-;-;-;-;-;-;171;5607;-;-;-;-;-;58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6509
05/2024;qtd_aprovada;"140040 NORMANDIA";6;-;-;389;-;-;-;-;-;-;-;-;-;-;2;5;954;-;-;-;-;-;44;-;-;75;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1511
05/2024;qtd_aprovada;"140045 PACARAIMA";237;8;-;3012;-;-;-;-;-;-;-;-;14;-;-;127;2853;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6251
05/2024;qtd_aprovada;"140047 RORAINOPOLIS";856;25;-;9548;-;1707;112;-;-;-;-;-;827;-;-;591;20962;631;1;-;-;-;-;-;-;143;-;7;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;792;36223
05/2024;qtd_aprovada;"140050 SAO JOAO DA BALIZA";-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;5;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72
05/2024;qtd_aprovada;"140060 SAO LUIZ";-;-;-;1249;-;820;-;-;-;-;-;-;-;-;-;263;8467;1206;-;-;-;-;-;-;-;49;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12056
