periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
01/2024;qtd_aprovada;"210312 CENTRAL DO MARANHAO";-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;233;4603;-;-;-;-;-;40;-;-;23;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;4932
01/2024;qtd_aprovada;"210315 CENTRO DO GUILHERME";266;-;-;5680;-;-;-;-;-;-;-;-;-;-;-;-;15569;-;-;-;-;-;98;-;-;320;-;-;-;-;-;-;-;-;-;-;99;-;100;-;-;-;-;-;-;-;-;32;-;-;660;22824
01/2024;qtd_aprovada;"210317 CENTRO NOVO DO MARANHAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2024;qtd_aprovada;"210320 CHAPADINHA";58;321;3023;19083;-;2542;791;-;-;-;51;-;785;48;-;1833;68554;1079;2;-;1682;-;49;860;-;1023;-;61;-;-;-;4;-;-;-;-;-;26;-;3;14;-;-;-;-;-;-;39;27;-;2739;104697
01/2024;qtd_aprovada;"210325 CIDELANDIA";-;46;-;4658;-;-;-;-;-;-;6;-;8;-;-;-;5252;115;-;-;-;-;-;-;-;69;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;165;10325
01/2024;qtd_aprovada;"210330 CODO";1757;129;802;24450;189;2544;693;-;-;-;12;-;1243;450;159;988;72742;5541;600;-;2026;330;479;-;-;429;-;21;-;-;-;-;-;-;-;-;7;65;7;-;7;-;-;-;-;-;-;-;6;-;7421;123097
01/2024;qtd_aprovada;"210340 COELHO NETO";884;223;49;6475;107;680;217;30;-;-;-;-;323;38;1;1759;34164;1239;-;-;-;-;72;-;-;135;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;34;-;-;1560;48028
01/2024;qtd_aprovada;"210350 COLINAS";94;123;-;2676;135;9;214;293;-;-;-;-;78;60;-;158;48105;204;-;-;-;-;134;-;-;50;-;-;-;-;-;-;-;-;-;-;-;258;-;-;-;-;-;-;-;-;-;-;-;-;5173;57764
01/2024;qtd_aprovada;"210355 CONCEICAO DO LAGO-ACU";-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;434;523
01/2024;qtd_aprovada;"210360 COROATA";-;100;19926;72959;-;1371;1166;1066;-;-;214;-;1016;-;1;127;67667;512;2;-;-;-;131;1;-;129;-;7;64;-;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;-;-;-;-;2504;169037
01/2024;qtd_aprovada;"210370 CURURUPU";40;324;-;4356;-;-;228;491;-;-;-;-;-;-;-;1834;10586;291;-;-;-;-;143;-;-;45;-;13;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;45;-;-;-;18407
01/2024;qtd_aprovada;"210375 DAVINOPOLIS";145;-;-;-;-;-;-;-;-;-;-;-;-;-;-;188;2759;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;3109
01/2024;qtd_aprovada;"210380 DOM PEDRO";803;346;-;-;-;-;-;-;-;-;-;-;25;-;-;233;2269;-;-;-;-;-;66;4;-;300;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;20;-;-;-;4080
01/2024;qtd_aprovada;"210390 DUQUE BACELAR";-;29;40;-;-;-;-;-;-;-;-;-;18;-;-;285;6992;-;-;-;-;-;56;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;522;7991
01/2024;qtd_aprovada;"210400 ESPERANTINOPOLIS";-;-;-;-;-;291;-;-;-;-;-;-;-;-;-;-;13042;194;-;-;-;-;-;-;-;150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;746;14423
01/2024;qtd_aprovada;"210405 ESTREITO";25460;83;144;6750;-;738;273;-;-;-;-;-;140;-;-;984;35375;339;105;-;-;-;420;-;-;324;-;10;-;-;52;-;-;-;-;-;-;206;30;-;-;-;-;-;-;-;-;21;-;-;4604;76058
01/2024;qtd_aprovada;"210407 FEIRA NOVA DO MARANHAO";-;-;-;598;-;-;37;-;-;-;-;-;-;-;-;-;1981;172;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1996;4784
01/2024;qtd_aprovada;"210408 FERNANDO FALCAO";152;25;-;460;-;-;36;-;-;-;-;-;42;-;-;45;4364;-;-;-;-;-;520;-;-;457;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;6139
01/2024;qtd_aprovada;"210409 FORMOSA DA SERRA NEGRA";-;39;18;4450;-;134;15;-;-;-;-;-;-;-;-;-;3157;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;7826
01/2024;qtd_aprovada;"210410 FORTALEZA DOS NOGUEIRAS";-;33;-;1865;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1898
01/2024;qtd_aprovada;"210420 FORTUNA";-;20;-;-;-;-;48;-;-;-;-;-;11;-;-;-;16248;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;2799;19142
01/2024;qtd_aprovada;"210430 GODOFREDO VIANA";-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;300;1132;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1453
01/2024;qtd_aprovada;"210440 GONCALVES DIAS";73;5;-;479;-;17;-;-;-;-;-;-;-;-;-;71;1354;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;2059
01/2024;qtd_aprovada;"210450 GOVERNADOR ARCHER";-;12;353;1454;-;-;-;-;-;-;-;-;-;-;-;194;5433;-;23;-;-;-;-;-;-;263;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;5020;12814
01/2024;qtd_aprovada;"210455 GOVERNADOR EDISON LOBAO";-;82;-;-;-;-;142;-;-;-;-;-;1;-;-;-;4679;30;-;-;-;-;-;-;-;43;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;1203;6200
01/2024;qtd_aprovada;"210460 GOVERNADOR EUGENIO BARROS";20;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;961;1053
01/2024;qtd_aprovada;"210462 GOVERNADOR LUIZ ROCHA";505;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2160;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;598;3334
01/2024;qtd_aprovada;"210465 GOVERNADOR NEWTON BELLO";-;-;-;-;-;-;102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;1296;1522
01/2024;qtd_aprovada;"210467 GOVERNADOR NUNES FREIRE";-;64;-;24;-;434;125;-;-;-;-;-;58;-;-;201;15871;-;170;-;-;-;-;96;-;242;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;921;18206
01/2024;qtd_aprovada;"210470 GRACA ARANHA";-;6;-;516;-;-;-;-;-;-;-;-;-;-;-;-;698;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2600;3840
01/2024;qtd_aprovada;"210480 GRAJAU";1147;207;18;27817;717;3286;324;-;-;-;-;-;220;-;8;1326;54788;183;6;-;-;-;81;35;-;550;-;66;-;-;-;14;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;21;-;-;87160;178012
01/2024;qtd_aprovada;"210490 GUIMARAES";-;114;-;-;-;-;-;-;-;-;-;-;-;-;-;419;100;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;638
01/2024;qtd_aprovada;"210500 HUMBERTO DE CAMPOS";-;49;16;3249;-;-;267;-;-;-;-;-;177;-;-;288;6441;340;-;-;-;-;90;-;-;193;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;11137
01/2024;qtd_aprovada;"210510 ICATU";225;4;-;8109;-;-;-;-;-;-;-;-;-;-;-;473;5419;-;-;-;-;-;-;-;-;38;-;3;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;21;-;-;55;14349
01/2024;qtd_aprovada;"210515 IGARAPE DO MEIO";-;40;-;3489;-;559;167;-;-;-;-;-;-;-;122;199;6098;55;-;-;-;-;-;-;-;179;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57;-;-;-;10965
01/2024;qtd_aprovada;"210520 IGARAPE GRANDE";-;2;-;1377;-;113;-;159;-;-;-;-;54;-;-;79;3842;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;216;5930
01/2024;qtd_aprovada;"210530 IMPERATRIZ";5339;176;650;103599;24;3674;1883;1117;394;45;117;-;4546;2442;9;8320;230913;2078;1359;894;6650;2642;118;5;-;2771;-;77;1229;-;2;128;49;-;-;1;-;90;1480;463;39;-;-;-;-;-;-;-;91;-;-;383414
01/2024;qtd_aprovada;"210535 ITAIPAVA DO GRAJAU";12;11;-;2087;-;144;131;-;-;-;12;-;-;-;-;160;6930;-;-;-;-;-;11;-;-;11;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;5274;14789
01/2024;qtd_aprovada;"210540 ITAPECURU MIRIM";61;27;108;14808;-;535;586;-;-;-;-;-;244;52;2;1427;31114;-;11;-;-;-;44;-;-;326;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;5952;55319
01/2024;qtd_aprovada;"210542 ITINGA DO MARANHAO";-;22;-;6912;-;-;63;-;-;-;-;-;-;-;-;-;2821;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9821
01/2024;qtd_aprovada;"210545 JATOBA";-;6;-;797;-;164;30;-;-;-;-;-;-;-;-;-;1585;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;464;3066
01/2024;qtd_aprovada;"210547 JENIPAPO DOS VIEIRAS";5;19;-;1961;-;216;-;-;-;-;-;-;17;-;-;-;1906;-;-;-;-;-;8;-;-;15;-;4;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;3381;7539
01/2024;qtd_aprovada;"210550 JOAO LISBOA";276;34;-;-;-;188;-;-;-;-;-;-;101;-;-;319;12358;-;-;-;-;-;218;-;-;101;-;-;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;22;13680
01/2024;qtd_aprovada;"210560 JOSELANDIA";-;14;23;-;-;-;1;-;-;-;-;-;-;-;-;106;6604;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;6141;12909
01/2024;qtd_aprovada;"210565 JUNCO DO MARANHAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2024;qtd_aprovada;"210570 LAGO DA PEDRA";5766;61;-;1239;-;575;113;630;-;-;3;-;88;-;1;750;50024;43;42;-;-;1;763;-;-;527;-;49;6;-;1;-;-;-;-;-;-;211;-;-;-;-;-;-;-;-;-;108;-;-;2415;63416
01/2024;qtd_aprovada;"210580 LAGO DO JUNCO";3005;11;7;586;-;19;-;-;-;-;-;-;-;-;-;220;2822;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;2044;8735
01/2024;qtd_aprovada;"210590 LAGO VERDE";982;17;-;112;-;180;78;-;-;-;-;-;-;-;-;992;3936;-;-;-;-;-;-;-;-;127;-;48;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;6512
01/2024;qtd_aprovada;"210592 LAGOA DO MATO";-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5925;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;296;6241
01/2024;qtd_aprovada;"210594 LAGO DOS RODRIGUES";462;6;35;-;-;42;-;-;-;-;-;-;-;-;-;177;3179;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;462;4381
01/2024;qtd_aprovada;"210596 LAGOA GRANDE DO MARANHAO";-;-;157;1867;-;-;-;-;-;-;-;-;-;-;-;13;5098;246;-;-;-;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;877;8377
01/2024;qtd_aprovada;"210598 LAJEADO NOVO";-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;9;351;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;433
01/2024;qtd_aprovada;"210600 LIMA CAMPOS";8751;20;120;2859;353;461;126;-;-;-;-;-;60;-;-;1100;13047;166;18;-;-;-;1089;-;-;262;-;8;-;-;-;-;1;-;-;-;-;178;-;-;-;-;-;-;-;-;-;20;-;-;487;29126
01/2024;qtd_aprovada;"210610 LORETO";-;-;-;1819;-;-;142;-;-;-;-;-;-;-;-;62;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2902;4987
01/2024;qtd_aprovada;"210620 LUIS DOMINGUES";1;60;-;-;-;-;-;-;-;-;-;-;-;-;-;4;573;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;678
01/2024;qtd_aprovada;"210630 MAGALHAES DE ALMEIDA";-;-;-;-;-;-;-;-;-;-;-;-;167;-;-;4318;13384;218;-;-;-;-;-;-;-;123;-;16;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;28;-;-;180;18460
01/2024;qtd_aprovada;"210632 MARACACUME";58;-;-;6320;-;-;35;-;-;-;-;-;150;-;-;-;18446;473;84;-;-;-;-;-;-;920;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;678;27189
01/2024;qtd_aprovada;"210635 MARAJA DO SENA";-;18;-;112;-;-;-;-;-;-;-;-;-;-;-;67;571;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;791
01/2024;qtd_aprovada;"210637 MARANHAOZINHO";50;-;-;10145;-;486;114;-;-;-;-;-;300;-;-;300;6735;-;200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;18380
01/2024;qtd_aprovada;"210640 MATA ROMA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;178;11332;-;1;-;-;-;-;-;-;192;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;79;11788
01/2024;qtd_aprovada;"210650 MATINHA";-;23;-;-;-;671;27;-;-;-;-;-;-;-;-;796;14944;-;87;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16613
01/2024;qtd_aprovada;"210660 MATOES";4121;16;-;321;-;441;68;-;-;-;-;-;-;-;-;541;16581;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22132
01/2024;qtd_aprovada;"210663 MATOES DO NORTE";1448;22;-;6160;-;197;730;-;-;-;113;-;915;-;-;445;9116;-;-;-;-;-;-;-;-;438;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;552;20164
01/2024;qtd_aprovada;"210667 MILAGRES DO MARANHAO";3946;-;8;1180;-;47;-;-;-;-;-;-;-;-;-;72;2744;-;-;-;-;-;28;-;-;80;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;8140
01/2024;qtd_aprovada;"210670 MIRADOR";441;7;-;1322;-;809;134;-;-;-;-;-;-;-;-;-;1905;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;9776;14420
01/2024;qtd_aprovada;"210675 MIRANDA DO NORTE";627;32;-;4237;-;294;54;-;-;-;-;-;114;-;-;892;19212;-;1;-;-;-;-;-;-;214;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;1382;27070
01/2024;qtd_aprovada;"210680 MIRINZAL";-;49;-;3276;-;-;-;-;-;-;-;-;-;-;-;529;10768;-;-;-;-;-;-;-;-;97;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14726
01/2024;qtd_aprovada;"210690 MONCAO";-;39;-;6117;-;-;198;-;-;-;-;-;167;-;-;-;11439;218;-;-;-;-;-;-;-;82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;18314
01/2024;qtd_aprovada;"210700 MONTES ALTOS";5;25;-;-;-;-;87;-;-;-;-;-;-;-;-;464;7428;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;3000;11089
01/2024;qtd_aprovada;"210710 MORROS";-;-;-;13872;-;1402;-;-;-;-;-;-;93;-;-;305;13316;-;-;-;-;-;-;-;-;219;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29207
01/2024;qtd_aprovada;"210720 NINA RODRIGUES";-;19;-;741;-;248;98;-;-;-;-;-;-;-;-;123;9038;-;4;-;-;-;38;-;-;70;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;302;10695
01/2024;qtd_aprovada;"210725 NOVA COLINAS";700;4;-;971;-;-;23;-;-;-;-;-;-;-;-;592;2578;-;-;-;-;-;-;-;-;147;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75;5090
01/2024;qtd_aprovada;"210730 NOVA IORQUE";-;16;-;592;-;220;-;-;-;-;-;-;51;-;-;12;636;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;468;2021
01/2024;qtd_aprovada;"210735 NOVA OLINDA DO MARANHAO";256;26;-;2358;-;-;99;-;-;-;-;-;30;-;-;27;2570;-;9;-;-;-;-;215;-;93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;580;6263
01/2024;qtd_aprovada;"210740 OLHO D'AGUA DAS CUNHAS";-;32;-;104;-;721;71;-;-;-;-;-;-;-;-;940;8301;-;-;-;-;-;51;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;218;10457
01/2024;qtd_aprovada;"210745 OLINDA NOVA DO MARANHAO";-;27;15;2780;-;433;-;-;-;-;-;-;-;-;-;430;11997;-;-;-;-;-;-;-;-;115;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;648;16445
01/2024;qtd_aprovada;"210750 PACO DO LUMIAR";278;98;-;14251;-;1502;300;-;-;-;-;-;567;-;-;3055;74300;182;-;-;-;-;-;-;-;354;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;94887
01/2024;qtd_aprovada;"210760 PALMEIRANDIA";1;8;-;-;-;-;110;-;-;-;-;-;-;-;-;-;1488;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;962;2579
01/2024;qtd_aprovada;"210770 PARAIBANO";-;53;-;543;-;199;32;-;-;-;-;-;26;-;-;194;12929;593;-;-;-;-;-;-;-;21;-;22;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;21;-;-;600;15234
01/2024;qtd_aprovada;"210780 PARNARAMA";198;-;-;4829;-;542;706;-;-;-;-;-;4;-;-;595;24039;673;65;-;-;-;141;-;-;28;-;116;-;-;-;-;-;-;-;-;-;98;-;-;-;-;-;-;-;-;-;65;-;-;1134;33233
01/2024;qtd_aprovada;"210790 PASSAGEM FRANCA";-;13;-;1235;-;-;-;-;-;-;-;-;-;-;-;-;1761;-;-;-;-;-;-;-;-;41;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;3082
01/2024;qtd_aprovada;"210800 PASTOS BONS";12;-;-;15398;-;3769;-;-;-;-;-;-;-;-;-;-;14529;93;-;-;-;-;139;16;-;508;-;-;-;-;-;-;-;-;-;-;-;94;-;-;-;-;-;-;-;-;-;-;-;-;-;34558
01/2024;qtd_aprovada;"210805 PAULINO NEVES";-;31;-;7418;-;435;304;-;-;-;-;-;4;-;-;361;9170;-;7;-;-;-;-;-;-;672;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;27;-;-;1079;19530
01/2024;qtd_aprovada;"210810 PAULO RAMOS";-;-;-;200;-;110;286;283;-;-;-;-;-;-;-;177;5775;221;-;-;-;-;-;-;-;379;-;13;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;22;-;-;-;7501
01/2024;qtd_aprovada;"210820 PEDREIRAS";113;45;75;5570;452;393;186;271;-;-;24;-;211;905;-;1104;28111;-;83;-;1308;729;191;-;-;136;-;133;232;-;-;-;-;-;-;-;-;2;8;-;12;-;-;-;-;-;-;-;36;-;-;40330
01/2024;qtd_aprovada;"210825 PEDRO DO ROSARIO";-;41;-;13530;-;-;-;-;-;-;-;-;-;-;-;375;1595;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15546
01/2024;qtd_aprovada;"210830 PENALVA";119;100;2950;2538;-;270;150;-;-;-;-;-;151;-;-;555;11028;-;-;-;-;-;96;-;-;216;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;120;18324
01/2024;qtd_aprovada;"210840 PERI MIRIM";-;24;-;12706;-;-;-;-;-;-;-;-;-;-;-;-;1887;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;900;15517
01/2024;qtd_aprovada;"210845 PERITORO";-;112;-;15742;-;729;495;-;-;-;-;-;412;-;-;491;31350;-;322;-;-;-;-;-;-;168;-;17;61;-;-;13;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;24;-;-;-;49965
01/2024;qtd_aprovada;"210850 PINDARE-MIRIM";19;18;-;-;-;-;-;-;-;-;-;-;-;-;-;6888;7539;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14464
01/2024;qtd_aprovada;"210860 PINHEIRO";5236;-;-;55640;-;3615;900;973;-;-;209;-;260;388;172;2696;313508;240;122;-;2875;341;-;-;-;1256;-;14;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;22;-;800;389284
01/2024;qtd_aprovada;"210870 PIO XII";-;33;-;77;661;167;94;-;-;-;-;-;38;-;-;953;10849;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;760;13710
01/2024;qtd_aprovada;"210880 PIRAPEMAS";-;11;-;2719;-;71;164;-;-;-;-;-;63;-;-;334;10354;-;-;-;-;-;-;-;-;277;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1362;15355
01/2024;qtd_aprovada;"210890 POCAO DE PEDRAS";48;35;-;-;-;36;-;-;-;-;-;-;-;-;-;394;10624;-;-;-;-;-;26;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11169
