periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
01/2025;qtd_aprovada;"421580 SAO BENTO DO SUL";1290;98;286;30542;162;2126;228;520;86;32;7;-;422;70;-;1697;60325;2313;52;585;1474;17;2892;-;597;-;-;489;-;21;-;-;2;1;3;-;-;-;-;249;-;11;10;-;-;-;-;-;-;-;23;33;-;3332;-;-;-;-;-;109995
01/2025;qtd_aprovada;"421590 SAO BONIFACIO";2946;29;241;1595;-;121;33;-;-;-;-;-;36;-;-;189;5997;104;-;-;-;-;296;-;31;-;-;39;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;2;-;-;779;-;-;-;-;-;12444
01/2025;qtd_aprovada;"421600 SAO CARLOS";4641;-;2;2011;-;-;-;-;-;-;-;-;218;-;-;99;3755;-;320;-;-;-;277;-;-;-;-;10;-;-;781;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;12150
01/2025;qtd_aprovada;"421605 SAO CRISTOVAO DO SUL";1;-;-;1227;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1228
01/2025;qtd_aprovada;"421610 SAO DOMINGOS";4267;-;2;10082;-;2;-;-;-;-;-;-;-;-;-;255;13269;-;-;-;-;-;363;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;71;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;28339
01/2025;qtd_aprovada;"421620 SAO FRANCISCO DO SUL";616;-;286;-;-;14;-;-;-;-;-;-;-;-;1501;2538;26970;-;-;-;-;-;960;-;3;-;-;18;-;-;-;-;-;-;-;-;-;-;-;101;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33007
01/2025;qtd_aprovada;"421625 SAO JOAO DO OESTE";-;-;-;5449;-;140;-;-;-;-;-;-;8;-;-;1;1735;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;3253;-;-;-;-;-;10599
01/2025;qtd_aprovada;"421630 SAO JOAO BATISTA";-;55;2;7559;-;864;149;-;-;-;11;-;448;-;-;-;12145;207;-;-;-;-;22;-;-;-;-;131;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;21633
01/2025;qtd_aprovada;"421635 SAO JOAO DO ITAPERIU";815;59;29;2;-;-;-;-;-;-;-;-;-;-;-;527;8128;-;-;-;-;-;339;-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;8;-;-;400;-;-;-;-;-;10339
01/2025;qtd_aprovada;"421640 SAO JOAO DO SUL";-;-;-;2540;-;-;-;-;-;-;-;-;-;-;-;101;1427;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6000;-;-;-;-;-;10071
01/2025;qtd_aprovada;"421650 SAO JOAQUIM";3109;32;52;4509;-;303;-;-;-;-;-;-;72;-;-;1677;23456;67;1;-;-;-;370;-;35;-;-;-;-;5;-;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33757
01/2025;qtd_aprovada;"421660 SAO JOSE";1942;2752;1363;60390;1626;11033;2278;3901;81;10;335;4;3714;7;-;1684;89834;1691;199;-;1077;4;559;-;13;-;-;468;-;91;115;8;126;-;2;-;-;-;-;431;-;267;13;-;2;43;-;-;-;-;40;46;-;63;-;-;-;-;-;186212
01/2025;qtd_aprovada;"421670 SAO JOSE DO CEDRO";-;-;-;5289;-;-;-;-;-;-;-;-;27;-;-;118;3476;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;5447;-;-;-;-;-;14382
01/2025;qtd_aprovada;"421680 SAO JOSE DO CERRITO";-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;477;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;531
01/2025;qtd_aprovada;"421690 SAO LOURENCO DO OESTE";2062;48;26;3850;-;995;-;-;-;-;-;-;98;-;-;215;27102;478;3;-;-;-;856;-;9;-;-;29;-;14;409;-;-;-;-;-;-;-;-;303;-;-;-;-;-;-;-;-;-;-;51;-;-;5204;-;-;-;-;-;41752
01/2025;qtd_aprovada;"421700 SAO LUDGERO";16403;486;113;5436;-;424;-;-;-;-;-;-;84;-;-;649;23712;685;-;-;-;-;1140;-;1;-;-;78;-;3;-;-;-;-;-;1;-;-;-;41;25;-;-;-;-;-;-;-;-;-;-;-;-;2975;-;-;-;-;-;52256
01/2025;qtd_aprovada;"421710 SAO MARTINHO";-;11;-;175;-;-;-;-;-;-;-;-;34;-;-;-;1658;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;1899
01/2025;qtd_aprovada;"421715 SAO MIGUEL DA BOA VISTA";-;3;-;1105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;1942;-;-;-;-;-;3057
01/2025;qtd_aprovada;"421720 SAO MIGUEL DO OESTE";12544;178;842;16163;681;3276;1478;1394;155;19;407;-;2420;92;-;749;52947;-;131;338;1428;66;909;-;2;-;-;201;-;8;18;2;1;67;-;-;-;8;-;136;-;21;15;-;-;-;-;-;-;-;40;17;-;4792;-;-;-;-;-;101545
01/2025;qtd_aprovada;"421725 SAO PEDRO DE ALCANTARA";-;102;-;6574;-;-;-;-;-;-;-;-;-;-;-;8;1678;-;61;-;-;-;-;-;-;-;-;1862;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;10295
01/2025;qtd_aprovada;"421730 SAUDADES";1513;48;-;3308;-;38;-;-;-;-;-;-;20;-;-;-;1168;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;3245;-;-;-;-;-;9376
01/2025;qtd_aprovada;"421740 SCHROEDER";77;-;77;6935;-;257;-;-;-;-;-;-;-;-;-;200;7596;121;-;-;-;-;291;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;776;-;-;-;-;-;16355
01/2025;qtd_aprovada;"421750 SEARA";3660;-;3;9584;-;455;28;2;-;-;-;-;152;-;-;156;12489;336;-;-;-;-;134;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;22;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27143
01/2025;qtd_aprovada;"421755 SERRA ALTA";-;71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;803;-;-;-;-;-;874
01/2025;qtd_aprovada;"421760 SIDEROPOLIS";496;46;-;9007;-;-;89;-;-;-;-;-;160;-;-;41;10817;472;-;-;-;-;-;-;-;-;-;91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21219
01/2025;qtd_aprovada;"421770 SOMBRIO";18312;88;821;13110;241;1321;898;413;-;-;-;-;340;-;-;1403;40823;201;8;-;-;-;638;-;1202;-;-;205;-;9;-;-;1;-;-;-;-;-;-;95;-;8;-;-;-;-;-;-;-;-;35;-;-;1737;-;-;-;-;-;81909
01/2025;qtd_aprovada;"421775 SUL BRASIL";-;-;-;3135;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1793;-;-;-;-;-;4928
01/2025;qtd_aprovada;"421780 TAIO";984;41;-;4086;-;970;231;-;-;-;46;-;313;-;-;228;17364;44;-;-;-;-;306;-;-;-;-;128;-;-;-;-;-;-;-;-;-;-;-;52;-;130;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;24956
01/2025;qtd_aprovada;"421790 TANGARA";-;150;161;5081;-;225;-;-;-;-;-;-;52;-;-;63;3145;-;1;-;-;-;-;-;144;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1199;-;-;-;-;-;10248
01/2025;qtd_aprovada;"421795 TIGRINHOS";-;80;-;2500;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1553;-;-;-;-;-;4217
01/2025;qtd_aprovada;"421800 TIJUCAS";1752;-;32;19274;15;1709;389;8;-;-;-;-;2004;-;-;328;35146;141;24;-;-;-;287;-;14;-;-;87;-;21;317;-;-;-;-;-;-;-;-;174;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;61759
01/2025;qtd_aprovada;"421810 TIMBE DO SUL";2155;32;130;5663;-;138;350;-;-;-;-;-;15;-;-;531;7581;-;-;-;-;-;42;-;491;-;-;22;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;1296;-;-;-;-;-;18456
01/2025;qtd_aprovada;"421820 TIMBO";922;158;32;18408;-;1589;434;117;-;-;2;-;357;-;-;232;20064;-;39;-;1230;-;19;-;-;-;-;117;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;9;-;828;-;-;-;-;-;44565
01/2025;qtd_aprovada;"421825 TIMBO GRANDE";930;-;-;-;-;287;-;-;-;-;-;-;-;-;-;1089;6321;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;8638
01/2025;qtd_aprovada;"421830 TRES BARRAS";-;-;-;3896;-;2;168;1;7;-;-;-;-;-;-;-;587;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4676
01/2025;qtd_aprovada;"421835 TREVISO";191;51;14;3528;-;-;-;-;-;-;-;-;26;-;-;58;3950;262;-;-;-;-;253;-;9;-;-;-;-;2;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;8435
01/2025;qtd_aprovada;"421840 TREZE DE MAIO";743;11;3;2241;-;170;-;-;-;-;-;-;60;-;-;182;8762;158;-;-;-;-;249;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;385;-;-;-;-;-;13011
01/2025;qtd_aprovada;"421850 TREZE TILIAS";2368;-;21;1;-;5;-;-;-;-;-;-;-;-;-;480;7997;126;-;-;-;-;224;-;50;-;-;9;-;10;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;30;-;-;777;-;-;-;-;-;12128
01/2025;qtd_aprovada;"421860 TROMBUDO CENTRAL";-;32;-;4494;-;-;-;-;-;-;-;-;-;-;-;-;371;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4897
01/2025;qtd_aprovada;"421870 TUBARAO";67;232;18;47359;254;3036;1750;1180;201;106;258;2;1012;42;-;-;17750;-;7;745;2898;42;328;-;-;-;-;102;-;12;-;1;6;-;4;-;-;1;-;75;-;45;26;-;-;-;-;-;-;-;30;14;-;-;-;-;-;-;-;77603
01/2025;qtd_aprovada;"421875 TUNAPOLIS";-;13;428;3589;-;-;14;-;-;-;-;-;10;-;-;12;1056;138;-;-;-;-;-;-;-;-;-;30;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;2118;-;-;-;-;-;7420
01/2025;qtd_aprovada;"421880 TURVO";15292;-;94;6034;-;51;1;5;-;-;-;-;25;-;-;512;17684;342;1;-;-;-;275;-;-;-;-;25;-;7;-;-;-;-;1;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;21;-;-;500;-;-;-;-;-;40910
01/2025;qtd_aprovada;"421885 UNIAO DO OESTE";-;-;-;1622;-;-;-;-;-;-;-;-;21;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1436;-;-;-;-;-;3098
01/2025;qtd_aprovada;"421890 URUBICI";-;151;-;2253;-;236;-;-;-;-;-;-;21;-;-;-;1469;120;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4250
01/2025;qtd_aprovada;"421895 URUPEMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2025;qtd_aprovada;"421900 URUSSANGA";2706;42;459;10442;-;745;3;-;-;-;-;-;120;-;-;1528;34811;1268;11;-;-;-;4066;-;-;-;-;210;-;8;-;-;1;1;-;-;-;-;-;426;-;-;-;-;-;-;-;-;-;-;79;-;-;-;-;-;-;-;-;56926
01/2025;qtd_aprovada;"421910 VARGEAO";47;8;-;2550;-;143;2;-;-;-;-;-;28;-;-;-;624;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;404;-;-;-;-;-;3811
01/2025;qtd_aprovada;"421915 VARGEM";13;4;2;-;-;-;-;-;-;-;-;-;-;-;-;28;334;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;381
01/2025;qtd_aprovada;"421917 VARGEM BONITA";10;-;23;339;-;-;-;-;-;-;-;-;-;-;-;95;3352;159;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3988
01/2025;qtd_aprovada;"421920 VIDAL RAMOS";16;13;102;1550;-;86;-;-;-;-;-;-;18;-;-;95;3336;103;-;-;-;-;22;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;254;-;-;-;-;-;5620
01/2025;qtd_aprovada;"421930 VIDEIRA";6628;110;477;23766;2385;2316;1654;109;180;20;105;-;1201;-;-;1517;55349;2049;-;-;943;-;2485;-;70;-;-;28;-;33;-;-;6;-;1;-;-;-;-;212;-;-;7;-;-;-;-;-;-;-;175;21;-;-;-;-;-;-;-;101847
01/2025;qtd_aprovada;"421935 VITOR MEIRELES";375;28;8;2358;-;-;-;-;-;-;-;-;-;-;-;140;2868;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5782
01/2025;qtd_aprovada;"421940 WITMARSUM";2598;4;23;2321;-;360;48;-;-;-;-;-;-;-;-;183;4631;-;-;-;-;-;54;-;-;-;-;18;-;2;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;25;-;-;1691;-;-;-;-;-;11960
01/2025;qtd_aprovada;"421950 XANXERE";9731;377;330;31546;-;2689;269;955;-;24;-;-;724;-;-;1144;39472;84;86;-;881;-;1925;-;-;-;-;166;-;17;-;-;-;9;-;-;-;-;-;167;-;1;4;-;-;-;-;12;-;-;-;1;-;4528;-;-;-;-;-;95142
01/2025;qtd_aprovada;"421960 XAVANTINA";332;-;2;637;-;5;-;-;-;-;-;-;10;-;1;23;3444;8;-;-;-;-;172;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4644
01/2025;qtd_aprovada;"421970 XAXIM";2299;7278;159;11025;-;477;29;-;-;-;-;-;140;-;-;214;22289;213;-;-;-;-;-;-;-;-;-;861;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2956;-;-;-;-;-;47942
01/2025;qtd_aprovada;"421985 ZORTEA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2025;qtd_aprovada;"422000 BALNEARIO RINCAO";12158;307;655;5553;-;51;-;-;-;-;-;-;33;-;-;381;22936;430;-;-;-;-;671;-;3;-;-;16;-;2;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;62;-;-;162;-;-;-;-;-;43476
01/2025;qtd_aprovada;" MUNICIPIO IGNORADO - RS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2025;qtd_aprovada;"430003 ACEGUA";-;190;-;518;-;33;-;-;-;-;-;-;31;-;-;-;1247;-;-;-;-;-;-;-;-;-;-;28;-;1;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2055
01/2025;qtd_aprovada;"430005 AGUA SANTA";-;65;-;729;-;-;-;-;-;-;-;-;-;-;-;-;-;197;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;991
01/2025;qtd_aprovada;"430010 AGUDO";-;-;-;2329;12;612;-;268;-;-;572;-;230;-;-;-;4497;-;-;-;-;-;-;-;-;-;-;231;-;480;-;-;-;-;-;-;-;-;-;-;-;200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9431
01/2025;qtd_aprovada;"430020 AJURICABA";-;-;-;2245;-;-;-;-;-;-;-;-;18;-;-;-;739;-;-;-;-;-;-;-;-;-;-;85;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3097
01/2025;qtd_aprovada;"430030 ALECRIM";-;-;-;608;-;56;10;-;-;-;-;-;40;-;-;-;1257;-;-;-;-;-;13;-;-;-;-;188;-;4;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;2202
01/2025;qtd_aprovada;"430040 ALEGRETE";156;20;34;11850;86;2817;246;294;167;-;93;-;551;465;-;40;23345;494;107;-;691;937;90;-;-;-;-;289;-;20;1;-;-;-;-;-;-;-;-;25;-;122;10;-;-;-;-;-;-;148749;80;10;-;-;-;-;-;-;-;191789
01/2025;qtd_aprovada;"430045 ALEGRIA";3;-;21;98;-;-;-;-;-;-;-;-;-;-;-;9;1041;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1173
01/2025;qtd_aprovada;"430047 ALMIRANTE TAMANDARE DO SUL";-;25;-;603;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;628
01/2025;qtd_aprovada;"430050 ALPESTRE";-;-;-;402;-;42;-;-;-;-;-;-;-;-;-;-;1016;-;-;-;-;-;-;-;-;-;-;91;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;1608
01/2025;qtd_aprovada;"430055 ALTO ALEGRE";-;139;-;589;-;-;-;-;-;-;-;-;-;-;-;-;4;95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;829
01/2025;qtd_aprovada;"430057 ALTO FELIZ";1025;-;28;-;-;-;-;-;-;-;-;-;39;-;-;54;3396;16;-;-;-;-;204;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;873;-;-;-;-;-;5647
01/2025;qtd_aprovada;"430060 ALVORADA";12;103;-;36361;-;3207;1084;10;-;-;-;-;1638;-;-;1022;62844;4972;-;-;1645;-;173;-;-;-;-;552;-;39;-;-;-;-;-;-;-;-;-;10;-;-;6;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;113696
01/2025;qtd_aprovada;"430063 AMARAL FERRADOR";-;-;-;506;-;-;-;-;-;-;-;-;-;-;-;-;748;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1256
01/2025;qtd_aprovada;"430064 AMETISTA DO SUL";-;2;-;2561;-;218;-;10;-;-;-;-;137;-;-;-;2825;40;-;-;-;-;33;-;-;-;-;72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;5930
01/2025;qtd_aprovada;"430066 ANDRE DA ROCHA";-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
01/2025;qtd_aprovada;"430070 ANTA GORDA";-;17;-;1420;-;94;-;-;-;-;-;-;50;-;-;-;465;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2049
01/2025;qtd_aprovada;"430080 ANTONIO PRADO";3487;38;101;5229;-;497;144;152;-;-;-;-;155;-;-;565;13853;417;-;-;-;3;451;-;-;-;-;91;-;7;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25192
01/2025;qtd_aprovada;"430085 ARAMBARE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2025;qtd_aprovada;"430087 ARARICA";-;-;-;-;-;-;26;-;-;-;-;-;52;-;-;-;1054;5;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1212
01/2025;qtd_aprovada;"430090 ARATIBA";30;-;27;1920;108;347;160;-;-;-;-;-;1811;-;-;24;7079;-;-;-;-;-;-;-;-;-;-;302;-;14;85;23;-;-;-;-;-;-;10;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11989
01/2025;qtd_aprovada;"430100 ARROIO DO MEIO";-;26;20;15834;-;776;37;63;-;-;30;-;150;-;-;-;6169;-;-;-;-;-;-;-;-;-;-;200;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23306
01/2025;qtd_aprovada;"430105 ARROIO DO SAL";740;212;64;-;-;-;-;-;-;-;-;-;28;-;-;248;15149;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16441
01/2025;qtd_aprovada;"430107 ARROIO DO PADRE";-;1;-;354;-;-;30;-;-;-;-;-;-;-;-;-;55;89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;529
01/2025;qtd_aprovada;"430110 ARROIO DOS RATOS";-;-;-;1459;-;-;-;-;-;-;-;-;-;-;-;-;796;1180;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3435
01/2025;qtd_aprovada;"430120 ARROIO DO TIGRE";-;6;-;1514;-;855;53;20;-;-;-;-;-;-;-;-;1655;49;5;-;-;-;-;-;-;-;-;12;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4172
