periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
12/2025;qtd_aprovada;"510650 POCONE";994;25;24;4876;-;1231;100;2;19;-;-;-;261;16;1;698;20936;601;30;-;-;8;-;-;2;-;176;-;27;-;-;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;24;-;-;285;-;-;-;-;-;-;30411
12/2025;qtd_aprovada;"510665 PONTAL DO ARAGUAIA";220;26;-;1190;-;-;73;-;-;-;6;-;20;-;-;18;1119;198;-;-;-;-;-;177;-;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;954;-;-;-;-;-;-;4005
12/2025;qtd_aprovada;"510670 PONTE BRANCA";-;4;-;2761;-;-;-;-;-;-;-;-;-;-;10;102;2141;-;-;-;-;-;-;203;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;216;-;-;-;-;-;-;5437
12/2025;qtd_aprovada;"510675 PONTES E LACERDA";1247;121;290;21556;-;1819;737;229;70;-;77;-;418;35;7;1228;32707;2354;13;-;-;-;88;-;-;-;228;-;12;-;-;-;-;-;-;-;-;-;78;-;73;-;-;-;-;-;-;-;-;-;-;-;2660;-;-;-;-;-;-;66047
12/2025;qtd_aprovada;"510677 PORTO ALEGRE DO NORTE";20;49;-;3641;-;230;160;-;-;-;-;-;60;145;-;413;14966;1016;1;-;-;214;-;142;-;-;89;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4456;-;-;-;-;-;-;25607
12/2025;qtd_aprovada;"510680 PORTO DOS GAUCHOS";1880;35;1;5301;-;94;219;19;4;4;21;-;2;-;2;284;3104;602;-;-;-;1;-;-;-;-;27;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;2915;-;-;-;-;-;-;14553
12/2025;qtd_aprovada;"510682 PORTO ESPERIDIAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"510685 PORTO ESTRELA";1600;156;4;84;5;-;11;10;7;-;2;-;1;-;-;358;1892;112;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;1206;-;-;-;-;-;-;5563
12/2025;qtd_aprovada;"510700 POXOREO";-;9;-;6173;-;358;-;-;-;-;-;-;23;-;-;-;903;227;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;712;-;-;-;-;-;-;8452
12/2025;qtd_aprovada;"510704 PRIMAVERA DO LESTE";2642;1117;35;20378;1777;3094;921;281;132;-;44;-;470;437;-;643;68636;1066;41;-;1003;514;355;40;-;-;164;-;48;-;-;2;-;2;-;-;-;-;123;-;-;8;-;-;-;-;-;-;-;57;11;-;6055;-;-;-;-;-;-;110096
12/2025;qtd_aprovada;"510706 QUERENCIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"510710 SAO JOSE DOS QUATRO MARCOS";560;-;1;-;-;95;25;7;23;-;7;-;90;-;-;295;7190;162;-;-;-;-;-;111;-;-;2;-;1;6;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8589
12/2025;qtd_aprovada;"510715 RESERVA DO CABACAL";-;65;-;1299;-;-;-;-;-;-;-;-;-;-;-;-;43;110;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;1567
12/2025;qtd_aprovada;"510718 RIBEIRAO CASCALHEIRA";-;-;-;2889;-;190;217;-;-;-;-;-;32;-;4;1122;15755;594;3;-;-;-;-;-;-;-;32;-;7;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;876;-;-;-;-;-;-;21729
12/2025;qtd_aprovada;"510719 RIBEIRAOZINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"510720 RIO BRANCO";-;163;115;216;-;-;6;-;23;-;1;-;39;-;-;150;1102;230;-;-;-;-;-;-;-;-;15;-;-;4;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;166;-;-;-;-;-;-;2233
12/2025;qtd_aprovada;"510724 SANTA CARMEM";3932;9;187;2971;-;95;87;19;10;1;2;-;9;-;-;460;7590;140;2;-;-;-;245;11;-;-;2;-;5;1;-;-;-;-;-;-;-;-;41;1;-;-;-;-;-;-;-;-;-;20;-;-;1028;-;-;-;-;-;-;16868
12/2025;qtd_aprovada;"510726 SANTO AFONSO";-;15;-;1224;-;-;18;-;-;-;-;-;48;-;-;-;25;93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;539;-;-;-;-;-;-;1962
12/2025;qtd_aprovada;"510729 SAO JOSE DO POVO";10;41;2;-;-;-;24;-;-;-;-;-;21;-;-;97;1209;157;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;1585
12/2025;qtd_aprovada;"510730 SAO JOSE DO RIO CLARO";445;29;1;3059;-;215;68;-;-;-;-;-;90;-;-;615;9569;602;2;-;-;-;-;-;-;-;24;-;2;-;-;-;-;-;-;-;-;-;51;-;53;-;-;-;-;-;-;-;-;35;-;-;9663;-;-;-;-;-;-;24523
12/2025;qtd_aprovada;"510735 SAO JOSE DO XINGU";-;7;-;517;-;-;-;-;-;-;-;-;-;-;-;-;2262;93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;920;-;-;-;-;-;-;3799
12/2025;qtd_aprovada;"510740 SAO PEDRO DA CIPA";-;8;-;1300;-;5;65;18;-;-;-;-;-;-;-;-;41;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;307;-;-;-;-;-;-;1762
12/2025;qtd_aprovada;"510757 RONDOLANDIA";-;2;-;-;-;-;70;-;-;-;-;-;5;-;-;68;1210;-;-;-;-;-;-;-;-;-;8;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;102;-;-;-;-;-;-;1467
12/2025;qtd_aprovada;"510760 RONDONOPOLIS";-;-;-;820;-;622;6;-;-;-;-;-;5;557;1;4;1197;-;10;-;-;238;-;-;-;-;2;-;2;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3482
12/2025;qtd_aprovada;"510770 ROSARIO OESTE";731;36;1;2999;-;34;15;35;6;-;-;-;12;-;3;105;3472;-;-;-;-;-;211;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7692
12/2025;qtd_aprovada;"510774 SANTA CRUZ DO XINGU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"510775 SALTO DO CEU";102;24;7;1274;-;-;6;-;15;-;-;-;21;-;-;229;1214;276;-;-;-;-;-;-;-;-;2;-;-;8;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;660;-;-;-;-;-;-;3846
12/2025;qtd_aprovada;"510776 SANTA RITA DO TRIVELATO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"510777 SANTA TEREZINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"510779 SANTO ANTONIO DO LESTE";-;-;9;551;-;661;230;9;-;-;-;-;4;-;-;84;3912;330;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;2508;-;-;-;-;-;-;8309
12/2025;qtd_aprovada;"510780 SANTO ANTONIO DO LEVERGER";490;16;25;402;-;78;-;-;-;-;-;-;5;-;-;88;6362;151;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;768;-;-;-;-;-;-;8400
12/2025;qtd_aprovada;"510785 SAO FELIX DO ARAGUAIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"510787 SAPEZAL";50;13;1;-;-;269;200;56;37;-;-;-;19;-;-;63;5517;519;-;-;-;-;37;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6783
12/2025;qtd_aprovada;"510788 SERRA NOVA DOURADA";-;-;-;702;-;-;55;-;-;-;-;-;36;-;17;89;-;98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;1115;-;-;-;-;-;-;2131
12/2025;qtd_aprovada;"510790 SINOP";10849;322;4658;79712;55;7288;1002;460;639;28;68;-;1759;458;691;7512;159992;1909;173;649;3311;785;75;31;-;-;214;-;4;110;-;-;-;5;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;1022;35;-;16654;-;-;-;-;-;-;300497
12/2025;qtd_aprovada;"510792 SORRISO";2447;-;2750;35191;117;366;-;-;-;-;55;-;47;77;2;2935;51407;2316;-;-;-;-;963;-;-;-;182;-;16;1;-;-;3;-;-;-;-;-;71;-;-;2;-;-;-;-;-;-;-;23;-;-;5579;-;-;-;-;-;-;104550
12/2025;qtd_aprovada;"510794 TABAPORA";5383;8;-;3281;-;241;8;26;136;-;4;-;8;-;136;186;7441;236;-;-;-;1;-;-;-;-;26;-;3;1;-;3;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;85;-;-;-;-;-;-;17223
12/2025;qtd_aprovada;"510795 TANGARA DA SERRA";1158;149;171;20984;403;3154;571;1089;44;-;28;-;422;820;5;958;39724;313;72;-;1979;546;-;45;-;-;228;-;1;4;-;7;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;1;45;-;5106;-;-;-;-;-;-;78052
12/2025;qtd_aprovada;"510800 TAPURAH";950;47;-;6252;-;527;193;44;15;1;8;-;161;-;178;367;10355;-;-;-;-;-;-;-;-;-;35;-;4;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3582;-;-;-;-;-;-;22724
12/2025;qtd_aprovada;"510805 TERRA NOVA DO NORTE";3818;5;8;4424;-;293;143;-;17;-;-;-;12;-;-;489;14232;1032;-;-;-;-;27;-;-;-;86;-;1;1;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;21;-;-;4162;-;-;-;-;-;-;28776
12/2025;qtd_aprovada;"510810 TESOURO";-;1;-;791;-;14;11;-;-;-;-;-;31;-;-;153;4157;228;3;-;-;-;-;-;-;-;116;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1433;-;-;-;-;-;-;6943
12/2025;qtd_aprovada;"510820 TORIXOREU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"510830 UNIAO DO SUL";1226;20;41;1612;-;134;17;11;6;-;3;-;42;-;10;347;1966;44;-;-;-;-;-;-;-;-;20;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;2988;-;-;-;-;-;-;8501
12/2025;qtd_aprovada;"510835 VALE DE SAO DOMINGOS";-;-;-;390;-;-;-;-;-;-;-;-;-;-;-;15;260;107;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;2616;-;-;-;-;-;-;3428
12/2025;qtd_aprovada;"510840 VARZEA GRANDE";4705;-;2579;194667;-;7028;858;1359;150;15;279;-;1303;-;-;3183;105239;478;765;-;3675;-;1376;100;-;-;141;-;33;117;-;-;-;2;-;-;-;-;72;-;97;31;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;328273
12/2025;qtd_aprovada;"510850 VERA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"510860 VILA RICA";-;-;9;4120;-;412;229;118;-;-;-;-;22;2;1;2;10085;186;-;-;-;1;-;-;-;-;27;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1849;-;-;-;-;-;-;17064
12/2025;qtd_aprovada;"510880 NOVA GUARITA";-;-;-;990;-;135;52;7;26;-;-;-;9;1;-;92;2;314;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;1632
12/2025;qtd_aprovada;"510885 NOVA MARILANDIA";7;3;-;1543;11;153;56;14;5;-;1;-;72;-;-;184;5371;265;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3559;-;-;-;-;-;-;11245
12/2025;qtd_aprovada;"510890 NOVA MARINGA";824;24;4;1388;-;274;31;14;7;-;-;-;109;-;-;167;5434;74;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3692;-;-;-;-;-;-;12043
12/2025;qtd_aprovada;"510895 NOVA MONTE VERDE";4186;-;-;1664;-;71;-;-;1;-;-;-;1;-;76;207;5966;476;2;-;-;-;54;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;3774;-;-;-;-;-;-;16506
12/2025;qtd_aprovada;" MUNICIPIO IGNORADO - GO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"520005 ABADIA DE GOIAS";1368;127;148;5487;-;642;142;-;-;-;-;-;105;-;3;545;24046;-;-;-;-;-;-;-;-;-;42;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;32708
12/2025;qtd_aprovada;"520010 ABADIANIA";37404;128;2;1327;-;675;47;-;-;-;-;-;64;-;-;27878;141414;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;141;-;-;-;-;-;-;-;-;-;209164
12/2025;qtd_aprovada;"520013 ACREUNA";21648;74;83;2000;-;629;198;-;-;-;-;-;1;-;-;4105;37474;67;-;-;-;-;666;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;76;-;-;-;-;-;-;-;-;-;67094
12/2025;qtd_aprovada;"520015 ADELANDIA";-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3947;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3992
12/2025;qtd_aprovada;"520017 AGUA FRIA DE GOIAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"520020 AGUA LIMPA";138;53;-;2059;-;-;-;-;-;-;-;-;-;-;-;167;4732;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7149
12/2025;qtd_aprovada;"520025 AGUAS LINDAS DE GOIAS";-;-;-;5468;-;369;1755;374;-;-;250;-;7671;-;-;56;7936;-;789;-;2554;-;-;-;-;-;1;-;-;237;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;265;27794
12/2025;qtd_aprovada;"520030 ALEXANIA";3254;3;-;15188;-;1426;210;-;-;-;17;-;323;-;54;209;42764;-;-;-;-;-;-;-;-;-;303;-;-;-;-;15;1;-;-;-;-;-;-;-;134;-;-;-;-;-;-;-;-;52;-;-;2;-;-;-;-;-;-;63955
12/2025;qtd_aprovada;"520050 ALOANDIA";53;38;-;-;-;-;-;-;-;-;-;-;-;-;-;10;995;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;1115
12/2025;qtd_aprovada;"520055 ALTO HORIZONTE";29;5;-;1203;-;309;119;75;-;-;-;-;123;-;-;1757;16220;305;-;-;-;-;338;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20519
12/2025;qtd_aprovada;"520060 ALTO PARAISO DE GOIAS";-;67;-;-;-;447;-;-;-;-;-;-;38;-;-;21;10524;-;130;-;-;-;-;1;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;11281
12/2025;qtd_aprovada;"520080 ALVORADA DO NORTE";-;81;-;1904;-;463;106;-;-;-;-;-;69;-;-;4;7530;187;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10355
12/2025;qtd_aprovada;"520082 AMARALINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"520085 AMERICANO DO BRASIL";-;40;-;1772;-;178;-;-;-;-;-;-;-;-;66;111;4714;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;6936
12/2025;qtd_aprovada;"520090 AMORINOPOLIS";147;12;-;1138;-;1;88;-;-;-;-;-;15;-;11;61;3111;48;-;-;-;-;40;-;-;-;83;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;88;-;-;-;-;-;-;4867
12/2025;qtd_aprovada;"520110 ANAPOLIS";15087;834;6736;189862;1134;7438;1443;3499;928;152;37;-;6436;18;-;4887;164505;1717;81;1618;3321;712;1870;1;-;-;268;-;56;107;-;-;15;3;-;-;-;-;254;24;22;23;-;-;-;-;-;-;-;351;32;-;1665;-;-;31;-;30;130;415327
12/2025;qtd_aprovada;"520120 ANHANGUERA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"520130 ANICUNS";-;14;392;6764;53;835;32;-;-;-;-;-;80;-;-;4;28062;598;-;-;-;-;-;-;-;-;97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;36969
12/2025;qtd_aprovada;"520140 APARECIDA DE GOIANIA";45267;1106;211;340416;5817;19708;14580;3642;1343;-;1870;11;67532;64;246;16618;372407;3280;1091;-;6951;8;407;514;-;-;1535;-;37;1345;-;-;55;31;-;-;-;-;282;-;302;38;5204;-;-;-;-;-;-;5200;54;-;94;-;-;24;280;7;3689;921266
12/2025;qtd_aprovada;"520145 APARECIDA DO RIO DOCE";243;-;-;-;-;87;-;-;-;-;-;-;14;-;-;78;3094;-;1;-;-;-;-;-;-;-;16;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3535
12/2025;qtd_aprovada;"520150 APORE";762;-;-;5;-;10;-;-;-;-;-;-;1;-;-;140;1935;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2854
12/2025;qtd_aprovada;"520160 ARACU";70;-;-;1389;-;103;41;-;-;-;-;-;-;-;-;85;5356;309;-;-;-;-;-;-;-;-;143;-;6;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;7581
12/2025;qtd_aprovada;"520170 ARAGARCAS";5298;7;-;17006;-;508;159;46;-;-;-;-;297;-;503;929;18720;331;-;-;-;-;-;-;-;-;108;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;4805;-;-;-;-;-;-;48737
12/2025;qtd_aprovada;"520180 ARAGOIANIA";1681;26;-;-;-;-;-;-;-;-;-;-;51;-;-;254;8167;-;-;-;-;-;-;-;-;-;55;-;3;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;10279
12/2025;qtd_aprovada;"520215 ARAGUAPAZ";6779;36;23;1266;-;177;49;-;-;-;-;-;5;-;-;309;9088;-;1;-;-;-;151;-;-;-;113;-;1;-;-;-;-;-;-;-;-;-;18;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18033
12/2025;qtd_aprovada;"520235 ARENOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"520250 ARUANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"520260 AURILANDIA";-;22;-;202;-;27;-;-;-;-;-;-;-;-;10;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;276
12/2025;qtd_aprovada;"520280 AVELINOPOLIS";-;2;-;954;-;-;-;-;-;-;-;-;8;-;27;456;2602;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;4073
12/2025;qtd_aprovada;"520310 BALIZA";-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;3325;-;-;-;-;-;-;-;-;-;22;-;109;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3474
12/2025;qtd_aprovada;"520320 BARRO ALTO";2094;-;2;1;-;262;2;-;-;-;-;-;7;-;-;111;9473;-;2;-;-;-;-;-;-;-;12;-;2;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11972
