periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
05/2025;qtd_aprovada;"120038 PLACIDO DE CASTRO";1576;39;1829;9167;-;521;-;-;-;-;-;-;35;-;64;291;11048;-;5;-;-;-;9;-;-;-;162;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24749
05/2025;qtd_aprovada;"120039 PORTO WALTER";16;19;-;644;-;57;-;-;-;-;-;-;22;-;1;192;2465;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3417
05/2025;qtd_aprovada;"120040 RIO BRANCO";45246;1536;8300;353187;7558;19505;3846;8529;2048;100;252;25;11497;6683;803;17163;466981;3379;664;1031;5431;2221;10877;610;-;-;3235;-;21;441;-;59;-;22;-;-;-;-;945;-;-;398;10;356;-;-;-;138;-;176406;1651;56;-;9561;-;276;-;-;-;1171047
05/2025;qtd_aprovada;"120042 RODRIGUES ALVES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45
05/2025;qtd_aprovada;"120043 SANTA ROSA DO PURUS";-;47;-;562;-;16;-;-;-;-;-;-;2;-;-;-;892;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1521
05/2025;qtd_aprovada;"120045 SENADOR GUIOMARD";-;8;-;21032;-;652;-;-;-;-;-;-;56;-;-;465;7408;-;-;-;-;-;-;-;-;-;82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29703
05/2025;qtd_aprovada;"120050 SENA MADUREIRA";-;278;32;13908;-;2177;35;-;-;-;-;-;125;-;56;86;14211;-;2;-;-;-;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30997
05/2025;qtd_aprovada;"120060 TARAUACA";-;94;-;10105;-;635;-;-;-;-;-;-;-;-;-;-;6287;-;-;-;-;-;-;-;-;-;122;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17267
05/2025;qtd_aprovada;"120070 XAPURI";-;25;-;9259;-;465;15;-;-;-;-;-;17;-;-;302;10087;-;-;-;-;-;-;-;-;-;257;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20437
05/2025;qtd_aprovada;"120080 PORTO ACRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;69
05/2025;qtd_aprovada;" MUNICIPIO IGNORADO - AM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2025;qtd_aprovada;"130002 ALVARAES";-;-;3;1958;-;190;248;-;-;-;14;-;142;-;-;-;8318;-;3;-;-;-;-;-;-;-;86;-;1;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;784;-;-;-;-;-;11761
05/2025;qtd_aprovada;"130006 AMATURA";372;-;-;3793;-;271;228;-;-;-;-;-;18;-;-;-;76760;-;-;-;-;-;-;-;-;-;111;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;81553
05/2025;qtd_aprovada;"130008 ANAMA";-;-;-;2606;-;275;229;-;-;-;-;-;30;-;-;56;1281;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4507
05/2025;qtd_aprovada;"130010 ANORI";-;-;-;2766;-;540;219;-;-;-;-;-;133;-;-;-;5267;-;-;-;-;-;-;-;-;-;113;-;32;-;35;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9119
05/2025;qtd_aprovada;"130014 APUI";-;44;8;5336;-;768;36;-;-;-;-;-;81;-;-;232;4209;21;9;-;-;5;-;-;-;-;148;-;19;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;10953
05/2025;qtd_aprovada;"130020 ATALAIA DO NORTE";-;-;-;-;-;-;219;-;-;-;-;-;37;-;-;-;350;-;-;-;-;-;-;-;-;-;167;-;1;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;796
05/2025;qtd_aprovada;"130030 AUTAZES";-;19;-;15850;-;1632;621;-;-;-;-;-;215;-;-;863;23507;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;471;-;-;-;-;-;43184
05/2025;qtd_aprovada;"130040 BARCELOS";-;-;-;5008;-;509;21;-;-;-;-;-;-;-;-;-;1095;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6641
05/2025;qtd_aprovada;"130050 BARREIRINHA";-;39;-;3640;-;100;32;-;-;-;13;-;35;-;-;1563;5499;-;-;-;-;-;33;-;-;-;136;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;11134
05/2025;qtd_aprovada;"130060 BENJAMIN CONSTANT";-;428;-;19447;-;-;-;-;-;-;-;-;235;-;2716;14;2452;362;200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25854
05/2025;qtd_aprovada;"130063 BERURI";-;-;124;-;-;237;123;-;-;-;-;-;33;-;-;116;8791;-;3;-;-;-;-;-;-;-;122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9549
05/2025;qtd_aprovada;"130068 BOA VISTA DO RAMOS";-;333;-;4209;-;305;129;-;-;-;-;-;2;-;-;-;4159;227;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9423
05/2025;qtd_aprovada;"130070 BOCA DO ACRE";225;233;-;27988;-;5263;-;-;-;-;-;-;61;-;-;-;8524;-;-;-;-;-;633;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;770;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;43721
05/2025;qtd_aprovada;"130080 BORBA";26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;295;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;321
05/2025;qtd_aprovada;"130083 CAAPIRANGA";-;43;-;553;-;90;158;-;-;-;-;-;29;-;-;-;4264;-;-;-;-;-;-;-;-;-;122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;5279
05/2025;qtd_aprovada;"130090 CANUTAMA";-;-;-;4620;-;709;112;-;-;-;-;-;96;-;-;255;6781;-;-;-;-;-;-;-;-;-;95;-;16;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12697
05/2025;qtd_aprovada;"130100 CARAUARI";-;122;6;15032;-;740;42;-;-;-;-;-;242;-;-;42;12957;-;14;-;-;-;-;-;-;-;238;-;-;-;-;-;17;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;29517
05/2025;qtd_aprovada;"130110 CAREIRO";380;-;26;25097;-;799;169;-;-;-;-;-;178;-;1064;415;159748;-;40;-;-;-;-;2384;-;-;127;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;238;-;-;-;-;-;190665
05/2025;qtd_aprovada;"130115 CAREIRO DA VARZEA";16;-;304;2647;-;259;205;-;-;-;-;-;-;-;-;-;4058;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7537
05/2025;qtd_aprovada;"130120 COARI";-;244;154;34495;-;2939;1068;-;-;-;-;-;560;-;-;3314;71021;7147;247;-;-;13;-;-;-;-;631;-;1;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;121839
05/2025;qtd_aprovada;"130130 CODAJAS";34;45;-;921;-;14;67;-;-;-;-;-;-;-;-;3;1111;75;-;-;-;-;-;12;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2325
05/2025;qtd_aprovada;"130140 EIRUNEPE";10;418;2525;2948;-;260;232;-;-;-;-;-;60;-;2;357;6617;51;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13543
05/2025;qtd_aprovada;"130150 ENVIRA";-;6;35;5926;-;222;50;-;-;-;-;-;25;-;3;557;607;-;-;-;-;-;-;-;-;-;9;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7442
05/2025;qtd_aprovada;"130160 FONTE BOA";315;316;-;-;-;1240;240;-;-;-;-;-;150;-;-;-;14606;-;-;-;-;-;11;-;-;-;206;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;17106
05/2025;qtd_aprovada;"130165 GUAJARA";16148;62;52;451;-;154;32;-;-;-;-;-;23;-;-;309;43646;182;-;-;-;-;57;-;-;-;83;-;-;-;-;-;-;-;-;-;-;-;1731;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62930
05/2025;qtd_aprovada;"130170 HUMAITA";431;131;67;9578;-;3524;46;88;-;-;-;-;3016;107;-;793;89111;301;32;-;-;94;-;-;-;-;201;-;-;-;-;-;36;-;-;-;-;-;264;-;-;-;-;-;-;-;-;-;-;-;-;-;-;256;-;-;-;-;-;108076
05/2025;qtd_aprovada;"130180 IPIXUNA";-;-;-;-;-;462;172;-;-;-;-;-;20;-;-;-;1638;-;2;-;-;-;-;-;-;-;13;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2308
05/2025;qtd_aprovada;"130185 IRANDUBA";-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;442;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;493
05/2025;qtd_aprovada;"130190 ITACOATIARA";112;73;1983;98003;-;2746;977;-;-;-;-;-;851;169;21;89;94877;1333;32;-;-;204;-;89;-;-;322;-;27;-;-;49;-;-;-;-;-;-;-;-;-;97;-;-;-;-;-;-;-;-;-;-;-;6272;-;-;-;-;-;208326
05/2025;qtd_aprovada;"130195 ITAMARATI";-;-;-;20670;-;7616;99;-;-;-;-;-;86;-;-;1470;3170;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33256
05/2025;qtd_aprovada;"130200 ITAPIRANGA";-;-;-;2711;-;235;104;-;-;-;-;-;-;-;-;84;4791;-;-;-;-;-;-;-;-;-;202;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8127
05/2025;qtd_aprovada;"130210 JAPURA";-;51;-;3158;-;162;86;-;-;-;-;-;130;-;-;22;4606;-;16;-;-;-;-;-;-;-;189;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;8443
05/2025;qtd_aprovada;"130220 JURUA";-;-;-;1444;-;64;30;-;-;-;-;-;-;-;-;-;2951;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4514
05/2025;qtd_aprovada;"130230 JUTAI";-;-;-;76;-;237;76;-;-;-;-;-;73;-;-;3;2458;-;-;-;-;-;-;-;-;-;88;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;3034
05/2025;qtd_aprovada;"130240 LABREA";1048;-;13;8222;-;4447;-;-;-;-;-;-;-;-;-;736;25017;-;519;-;-;-;125;-;-;-;1167;-;129;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41423
05/2025;qtd_aprovada;"130250 MANACAPURU";42352;138;-;19831;-;2676;2697;-;-;-;-;-;427;-;57;109;95968;-;301;-;-;34;-;-;-;-;84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;164693
05/2025;qtd_aprovada;"130255 MANAQUIRI";-;-;-;3630;-;833;94;-;-;-;-;-;21;-;-;2;5437;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10019
05/2025;qtd_aprovada;"130260 MANAUS";34560;3124;4624;856016;26963;67875;35172;14864;5118;824;3691;49;46515;25977;947;23520;1311602;54659;1833;4299;14804;12702;18985;5005;304;-;12251;9;656;2291;30;324;101;30;-;-;3;1;2253;2136;-;2511;217;47;-;-;-;950;-;640174;13398;342;-;25792;-;-;-;-;-;3277548
05/2025;qtd_aprovada;"130270 MANICORE";1543;21;-;21050;-;1563;434;-;-;-;73;-;753;-;-;203;24769;95;148;-;-;-;-;22;-;-;1808;-;19;100;-;-;16;2;-;-;-;-;-;3;-;148;-;-;-;-;-;-;-;-;42;-;-;3295;-;-;-;-;-;56107
05/2025;qtd_aprovada;"130280 MARAA";14752;-;-;4967;-;28;194;-;-;-;-;-;-;-;-;398;13324;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33674
05/2025;qtd_aprovada;"130290 MAUES";62;4933;1;17986;-;2220;518;521;-;-;-;-;295;-;30;436;19851;292;3;-;-;-;119;-;-;-;427;-;8;-;-;1;2;-;-;-;1;-;68;-;-;-;-;-;-;-;-;-;-;-;40;-;-;5381;-;-;-;-;-;53195
05/2025;qtd_aprovada;"130300 NHAMUNDA";-;-;-;3071;-;419;217;-;-;-;-;-;-;-;-;-;4661;-;-;-;-;-;-;-;-;-;151;-;3;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8548
05/2025;qtd_aprovada;"130310 NOVA OLINDA DO NORTE";80;-;-;19317;-;442;86;-;-;-;-;-;72;-;-;-;12870;985;-;-;-;-;-;534;-;-;478;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;459;-;-;-;-;-;35323
05/2025;qtd_aprovada;"130320 NOVO AIRAO";-;36;-;4643;-;596;232;-;-;-;-;-;30;-;-;199;11435;-;-;-;-;-;-;-;-;-;103;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17290
05/2025;qtd_aprovada;"130330 NOVO ARIPUANA";56;57;174;27505;-;1222;165;-;-;-;-;-;8;-;-;587;4842;306;-;-;-;-;-;-;-;-;219;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35142
05/2025;qtd_aprovada;"130340 PARINTINS";11156;-;442;42997;-;2779;1047;563;-;-;22;-;2483;147;3;960;98985;778;90;-;-;125;727;-;-;-;2596;-;12;48;1;5;4;1;-;-;1;6;122;-;-;-;-;-;-;-;-;-;-;-;2;-;-;10731;-;57;13;-;-;176903
05/2025;qtd_aprovada;"130350 PAUINI";-;112;-;12716;-;573;264;-;-;-;-;-;50;-;-;-;4802;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;18554
05/2025;qtd_aprovada;"130353 PRESIDENTE FIGUEIREDO";2233;254;30;20682;-;475;505;-;-;-;-;-;394;-;-;250;10904;344;38;-;-;-;323;-;-;-;40;-;7;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;36514
05/2025;qtd_aprovada;"130356 RIO PRETO DA EVA";60;294;-;5599;-;2250;166;-;-;-;-;-;-;-;-;577;29205;-;-;-;-;-;-;-;-;-;445;-;42;-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38692
05/2025;qtd_aprovada;"130360 SANTA ISABEL DO RIO NEGRO";-;-;-;3212;-;242;98;-;-;-;-;-;-;-;5;82;4035;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;7694
05/2025;qtd_aprovada;"130370 SANTO ANTONIO DO ICA";-;-;-;9447;-;361;-;-;-;-;-;-;-;-;77;182;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10157
05/2025;qtd_aprovada;"130380 SAO GABRIEL DA CACHOEIRA";170;54;577;11164;-;887;92;-;-;-;-;-;44;-;-;1397;8989;39;-;-;-;-;-;-;-;-;77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23490
05/2025;qtd_aprovada;"130390 SAO PAULO DE OLIVENCA";-;-;-;5596;-;1071;294;-;-;-;-;-;-;-;-;11;3973;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;10976
05/2025;qtd_aprovada;"130395 SAO SEBASTIAO DO UATUMA";-;-;-;3749;-;286;111;-;-;-;-;-;251;-;-;221;7708;449;-;-;-;-;-;-;-;-;277;-;3;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;20;-;-;56;-;-;-;-;-;13163
05/2025;qtd_aprovada;"130400 SILVES";71;-;-;4072;-;362;-;-;-;-;-;-;33;-;-;182;9723;-;-;-;-;-;-;-;-;-;124;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;26;-;-;504;-;-;-;-;-;15098
05/2025;qtd_aprovada;"130406 TABATINGA";-;233;-;7421;-;619;-;-;-;-;-;-;26;-;-;60;9512;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17871
05/2025;qtd_aprovada;"130410 TAPAUA";-;-;-;3059;-;345;660;-;-;-;-;-;67;-;-;5;7993;-;1;-;-;-;-;-;-;-;76;-;8;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;47;-;-;5;-;-;-;-;-;12289
05/2025;qtd_aprovada;"130420 TEFE";727;1766;319;48140;-;6553;2058;238;-;-;131;-;720;-;44;1496;43109;4913;335;-;-;-;812;6232;-;-;655;-;3;17;-;-;-;-;-;-;-;2;129;1;-;180;-;-;-;-;-;-;-;-;55;17;-;2755;-;-;44;-;-;121451
05/2025;qtd_aprovada;"130423 TONANTINS";4319;-;-;801;-;107;136;-;-;-;-;-;84;-;112;690;55269;-;-;-;-;-;-;-;-;-;594;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;467;-;-;-;-;-;62579
05/2025;qtd_aprovada;"130426 UARINI";-;36;-;9699;-;570;40;-;-;-;-;-;58;-;47;152;10396;-;56;-;-;3;-;-;-;-;145;-;5;-;-;3;2;-;-;3;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;21247
05/2025;qtd_aprovada;"130430 URUCARA";-;71;-;3616;-;480;209;-;-;-;-;-;56;-;-;17;8038;-;1;-;-;-;-;-;-;-;235;-;1;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;12805
05/2025;qtd_aprovada;"130440 URUCURITUBA";-;-;-;2938;-;278;-;-;-;-;-;-;91;-;-;-;1478;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4809
05/2025;qtd_aprovada;" MUNICIPIO IGNORADO - RR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2025;qtd_aprovada;"140002 AMAJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36
05/2025;qtd_aprovada;"140005 ALTO ALEGRE";487;9;-;2454;-;308;-;-;-;-;-;-;-;-;39;125;5737;176;-;-;-;-;11;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9385
05/2025;qtd_aprovada;"140010 BOA VISTA";49262;23;4912;170257;1857;13983;2593;1233;1033;76;184;3;14632;11704;4156;3859;173649;2410;1388;473;4017;2539;981;4364;-;-;1234;-;60;650;1;-;6;2;-;-;-;-;268;-;-;10;31;-;-;-;-;-;-;88377;17;33;-;26598;-;-;-;-;-;586875
05/2025;qtd_aprovada;"140015 BONFIM";2;-;-;505;-;-;-;-;-;-;-;-;-;-;1;53;2645;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3211
05/2025;qtd_aprovada;"140017 CANTA";-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;185;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;188
05/2025;qtd_aprovada;"140020 CARACARAI";-;79;-;2775;-;670;-;-;-;-;-;-;22;-;-;246;6660;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10502
05/2025;qtd_aprovada;"140023 CAROEBE";-;-;-;1035;-;750;25;-;-;-;-;-;-;-;-;331;4701;206;-;-;-;-;-;-;-;-;57;-;5;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7162
05/2025;qtd_aprovada;"140028 IRACEMA";35;8;-;-;-;-;-;-;-;-;-;-;-;-;-;179;1956;-;-;-;-;-;48;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2248
05/2025;qtd_aprovada;"140030 MUCAJAI";-;-;-;1242;-;428;-;-;-;-;-;-;-;-;-;-;8461;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10184
05/2025;qtd_aprovada;"140040 NORMANDIA";100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;165;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;265
