periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
12/2024;qtd_aprovada;"130014 APUI";-;16;4;5243;-;398;83;-;-;-;-;-;45;-;-;8;3223;119;3;-;-;11;-;-;-;-;-;107;-;1;-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;9288
12/2024;qtd_aprovada;"130020 ATALAIA DO NORTE";-;-;-;5011;-;410;229;-;-;-;-;-;36;-;49;141;9840;-;-;-;-;-;-;-;-;-;-;48;-;1;-;-;-;-;-;-;-;-;2;-;-;23;-;-;-;-;-;-;-;-;-;-;-;25;15815
12/2024;qtd_aprovada;"130030 AUTAZES";14;4;-;2473;-;951;230;-;-;-;-;-;124;-;-;173;7917;-;-;-;-;-;-;-;-;-;-;11;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11898
12/2024;qtd_aprovada;"130040 BARCELOS";-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;754;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;788
12/2024;qtd_aprovada;"130050 BARREIRINHA";-;-;-;1942;-;243;30;-;-;-;10;-;13;-;-;214;3949;-;-;-;-;-;24;-;-;-;-;109;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;24;-;-;-;6564
12/2024;qtd_aprovada;"130060 BENJAMIN CONSTANT";-;-;-;18482;-;508;433;-;-;-;-;-;104;-;2849;137;1565;142;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24226
12/2024;qtd_aprovada;"130063 BERURI";-;-;431;1787;-;246;4;-;-;-;-;-;20;-;-;66;6596;-;1;-;-;-;-;-;-;-;-;149;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9300
12/2024;qtd_aprovada;"130068 BOA VISTA DO RAMOS";-;402;-;2466;-;298;130;-;-;-;-;-;-;-;-;-;4194;166;-;-;-;-;-;-;-;-;-;86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;7762
12/2024;qtd_aprovada;"130070 BOCA DO ACRE";250;80;-;26603;-;4841;-;-;-;-;-;-;64;-;-;-;6038;-;-;-;-;-;259;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;455;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38590
12/2024;qtd_aprovada;"130080 BORBA";5;16;15;44;-;358;110;-;-;-;-;-;43;-;-;45;4245;65;-;-;-;-;-;-;-;-;-;218;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5164
12/2024;qtd_aprovada;"130083 CAAPIRANGA";-;42;-;495;-;55;169;-;-;-;-;-;9;-;-;-;2876;-;-;-;-;-;-;-;-;-;-;88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;3754
12/2024;qtd_aprovada;"130090 CANUTAMA";-;-;28;1374;-;267;124;-;-;-;-;-;108;-;-;180;2765;-;12;-;-;-;-;-;-;-;-;96;-;-;-;-;-;-;7;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;4995
12/2024;qtd_aprovada;"130100 CARAUARI";-;-;-;12894;-;875;44;-;-;-;-;-;155;1;-;5;7193;-;33;-;-;-;-;-;-;-;-;314;-;-;-;-;5;19;-;-;-;-;-;-;7;26;-;-;-;-;-;-;-;-;-;-;-;-;21571
12/2024;qtd_aprovada;"130110 CAREIRO";157;-;22;14461;-;538;392;-;-;-;-;-;110;-;407;205;122331;-;459;-;-;-;-;-;518;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;140;139780
12/2024;qtd_aprovada;"130115 CAREIRO DA VARZEA";88;-;1241;1271;-;98;145;-;-;-;-;-;-;-;-;-;2251;-;-;-;-;-;106;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5254
12/2024;qtd_aprovada;"130120 COARI";8;25;90;32421;-;2141;1280;-;-;-;1;-;571;-;-;2574;68453;3067;78;-;-;13;-;-;-;-;-;448;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;111170
12/2024;qtd_aprovada;"130130 CODAJAS";32;30;-;618;-;268;297;-;-;-;-;-;50;-;-;1;958;6;-;-;-;-;-;-;14;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2288
12/2024;qtd_aprovada;"130140 EIRUNEPE";1693;41;1543;1885;-;139;-;-;-;-;-;-;69;-;2;174;7089;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;12699
12/2024;qtd_aprovada;"130150 ENVIRA";-;-;398;644;-;67;-;-;-;-;-;-;-;-;-;242;6140;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7492
12/2024;qtd_aprovada;"130160 FONTE BOA";-;-;-;4843;-;-;72;-;-;-;-;-;140;-;-;-;1898;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6953
12/2024;qtd_aprovada;"130165 GUAJARA";17343;62;51;2008;-;118;98;-;-;-;-;-;26;-;-;290;44311;-;-;-;-;-;75;-;-;-;-;86;-;-;-;-;-;-;-;-;-;-;-;1731;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66199
12/2024;qtd_aprovada;"130170 HUMAITA";1626;734;-;16938;-;3251;273;121;-;-;-;-;4412;162;-;794;61835;497;717;-;-;95;177;-;-;-;-;321;-;-;-;-;-;-;-;-;-;-;-;630;-;-;-;-;-;-;-;-;-;-;-;-;-;768;93351
12/2024;qtd_aprovada;"130180 IPIXUNA";-;-;-;6487;-;307;89;-;-;-;-;-;-;-;-;99;2286;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9282
12/2024;qtd_aprovada;"130185 IRANDUBA";-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
12/2024;qtd_aprovada;"130190 ITACOATIARA";1383;66;1180;54341;-;2460;974;-;-;-;-;-;1463;171;132;-;90535;4212;1;-;-;156;-;-;-;-;-;1109;-;24;-;-;56;-;1;-;-;-;-;-;-;178;-;-;-;-;-;-;-;-;-;-;-;1350;159792
12/2024;qtd_aprovada;"130195 ITAMARATI";-;-;-;14235;-;8135;98;-;-;-;-;-;98;-;-;1255;2550;-;-;-;-;-;-;-;-;-;-;84;-;-;-;-;-;-;-;-;85;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;26610
12/2024;qtd_aprovada;"130200 ITAPIRANGA";-;-;-;2031;-;144;-;-;-;-;-;-;111;-;-;38;2860;-;-;-;-;-;-;-;-;-;-;247;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5431
12/2024;qtd_aprovada;"130210 JAPURA";-;47;-;1711;-;161;-;-;-;-;-;-;252;-;-;-;1088;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;3280
12/2024;qtd_aprovada;"130220 JURUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2024;qtd_aprovada;"130230 JUTAI";-;-;-;99;-;167;14;-;-;-;-;-;36;-;-;11;477;-;-;-;-;-;-;-;-;-;-;93;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;899
12/2024;qtd_aprovada;"130240 LABREA";206;-;11;10543;-;43;20;-;-;-;-;-;-;-;-;175;3236;-;-;-;-;-;51;-;-;-;-;-;-;61;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14346
12/2024;qtd_aprovada;"130250 MANACAPURU";40239;44;-;34946;-;1913;3747;-;-;-;-;-;11571;-;35;104;118948;-;8;-;-;-;-;-;-;-;-;126;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;211716
12/2024;qtd_aprovada;"130255 MANAQUIRI";-;-;-;789;-;125;13;-;-;-;-;-;17;-;-;-;3145;28;-;-;-;2;-;-;173;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;4298
12/2024;qtd_aprovada;"130260 MANAUS";30693;2164;7542;1044820;28267;64063;31019;16327;4650;531;3657;22;41630;29918;326;17663;1085427;35543;1817;3581;14311;14719;18667;-;3629;168;-;8637;-;555;2828;7;145;98;8;1;-;2;-;1133;40;1901;173;37;-;-;-;882;-;443032;11244;285;-;26582;2998744
12/2024;qtd_aprovada;"130270 MANICORE";428;-;-;10433;-;1156;328;-;-;-;-;-;461;-;-;167;19437;318;77;-;-;-;-;-;11;-;-;1493;-;35;57;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;657;35133
12/2024;qtd_aprovada;"130280 MARAA";15164;-;-;6203;-;1388;350;-;-;-;-;-;-;-;-;342;13819;-;-;-;-;-;-;-;-;-;-;339;-;85;-;-;-;-;-;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37782
12/2024;qtd_aprovada;"130290 MAUES";-;991;2;13252;-;915;180;296;-;-;-;-;411;-;1;51;11034;234;1;-;-;-;24;-;-;-;-;493;-;10;-;-;1;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;1318;29226
12/2024;qtd_aprovada;"130300 NHAMUNDA";-;-;-;2414;-;568;-;-;-;-;-;-;-;-;-;-;3523;-;-;-;-;-;-;-;-;-;-;189;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;6701
12/2024;qtd_aprovada;"130310 NOVA OLINDA DO NORTE";121;-;-;16982;-;351;-;-;-;-;-;-;211;-;-;972;23416;687;-;-;-;-;-;-;355;-;-;525;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;306;43926
12/2024;qtd_aprovada;"130320 NOVO AIRAO";-;29;-;10060;-;506;231;-;-;-;-;-;54;-;-;409;7838;-;-;-;-;-;-;-;-;-;-;160;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;19292
12/2024;qtd_aprovada;"130330 NOVO ARIPUANA";58;52;273;25964;-;315;124;-;-;-;-;-;75;-;-;409;3571;175;2;-;-;-;-;-;-;-;-;149;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31167
12/2024;qtd_aprovada;"130340 PARINTINS";8634;-;316;37935;-;1828;1490;480;-;-;28;-;1552;186;1;1253;68389;694;76;-;-;92;466;-;-;-;-;2160;-;7;56;-;-;3;-;-;-;-;3;86;-;-;-;-;-;-;-;-;-;-;-;-;-;6620;132355
12/2024;qtd_aprovada;"130350 PAUINI";-;412;-;7870;-;225;182;-;-;-;50;-;17;-;-;-;2324;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;11125
12/2024;qtd_aprovada;"130353 PRESIDENTE FIGUEIREDO";-;-;-;8169;-;981;155;-;-;-;-;-;55;-;-;213;3946;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13569
12/2024;qtd_aprovada;"130356 RIO PRETO DA EVA";664;187;-;4647;-;1644;-;-;-;-;-;-;102;-;-;881;20260;-;-;-;-;-;-;-;-;-;-;539;-;24;-;-;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-;29021
12/2024;qtd_aprovada;"130360 SANTA ISABEL DO RIO NEGRO";-;-;-;1773;-;-;-;-;-;-;-;-;-;-;2;41;2674;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4490
12/2024;qtd_aprovada;"130370 SANTO ANTONIO DO ICA";-;-;-;9227;-;332;-;-;-;-;-;-;-;-;61;80;69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9769
12/2024;qtd_aprovada;"130380 SAO GABRIEL DA CACHOEIRA";-;-;11;6575;-;18;-;-;-;-;-;-;25;-;-;1241;6387;296;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14621
12/2024;qtd_aprovada;"130390 SAO PAULO DE OLIVENCA";-;-;-;6636;-;846;163;-;-;-;-;-;-;-;310;91;3227;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;11326
12/2024;qtd_aprovada;"130395 SAO SEBASTIAO DO UATUMA";-;-;-;2146;-;253;164;-;-;-;-;-;115;-;-;217;6603;530;-;-;-;-;-;-;-;-;-;289;-;1;-;-;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;23;-;-;16;10403
12/2024;qtd_aprovada;"130400 SILVES";-;-;-;3592;-;304;-;-;-;-;-;-;19;-;-;207;7516;-;-;-;-;-;150;-;-;-;-;97;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;34;-;-;1260;13181
12/2024;qtd_aprovada;"130406 TABATINGA";-;346;3;1824;-;1384;59;-;-;-;-;-;51;-;-;48;6118;123;-;-;-;36;605;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10680
12/2024;qtd_aprovada;"130410 TAPAUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2024;qtd_aprovada;"130420 TEFE";640;497;36;38087;-;6167;1991;118;-;-;-;-;718;-;66;1155;36861;4058;345;-;-;-;802;-;4740;-;-;785;-;-;-;-;-;-;-;-;-;-;5;96;-;239;-;-;-;-;-;-;-;-;51;1;-;2637;100095
12/2024;qtd_aprovada;"130423 TONANTINS";10576;-;-;723;-;202;248;-;-;-;-;-;79;-;108;587;14609;-;-;-;-;-;-;-;-;-;-;593;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27725
12/2024;qtd_aprovada;"130426 UARINI";-;-;-;2916;-;357;-;-;-;-;-;-;27;-;-;-;4547;-;11;-;-;-;-;-;-;-;-;2;-;-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7866
12/2024;qtd_aprovada;"130430 URUCARA";-;24;-;2043;-;1353;418;-;-;-;-;-;39;-;-;45;5300;-;1;-;-;-;-;-;-;-;-;109;-;12;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;43;9441
12/2024;qtd_aprovada;"130440 URUCURITUBA";-;17;-;2428;-;134;-;-;-;-;-;-;-;-;-;11;1320;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3937
12/2024;qtd_aprovada;" MUNICIPIO IGNORADO - RR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2024;qtd_aprovada;"140002 AMAJARI";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
12/2024;qtd_aprovada;"140005 ALTO ALEGRE";460;-;-;2067;-;224;-;-;-;-;-;-;-;-;26;71;4392;73;-;-;-;-;4;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7365
12/2024;qtd_aprovada;"140010 BOA VISTA";31636;186;2762;152816;1305;12156;2270;1471;841;138;18;-;6234;6166;1470;3270;120109;2089;1100;407;3853;1734;500;-;4053;-;-;485;-;56;1032;-;2;10;-;-;-;-;-;171;-;1;30;-;-;-;-;-;-;87795;588;41;-;22253;469048
12/2024;qtd_aprovada;"140015 BONFIM";2;-;-;363;-;-;-;-;-;-;-;-;-;-;-;48;1713;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2134
12/2024;qtd_aprovada;"140017 CANTA";2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;220;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;224
12/2024;qtd_aprovada;"140020 CARACARAI";-;78;-;1943;-;416;-;-;-;-;-;-;36;-;-;269;5145;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7936
12/2024;qtd_aprovada;"140023 CAROEBE";-;-;-;-;-;488;34;-;-;-;-;-;-;-;-;72;3388;143;-;-;-;-;-;-;-;-;-;32;-;1;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4194
12/2024;qtd_aprovada;"140028 IRACEMA";36;6;-;-;-;-;-;-;-;-;-;-;-;-;-;75;1235;-;-;-;-;-;37;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1428
12/2024;qtd_aprovada;"140030 MUCAJAI";-;-;-;1081;-;594;-;-;-;-;-;-;-;-;-;-;7928;-;-;-;-;-;-;-;-;-;-;129;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9732
12/2024;qtd_aprovada;"140040 NORMANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59
12/2024;qtd_aprovada;"140045 PACARAIMA";-;-;-;1472;-;335;-;-;-;-;-;-;16;-;-;22;1152;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3020
12/2024;qtd_aprovada;"140047 RORAINOPOLIS";965;21;-;7981;-;2509;59;-;-;-;-;-;6;-;-;716;2625;519;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15408
12/2024;qtd_aprovada;"140050 SAO JOAO DA BALIZA";-;45;-;356;-;-;-;-;-;-;-;-;-;-;-;78;2388;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2869
12/2024;qtd_aprovada;"140060 SAO LUIZ";-;-;-;387;-;-;-;-;-;-;-;-;-;-;-;34;2491;1132;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4057
12/2024;qtd_aprovada;"140070 UIRAMUTA";-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74
12/2024;qtd_aprovada;" MUNICIPIO IGNORADO - PA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2024;qtd_aprovada;"150010 ABAETETUBA";20;58;806;11162;650;2240;1593;364;-;-;142;-;945;715;-;3091;52063;-;4;-;1351;519;316;-;-;-;-;306;-;91;-;-;-;-;-;-;-;1;15;51;-;-;7;-;-;-;-;-;-;7780;-;21;-;3257;87568
12/2024;qtd_aprovada;"150013 ABEL FIGUEIREDO";145;9;-;954;-;-;87;-;-;-;-;-;-;-;1;58;2764;-;-;-;-;-;-;-;-;-;-;104;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4122
12/2024;qtd_aprovada;"150020 ACARA";40;130;-;10039;-;1060;397;-;-;-;-;-;316;-;-;95;43243;-;61;-;-;-;-;-;-;-;-;235;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4170;59786
12/2024;qtd_aprovada;"150030 AFUA";-;44;-;1355;154;232;79;-;-;-;-;-;18;-;-;-;1977;272;-;-;-;-;-;-;-;-;-;120;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4251
12/2024;qtd_aprovada;"150034 AGUA AZUL DO NORTE";-;69;-;22651;-;599;10;-;-;-;-;-;10;-;-;106;3735;-;80;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;2027;29319
12/2024;qtd_aprovada;"150040 ALENQUER";48;96;-;4014;-;36;47;-;-;-;-;-;78;-;-;228;3185;2129;20;-;-;-;100;-;-;-;-;220;-;75;-;3;-;3;7;-;-;-;-;108;-;-;-;-;-;-;-;-;-;-;-;-;-;6081;16478
12/2024;qtd_aprovada;"150050 ALMEIRIM";-;236;-;7400;-;675;182;-;-;-;-;-;81;-;70;68;4224;1163;-;-;-;-;-;-;-;-;-;2;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;5929;20057
12/2024;qtd_aprovada;"150060 ALTAMIRA";1339;-;77;100999;519;4429;833;488;29;-;94;-;786;694;-;962;76499;-;11;-;1525;462;307;-;-;-;-;231;-;26;-;-;-;-;2;-;-;-;18;27;-;8;8;-;-;-;-;-;-;21186;-;10;-;22532;234101
12/2024;qtd_aprovada;"150070 ANAJAS";-;74;2009;5000;-;-;-;-;-;-;-;-;-;-;-;-;1609;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;8712
12/2024;qtd_aprovada;"150080 ANANINDEUA";2773;936;-;270402;-;37269;2275;2452;669;-;31;-;8328;-;-;1143;593059;1090;6952;-;5089;-;2721;-;-;-;-;1375;-;656;212;-;-;1;-;-;-;-;113;4361;704;-;20;-;-;-;-;-;-;24373;-;33;-;472;967509
12/2024;qtd_aprovada;"150085 ANAPU";-;19;460;4950;-;468;74;-;-;-;-;-;-;-;-;67;6001;103;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;172;12314
12/2024;qtd_aprovada;"150090 AUGUSTO CORREA";-;44;-;2708;141;-;428;-;-;-;-;-;30;-;-;-;3248;1360;-;-;-;-;-;-;-;-;-;481;-;60;-;80;10;10;95;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;78;-;-;-;8781
12/2024;qtd_aprovada;"150095 AURORA DO PARA";-;5;-;869;-;138;118;-;-;-;-;-;12;-;-;56;5310;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;6559
12/2024;qtd_aprovada;"150100 AVEIRO";4;214;11;-;-;-;-;-;-;-;-;-;-;-;-;19;187;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;435
12/2024;qtd_aprovada;"150110 BAGRE";-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;27
12/2024;qtd_aprovada;"150120 BAIAO";260;15;12;2691;-;950;171;-;-;-;49;-;75;-;-;751;16246;66;11;-;-;-;-;-;-;-;-;291;-;4;-;-;-;-;-;-;-;-;-;-;116;-;-;-;-;-;-;-;-;-;-;-;-;520;22228
