periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
08/2024;qtd_aprovada;"270700 PINDOBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;qtd_aprovada;"270710 PIRANHAS";17;56;-;11628;-;304;-;-;-;-;-;-;17;-;-;48;17037;3154;-;-;-;-;142;-;-;42;-;-;-;-;-;-;-;-;-;-;-;82;-;-;-;-;-;-;-;-;-;-;46;-;-;2970;35543
08/2024;qtd_aprovada;"270720 POCO DAS TRINCHEIRAS";-;23;-;-;-;-;156;-;-;-;45;-;-;-;-;-;3007;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3231
08/2024;qtd_aprovada;"270730 PORTO CALVO";26;59;-;32855;417;2901;39;1277;-;-;40;-;163;-;-;954;25081;301;-;-;-;-;105;-;-;104;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1864;66206
08/2024;qtd_aprovada;"270740 PORTO DE PEDRAS";1961;62;152;1477;27;-;-;-;-;-;-;-;113;-;-;326;2916;208;-;-;-;-;-;-;-;94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7336
08/2024;qtd_aprovada;"270750 PORTO REAL DO COLEGIO";4967;40;-;-;-;-;109;-;-;-;-;-;30;-;-;411;9371;147;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1276;16416
08/2024;qtd_aprovada;"270760 QUEBRANGULO";6212;103;-;5383;81;33;249;-;-;-;-;-;112;-;-;195;2959;124;-;-;-;-;71;-;-;19;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;104;-;-;268;15948
08/2024;qtd_aprovada;"270770 RIO LARGO";18981;-;6;61422;919;1345;850;-;-;-;30;-;1651;-;2;868;34812;-;1388;-;-;-;-;24;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;114;-;-;-;122463
08/2024;qtd_aprovada;"270780 ROTEIRO";-;88;-;-;-;-;-;-;-;-;-;-;12;-;-;60;1016;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1199
08/2024;qtd_aprovada;"270790 SANTA LUZIA DO NORTE";2295;-;228;-;-;-;-;-;-;-;-;-;7;-;-;843;8200;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11574
08/2024;qtd_aprovada;"270800 SANTANA DO IPANEMA";166;13982;44;31416;-;3234;802;-;64;-;169;-;1213;-;-;187;35770;1365;-;-;-;-;544;55;-;384;-;5;170;-;-;-;-;-;-;-;-;208;-;-;-;-;-;-;-;-;-;-;51;-;-;2177;92006
08/2024;qtd_aprovada;"270810 SANTANA DO MUNDAU";1962;193;-;1269;-;-;84;-;-;-;-;-;11;-;-;184;640;725;-;-;-;-;126;67;-;1;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;38;-;-;140;5466
08/2024;qtd_aprovada;"270820 SAO BRAS";2622;34;-;-;-;-;-;-;-;-;-;-;-;-;-;11;1537;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4204
08/2024;qtd_aprovada;"270830 SAO JOSE DA LAJE";-;53;12;7616;-;180;601;-;-;-;41;-;166;-;-;452;12864;669;-;-;-;-;39;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90;-;-;2434;25226
08/2024;qtd_aprovada;"270840 SAO JOSE DA TAPERA";-;44;45;5983;-;-;237;-;-;-;37;-;133;-;-;2204;29913;402;-;-;-;-;52;-;-;123;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;48;-;-;2700;41934
08/2024;qtd_aprovada;"270850 SAO LUIS DO QUITUNDE";-;6;-;4523;-;-;190;-;-;-;-;-;177;-;-;145;7303;437;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;56;12884
08/2024;qtd_aprovada;"270860 SAO MIGUEL DOS CAMPOS";482;84;97;29268;254;2039;1317;129;89;-;75;-;1329;-;-;213;34326;3353;2;-;2685;-;294;-;-;94;-;11;46;-;-;-;-;1;-;-;-;234;-;-;66;-;-;-;-;-;-;-;76;103;-;96;76763
08/2024;qtd_aprovada;"270870 SAO MIGUEL DOS MILAGRES";-;269;-;1990;-;-;83;-;-;-;-;-;14;-;-;232;4368;153;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;382;7491
08/2024;qtd_aprovada;"270880 SAO SEBASTIAO";-;46;-;3118;115;-;-;-;-;-;-;-;-;-;-;-;1149;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4428
08/2024;qtd_aprovada;"270890 SATUBA";-;-;-;3412;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3412
08/2024;qtd_aprovada;"270895 SENADOR RUI PALMEIRA";-;206;-;-;-;-;108;-;-;-;-;-;39;-;-;683;9917;94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;964;12061
08/2024;qtd_aprovada;"270900 TANQUE D'ARCA";-;5;-;-;-;-;44;-;-;-;-;-;-;-;-;-;176;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;245
08/2024;qtd_aprovada;"270910 TAQUARANA";526;15;32;6359;-;-;142;-;-;-;-;-;-;-;-;781;13922;323;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22100
08/2024;qtd_aprovada;"270915 TEOTONIO VILELA";-;113;1;19959;710;989;1096;-;-;-;33;-;1126;-;-;2041;25368;816;-;-;-;-;-;29;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;152;52548
08/2024;qtd_aprovada;"270920 TRAIPU";2755;42;-;3758;-;-;136;-;-;-;-;-;-;-;-;1857;9340;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56;-;-;820;18795
08/2024;qtd_aprovada;"270930 UNIAO DOS PALMARES";146;-;6;39223;872;2533;-;56;-;-;168;-;515;-;-;1705;14902;1132;403;-;-;-;-;-;-;41;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;108;-;-;4972;66783
08/2024;qtd_aprovada;"270940 VICOSA";6093;277;-;4070;-;200;310;-;-;-;40;-;40;-;-;1858;20388;1610;-;-;-;-;34;-;-;450;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;790;36178
08/2024;qtd_aprovada;" MUNICIPIO IGNORADO - SE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;qtd_aprovada;"280010 AMPARO DE SAO FRANCISCO";372;6;-;99;-;-;-;-;-;-;-;-;-;-;-;-;-;84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;561
08/2024;qtd_aprovada;"280020 AQUIDABA";-;34;-;1034;-;-;-;-;-;-;-;-;-;-;-;-;3076;900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1376;6420
08/2024;qtd_aprovada;"280030 ARACAJU";4437;2706;1861;329449;4971;15831;11914;1396;629;149;1256;135;28723;831;10753;4903;407356;16598;2402;3972;10063;1335;1009;541;-;1533;-;135;1300;237;54;1091;56;2;-;-;-;164;23;356;125;-;-;-;18;45;-;533574;499;327;-;7735;1410494
08/2024;qtd_aprovada;"280040 ARAUA";-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;291;5231;180;-;-;-;-;600;-;-;4;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;120;-;-;-;6444
08/2024;qtd_aprovada;"280050 AREIA BRANCA";-;67;508;771;-;-;-;-;-;-;-;-;1;-;-;385;6160;33;-;-;-;-;595;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;188;-;-;-;8721
08/2024;qtd_aprovada;"280060 BARRA DOS COQUEIROS";-;205;925;17609;-;-;97;-;-;-;-;-;-;-;-;-;12769;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31632
08/2024;qtd_aprovada;"280067 BOQUIM";8;28;-;16737;86;114;217;-;-;-;-;-;231;-;-;498;9407;865;-;-;-;-;385;-;-;23;-;3;-;-;-;-;-;-;-;-;-;82;-;-;-;-;-;-;-;-;-;-;-;-;-;400;29084
08/2024;qtd_aprovada;"280070 BREJO GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;qtd_aprovada;"280100 CAMPO DO BRITO";215;31;-;3590;-;-;-;-;-;-;-;-;22;-;-;400;1620;415;-;-;-;-;192;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;82;-;-;416;6993
08/2024;qtd_aprovada;"280110 CANHOBA";-;10;28;365;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;403
08/2024;qtd_aprovada;"280120 CANINDE DE SAO FRANCISCO";180;52;-;1796;-;79;261;-;-;-;-;-;359;-;-;26;10833;-;-;-;-;-;648;-;-;132;-;-;-;-;-;-;-;-;-;-;-;97;-;-;-;-;-;-;-;-;-;-;46;-;-;316;14825
08/2024;qtd_aprovada;"280130 CAPELA";131;60;5;4302;105;239;65;-;-;-;-;-;-;-;-;43;2650;360;-;-;-;-;577;184;-;168;-;2;-;-;-;-;-;-;-;-;-;115;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9006
08/2024;qtd_aprovada;"280140 CARIRA";-;21;-;3365;-;-;79;-;-;-;-;-;40;-;-;376;10461;227;11;-;-;-;161;-;-;47;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;14850
08/2024;qtd_aprovada;"280150 CARMOPOLIS";-;21;-;-;-;-;25;-;-;-;-;-;-;-;-;-;396;486;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;954
08/2024;qtd_aprovada;"280160 CEDRO DE SAO JOAO";36;-;16;1534;-;-;33;-;-;-;-;-;9;-;-;117;678;500;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;3003
08/2024;qtd_aprovada;"280170 CRISTINAPOLIS";-;-;-;3255;-;-;-;-;-;-;-;-;-;-;-;-;139;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3394
08/2024;qtd_aprovada;"280190 CUMBE";-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
08/2024;qtd_aprovada;"280200 DIVINA PASTORA";100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;104;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;16;-;-;-;269
08/2024;qtd_aprovada;"280210 ESTANCIA";41496;207;349;54971;691;3187;1069;333;-;-;79;-;2332;-;-;1246;30355;7260;842;-;1474;-;3466;-;-;231;-;-;46;-;-;-;-;-;-;-;-;729;-;-;10;-;-;-;-;-;-;-;70;31;-;3154;153628
08/2024;qtd_aprovada;"280220 FEIRA NOVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27
08/2024;qtd_aprovada;"280230 FREI PAULO";-;343;-;5271;-;-;146;-;-;-;10;-;151;-;1;-;442;636;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90;-;-;156;7267
08/2024;qtd_aprovada;"280240 GARARU";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;341;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;343
08/2024;qtd_aprovada;"280250 GENERAL MAYNARD";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;qtd_aprovada;"280260 GRACHO CARDOSO";1067;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1067
08/2024;qtd_aprovada;"280270 ILHA DAS FLORES";-;14;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;467;511
08/2024;qtd_aprovada;"280280 INDIAROBA";1406;15;25;3555;-;-;-;-;-;-;-;-;-;-;-;180;3137;232;-;-;-;-;93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;21;-;-;-;8690
08/2024;qtd_aprovada;"280290 ITABAIANA";554;141;46;118498;506;3154;2164;140;-;-;119;-;1096;-;-;328;52256;4200;1446;-;2348;20;-;100;-;342;-;-;-;2;-;12;6;-;-;-;-;-;6;-;18;-;-;-;-;-;-;-;-;24;-;406;187932
08/2024;qtd_aprovada;"280300 ITABAIANINHA";-;227;92;11140;182;418;432;-;-;-;-;-;148;-;-;675;19913;950;-;-;-;-;-;-;-;47;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;101;-;-;1392;35718
08/2024;qtd_aprovada;"280310 ITABI";-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;150;158
08/2024;qtd_aprovada;"280320 ITAPORANGA D'AJUDA";-;2;-;3185;-;105;50;-;-;-;-;-;66;-;-;327;31568;1220;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;36556
08/2024;qtd_aprovada;"280330 JAPARATUBA";123;-;-;1805;84;20;103;-;-;-;-;-;29;-;-;332;3632;386;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6519
08/2024;qtd_aprovada;"280340 JAPOATA";-;42;-;-;-;-;-;-;-;-;-;-;80;-;-;-;1410;-;-;-;-;-;-;-;-;20;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55;-;-;657;2303
08/2024;qtd_aprovada;"280350 LAGARTO";20833;304;123;68676;1553;3522;1722;294;12;-;199;-;3177;-;-;1304;20475;2513;694;-;1624;1;48;208;-;233;-;-;215;-;10;24;4;-;-;-;-;-;-;24;26;-;-;-;-;-;-;-;166;22;-;2063;130069
08/2024;qtd_aprovada;"280360 LARANJEIRAS";1;-;-;-;-;69;-;-;-;-;-;-;54;-;-;344;5175;394;58;-;-;-;114;-;-;23;-;-;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6289
08/2024;qtd_aprovada;"280370 MACAMBIRA";294;44;37;-;-;-;37;-;-;-;-;-;131;-;-;718;2885;-;-;-;-;-;233;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;21;-;-;286;4733
08/2024;qtd_aprovada;"280380 MALHADA DOS BOIS";-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
08/2024;qtd_aprovada;"280390 MALHADOR";-;50;-;-;-;-;85;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;231
08/2024;qtd_aprovada;"280400 MARUIM";-;-;-;2813;494;-;215;-;-;-;-;-;-;-;-;275;5279;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;79;-;-;-;9180
08/2024;qtd_aprovada;"280410 MOITA BONITA";-;7;124;179;-;-;-;-;-;-;-;-;-;-;-;-;1472;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;1826
08/2024;qtd_aprovada;"280420 MONTE ALEGRE DE SERGIPE";4100;152;51;-;-;-;-;-;-;-;-;-;-;-;-;386;1234;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5923
08/2024;qtd_aprovada;"280430 MURIBECA";-;8;22;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;54;156
08/2024;qtd_aprovada;"280440 NEOPOLIS";2358;-;2;-;117;-;28;-;-;-;-;-;-;-;-;33;157;314;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3009
08/2024;qtd_aprovada;"280445 NOSSA SENHORA APARECIDA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1220;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;109;-;-;-;1329
08/2024;qtd_aprovada;"280450 NOSSA SENHORA DA GLORIA";31;221;200;27993;-;2508;141;-;-;-;-;-;334;-;-;784;32906;-;199;-;-;-;541;-;-;458;-;7;-;-;-;39;-;-;-;-;-;481;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66843
08/2024;qtd_aprovada;"280460 NOSSA SENHORA DAS DORES";-;21;-;1184;-;384;-;-;-;-;-;-;101;-;-;300;8873;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10903
08/2024;qtd_aprovada;"280470 NOSSA SENHORA DE LOURDES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;189;189
08/2024;qtd_aprovada;"280480 NOSSA SENHORA DO SOCORRO";65;354;-;60318;641;2566;1026;-;-;-;-;-;2432;-;53;1718;55328;3480;1547;-;-;-;459;-;-;64;-;-;94;-;-;-;34;-;-;-;-;219;-;-;-;-;-;-;-;-;-;-;18;-;-;-;130416
08/2024;qtd_aprovada;"280490 PACATUBA";-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;212;252
08/2024;qtd_aprovada;"280500 PEDRA MOLE";-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;38;55;164;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;297
08/2024;qtd_aprovada;"280510 PEDRINHAS";-;55;-;-;-;-;41;-;-;-;-;-;-;-;-;-;500;263;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;859
08/2024;qtd_aprovada;"280520 PINHAO";878;-;-;-;-;-;167;-;-;-;-;-;75;-;-;24;395;137;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;1700
08/2024;qtd_aprovada;"280530 PIRAMBU";376;28;-;-;-;-;-;-;-;-;-;-;-;-;-;210;722;-;-;-;-;-;134;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1470
08/2024;qtd_aprovada;"280540 POCO REDONDO";-;94;-;-;-;-;-;-;-;-;-;-;-;-;-;39;7584;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;149;7939
08/2024;qtd_aprovada;"280550 POCO VERDE";-;21;-;7421;-;450;-;-;-;-;-;-;276;-;-;-;2958;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;255;11417
08/2024;qtd_aprovada;"280560 PORTO DA FOLHA";30;-;-;3638;-;-;-;-;-;-;-;-;-;-;-;-;331;-;-;-;-;-;270;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;200;4469
08/2024;qtd_aprovada;"280570 PROPRIA";43;-;-;26053;362;62;147;-;-;-;-;-;106;-;-;2;1098;4781;1026;-;-;-;249;-;-;4;-;-;12;-;-;-;-;-;-;-;-;130;-;-;-;-;-;-;-;-;-;-;26;-;-;-;34101
08/2024;qtd_aprovada;"280580 RIACHAO DO DANTAS";165;20;54;406;-;-;-;-;-;-;-;-;-;-;-;326;7695;111;-;-;-;-;-;-;-;19;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8797
08/2024;qtd_aprovada;"280590 RIACHUELO";-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;92;1489;83;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1706
08/2024;qtd_aprovada;"280600 RIBEIROPOLIS";1853;47;-;1523;-;224;69;-;-;-;-;-;84;-;-;758;12989;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;17582
08/2024;qtd_aprovada;"280610 ROSARIO DO CATETE";-;23;-;1967;-;-;-;-;-;-;-;-;19;-;-;-;2019;334;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;4399
08/2024;qtd_aprovada;"280620 SALGADO";-;73;-;4502;-;-;-;-;-;-;-;-;-;-;-;-;268;115;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;30;-;-;424;5456
08/2024;qtd_aprovada;"280630 SANTA LUZIA DO ITANHY";-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;236;264
08/2024;qtd_aprovada;"280640 SANTANA DO SAO FRANCISCO";2614;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;115;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;228;3028
08/2024;qtd_aprovada;"280650 SANTA ROSA DE LIMA";-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
08/2024;qtd_aprovada;"280660 SANTO AMARO DAS BROTAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;787;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;787
