periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
06/2024;qtd_aprovada;"130040 BARCELOS";-;11;-;100;-;63;35;-;-;-;-;-;-;-;-;-;2170;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2381
06/2024;qtd_aprovada;"130050 BARREIRINHA";-;35;-;1491;-;360;11;-;-;-;-;-;36;-;-;484;3764;-;-;-;-;-;42;-;-;-;115;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;6379
06/2024;qtd_aprovada;"130060 BENJAMIN CONSTANT";560;-;-;5234;-;-;468;-;-;-;-;-;132;-;-;305;3568;158;-;-;-;-;-;-;-;-;452;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10902
06/2024;qtd_aprovada;"130063 BERURI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2024;qtd_aprovada;"130068 BOA VISTA DO RAMOS";-;225;-;3900;-;329;129;-;-;-;-;-;-;-;-;-;3725;54;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;8387
06/2024;qtd_aprovada;"130070 BOCA DO ACRE";430;163;-;27495;-;4649;92;-;-;-;-;-;146;-;-;-;5394;-;-;-;-;-;786;-;-;-;-;-;-;163;-;-;-;-;-;-;-;-;1136;-;-;-;-;-;-;-;-;-;30;-;-;-;40484
06/2024;qtd_aprovada;"130080 BORBA";29;34;21;37;-;366;82;-;-;-;-;-;34;-;-;671;7460;274;-;-;-;-;-;-;-;-;185;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9198
06/2024;qtd_aprovada;"130083 CAAPIRANGA";-;49;-;1080;-;130;185;-;-;-;-;-;43;-;-;-;3739;-;-;-;-;-;-;-;-;-;386;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;5632
06/2024;qtd_aprovada;"130090 CANUTAMA";-;-;-;581;-;333;35;-;-;-;-;-;116;-;-;157;2774;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4024
06/2024;qtd_aprovada;"130100 CARAUARI";-;16;2;14448;-;737;48;-;-;-;-;-;126;6;-;14;8169;-;56;-;-;6;-;-;-;-;197;-;-;-;-;-;19;-;-;-;-;-;-;3;33;-;-;-;-;-;-;-;-;-;-;-;23880
06/2024;qtd_aprovada;"130110 CAREIRO";-;-;25;13766;-;514;378;-;-;-;-;-;144;-;737;477;118719;-;328;-;-;-;30;-;655;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;248;136052
06/2024;qtd_aprovada;"130115 CAREIRO DA VARZEA";38;-;3151;3207;-;110;225;-;-;-;-;-;-;-;-;-;1954;-;-;-;-;-;71;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;8834
06/2024;qtd_aprovada;"130120 COARI";37;131;71;15856;-;2922;1734;-;-;-;65;-;515;-;-;4176;109507;3617;98;-;-;41;-;-;-;-;547;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;139317
06/2024;qtd_aprovada;"130130 CODAJAS";48;45;-;655;-;228;328;-;-;-;-;-;200;-;-;8;890;51;-;-;-;-;-;-;22;-;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2555
06/2024;qtd_aprovada;"130140 EIRUNEPE";3294;78;2594;3634;-;286;216;-;-;-;-;-;89;-;2;339;7542;466;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;18648
06/2024;qtd_aprovada;"130150 ENVIRA";-;-;711;2;-;-;-;-;-;-;-;-;-;-;-;87;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;880
06/2024;qtd_aprovada;"130160 FONTE BOA";1434;292;-;11993;-;45;165;-;-;-;-;-;640;-;-;3090;39033;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;56740
06/2024;qtd_aprovada;"130165 GUAJARA";17343;53;51;1653;-;188;43;-;-;-;-;-;18;-;-;283;43390;83;-;-;-;-;60;-;-;-;91;-;-;-;-;-;-;-;-;-;-;-;1451;-;-;-;-;-;-;-;-;-;-;-;-;-;64707
06/2024;qtd_aprovada;"130170 HUMAITA";16048;1036;59;25353;-;5392;234;301;-;-;-;-;6371;145;-;968;95001;532;1216;-;-;87;193;-;175;-;381;-;106;-;-;3;-;37;4;-;-;-;1188;12;10;-;-;-;-;-;-;-;-;-;-;336;155188
06/2024;qtd_aprovada;"130180 IPIXUNA";-;-;-;4921;-;377;198;-;-;-;-;-;-;-;-;85;2138;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7732
06/2024;qtd_aprovada;"130185 IRANDUBA";-;65;-;6673;-;334;324;-;-;-;-;-;-;-;-;318;29718;-;-;-;-;-;-;-;-;-;136;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;37574
06/2024;qtd_aprovada;"130190 ITACOATIARA";1396;978;1520;82170;-;1982;704;425;-;-;-;-;1596;213;159;37;93434;7705;-;-;-;201;-;-;-;-;1086;-;25;-;-;54;-;-;-;-;-;-;-;-;124;-;-;-;-;-;-;-;-;-;-;4000;197809
06/2024;qtd_aprovada;"130195 ITAMARATI";-;-;-;11790;-;6340;99;-;-;-;-;-;70;-;-;1020;2055;-;-;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;210;-;-;-;-;61;-;-;-;-;-;-;-;-;-;-;-;21719
06/2024;qtd_aprovada;"130200 ITAPIRANGA";-;-;-;2291;-;241;124;-;-;-;-;-;-;-;-;43;3488;-;-;-;-;-;-;-;-;-;179;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6366
06/2024;qtd_aprovada;"130210 JAPURA";-;52;-;983;-;111;-;-;-;-;-;-;200;-;-;-;1193;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;2564
06/2024;qtd_aprovada;"130220 JURUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2024;qtd_aprovada;"130230 JUTAI";-;-;-;118;-;172;59;-;-;-;-;-;-;-;-;3;401;-;-;-;-;-;-;-;-;-;50;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;806
06/2024;qtd_aprovada;"130240 LABREA";1387;-;48;12286;-;1754;27;-;-;-;-;-;-;-;-;732;6284;-;-;-;-;-;111;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22629
06/2024;qtd_aprovada;"130250 MANACAPURU";21688;93;-;32887;-;4103;2017;-;-;-;-;-;7415;-;59;96;123800;-;14;-;-;-;-;-;-;-;190;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;192411
06/2024;qtd_aprovada;"130255 MANAQUIRI";-;11;-;309;-;211;129;-;-;-;-;-;19;-;-;1;44;128;-;-;-;-;-;-;353;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1208
06/2024;qtd_aprovada;"130260 MANAUS";43417;2576;4118;986683;25115;56503;26932;15876;4056;719;3615;21;49351;24113;1848;17359;1182281;33180;911;3258;13482;12599;45846;15;4107;42;15109;-;535;1761;69;222;95;42;1;-;1;6;4041;2311;1780;185;60;-;-;-;820;598629;10864;332;-;22119;3217005
06/2024;qtd_aprovada;"130270 MANICORE";1420;51;-;16499;-;919;262;-;-;-;-;-;369;-;-;3668;13260;760;2;-;-;-;-;-;-;-;601;-;35;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80;-;-;40;37974
06/2024;qtd_aprovada;"130280 MARAA";11680;-;-;1807;-;504;249;-;-;-;-;-;-;-;-;456;10313;-;-;-;-;-;-;-;-;-;175;-;40;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25250
06/2024;qtd_aprovada;"130290 MAUES";34;11216;7;23108;-;2241;679;-;-;-;-;-;435;-;3;874;18789;480;-;-;-;-;58;-;-;-;461;-;12;-;-;-;-;1;1;-;-;-;15;-;-;-;-;-;-;-;-;-;12;-;-;5431;63857
06/2024;qtd_aprovada;"130300 NHAMUNDA";-;-;-;5717;-;263;395;-;-;-;-;-;-;-;-;92;6702;-;-;-;-;-;-;-;-;-;104;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;13285
06/2024;qtd_aprovada;"130310 NOVA OLINDA DO NORTE";621;-;-;13967;-;484;-;-;-;-;-;-;18;-;-;320;27904;703;-;-;-;-;-;-;346;-;213;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;192;44768
06/2024;qtd_aprovada;"130320 NOVO AIRAO";-;27;-;5160;-;666;140;-;-;-;-;-;61;-;-;142;9919;-;-;-;-;-;-;-;-;-;91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16206
06/2024;qtd_aprovada;"130330 NOVO ARIPUANA";111;70;198;27224;-;711;25;-;-;-;-;-;31;-;49;353;5985;180;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34937
06/2024;qtd_aprovada;"130340 PARINTINS";8316;-;261;44857;-;3290;1715;297;-;-;-;-;1509;305;4;2163;77426;478;64;-;-;208;554;-;-;-;2592;-;5;60;-;-;10;8;-;-;-;8;48;-;-;-;-;-;-;-;-;-;134;-;-;5260;149572
06/2024;qtd_aprovada;"130350 PAUINI";-;401;-;8024;-;239;182;-;-;-;-;-;26;-;-;-;1758;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;10653
06/2024;qtd_aprovada;"130353 PRESIDENTE FIGUEIREDO";-;-;-;17814;-;1033;-;-;-;-;-;-;1;-;-;224;4421;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23535
06/2024;qtd_aprovada;"130356 RIO PRETO DA EVA";730;406;-;5269;-;1702;11;-;-;-;-;-;68;-;-;1266;31840;-;-;-;-;-;32;-;-;-;761;-;26;-;-;-;-;-;-;-;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;42198
06/2024;qtd_aprovada;"130360 SANTA ISABEL DO RIO NEGRO";-;12;-;1979;-;-;-;-;-;-;-;-;-;-;7;55;4105;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6180
06/2024;qtd_aprovada;"130370 SANTO ANTONIO DO ICA";-;-;-;9531;-;195;-;-;-;-;-;-;-;-;100;853;102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10781
06/2024;qtd_aprovada;"130380 SAO GABRIEL DA CACHOEIRA";26;120;-;1181;-;-;-;-;-;-;-;-;51;-;-;152;3467;-;-;-;-;-;-;-;-;-;122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5119
06/2024;qtd_aprovada;"130390 SAO PAULO DE OLIVENCA";-;-;-;10807;-;926;396;-;-;-;-;-;-;-;481;145;3185;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;15969
06/2024;qtd_aprovada;"130395 SAO SEBASTIAO DO UATUMA";1;-;-;3543;-;324;-;-;-;-;-;-;301;-;-;432;9311;606;-;-;-;-;-;-;-;-;223;-;2;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;31;-;-;-;14827
06/2024;qtd_aprovada;"130400 SILVES";-;-;-;3199;-;334;153;-;-;-;-;-;44;-;-;45;8618;-;-;-;-;-;198;-;-;-;58;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;30;-;-;5058;17738
06/2024;qtd_aprovada;"130406 TABATINGA";29;205;-;-;25;1705;98;-;-;-;-;-;130;-;-;74;3704;88;-;-;-;67;1062;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;169;-;-;-;-;-;-;-;-;-;-;-;-;-;7385
06/2024;qtd_aprovada;"130410 TAPAUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2024;qtd_aprovada;"130420 TEFE";567;924;249;45411;-;7882;1821;154;-;-;68;-;579;-;140;1671;75577;4987;294;-;-;-;1000;-;5580;-;701;-;1;-;-;-;-;-;-;-;-;3;121;-;295;-;-;-;-;-;-;-;59;1;-;2636;150721
06/2024;qtd_aprovada;"130423 TONANTINS";27442;-;-;1197;-;200;208;-;-;-;-;-;55;-;100;1221;66493;-;-;-;-;-;-;-;-;-;840;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;97756
06/2024;qtd_aprovada;"130426 UARINI";-;-;-;3905;-;455;143;-;-;-;-;-;42;-;-;28;2430;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7056
06/2024;qtd_aprovada;"130430 URUCARA";-;70;-;5253;-;289;102;-;-;-;-;-;41;-;-;63;4686;-;4;-;-;-;-;-;-;-;61;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57;10629
06/2024;qtd_aprovada;"130440 URUCURITUBA";-;46;-;3417;-;194;-;-;-;-;-;-;-;-;-;-;1574;-;-;-;-;-;-;-;-;-;130;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5361
06/2024;qtd_aprovada;" MUNICIPIO IGNORADO - RR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2024;qtd_aprovada;"140002 AMAJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
06/2024;qtd_aprovada;"140005 ALTO ALEGRE";742;16;-;1629;-;351;-;-;-;-;-;-;-;-;34;139;6226;176;-;-;-;-;7;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;9357
06/2024;qtd_aprovada;"140010 BOA VISTA";49853;465;4238;251172;1860;15228;2935;1088;1240;66;140;5;6105;3944;5584;5025;151550;763;1160;452;3401;1341;5289;-;-;-;742;-;103;1079;-;15;-;-;-;-;-;-;501;-;40;50;-;-;-;-;-;104567;589;48;-;29797;650435
06/2024;qtd_aprovada;"140015 BONFIM";4;32;-;573;-;-;-;-;-;-;-;-;-;-;-;42;2917;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;3574
06/2024;qtd_aprovada;"140017 CANTA";3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;304
06/2024;qtd_aprovada;"140020 CARACARAI";-;97;-;2198;-;626;-;-;-;-;-;-;20;-;-;266;8328;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;11578
06/2024;qtd_aprovada;"140023 CAROEBE";-;-;-;1017;-;21;-;-;-;-;-;-;-;-;-;372;4465;172;-;-;-;-;-;-;-;-;58;-;7;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;6143
06/2024;qtd_aprovada;"140028 IRACEMA";51;38;13;591;-;-;-;-;-;-;-;-;-;-;-;252;7157;-;-;-;-;-;32;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;90;-;-;-;-;-;-;-;-;-;-;-;-;-;8237
06/2024;qtd_aprovada;"140030 MUCAJAI";-;-;-;804;-;322;-;-;-;-;-;-;-;-;-;202;8391;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;9814
06/2024;qtd_aprovada;"140040 NORMANDIA";17;-;-;389;-;-;-;-;-;-;-;-;-;-;2;5;926;-;-;-;-;-;81;-;-;-;84;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;1553
06/2024;qtd_aprovada;"140045 PACARAIMA";-;-;-;2355;-;-;-;-;-;-;-;-;24;-;-;94;2501;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4974
06/2024;qtd_aprovada;"140047 RORAINOPOLIS";1041;18;-;10292;-;1707;124;-;-;-;-;-;1359;-;-;750;20569;360;-;-;-;-;-;-;-;-;143;-;12;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;600;36991
06/2024;qtd_aprovada;"140050 SAO JOAO DA BALIZA";-;34;-;1801;-;-;-;-;-;-;-;-;-;-;11;41;4544;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;6432
06/2024;qtd_aprovada;"140060 SAO LUIZ";-;-;-;272;-;442;-;-;-;-;-;-;-;-;-;48;4336;1217;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6315
06/2024;qtd_aprovada;"140070 UIRAMUTA";-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
06/2024;qtd_aprovada;" MUNICIPIO IGNORADO - PA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2024;qtd_aprovada;"150010 ABAETETUBA";383;-;1203;13154;421;2173;1823;375;-;-;178;-;983;715;-;2646;56802;-;4;-;-;524;421;-;-;-;313;-;128;-;-;-;-;-;-;-;1;20;149;-;-;-;-;-;-;-;-;5920;-;-;-;2577;90913
06/2024;qtd_aprovada;"150013 ABEL FIGUEIREDO";111;18;-;1795;-;90;106;-;-;-;-;-;-;-;-;82;3563;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5776
06/2024;qtd_aprovada;"150020 ACARA";-;204;-;12965;-;568;272;-;-;-;-;-;544;-;-;234;40424;-;192;-;-;-;-;-;400;-;403;-;125;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3849;60180
06/2024;qtd_aprovada;"150030 AFUA";-;-;-;2216;246;256;-;-;-;-;-;-;-;-;-;-;772;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;136;-;-;-;-;-;-;-;-;-;-;-;-;-;3626
06/2024;qtd_aprovada;"150034 AGUA AZUL DO NORTE";-;125;-;27690;32;576;61;-;-;-;4;-;79;-;18;159;3284;-;81;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3161;35281
06/2024;qtd_aprovada;"150040 ALENQUER";3;88;-;3497;-;629;99;-;-;-;-;-;159;-;-;8;2839;1988;12;-;-;-;7;-;-;-;266;-;21;-;3;-;2;3;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;4000;13643
06/2024;qtd_aprovada;"150050 ALMEIRIM";-;468;-;8743;-;960;348;-;-;-;-;-;65;-;68;206;19278;1668;-;-;-;-;-;-;-;-;8;-;4;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;35;-;-;8639;40491
06/2024;qtd_aprovada;"150060 ALTAMIRA";1584;427;106;80808;618;6035;1592;563;36;-;98;-;2364;694;15;1313;86443;8897;863;-;1361;466;-;-;-;-;182;-;26;59;-;-;-;37;-;100;-;12;-;-;8;16;-;-;-;-;-;20540;-;19;-;-;215282
06/2024;qtd_aprovada;"150070 ANAJAS";-;74;1302;8341;-;189;-;-;-;-;-;-;-;-;-;-;3633;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;13582
06/2024;qtd_aprovada;"150080 ANANINDEUA";3199;1304;-;459954;-;16965;2323;2230;1064;-;113;-;4639;-;-;2526;337813;1096;3427;-;4350;-;772;-;12;-;839;-;216;381;-;-;-;-;-;-;-;104;643;-;-;38;-;-;-;-;-;21777;-;35;-;801;866621
06/2024;qtd_aprovada;"150085 ANAPU";-;28;-;6094;-;616;85;-;-;-;-;-;-;-;-;199;6005;236;-;-;-;-;-;-;-;-;124;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;221;13628
06/2024;qtd_aprovada;"150090 AUGUSTO CORREA";-;-;-;3285;-;-;371;-;-;-;-;-;30;-;-;-;3471;1250;-;-;-;-;-;-;-;-;494;-;59;-;80;10;10;120;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;9230
06/2024;qtd_aprovada;"150095 AURORA DO PARA";-;30;-;1038;-;-;88;-;-;-;-;-;24;-;-;48;5138;83;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;3815;10318
06/2024;qtd_aprovada;"150100 AVEIRO";9;224;146;-;-;-;-;-;-;-;-;-;-;-;-;322;1135;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1836
06/2024;qtd_aprovada;"150110 BAGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;26
06/2024;qtd_aprovada;"150120 BAIAO";79;27;25;2673;-;553;220;-;-;-;46;-;22;-;-;719;15967;-;-;-;-;-;-;-;-;-;354;-;44;-;-;-;-;-;-;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;-;20816
06/2024;qtd_aprovada;"150125 BANNACH";-;24;192;1476;4;-;-;-;-;-;-;-;4;-;-;142;840;-;-;-;-;-;-;-;18;-;9;-;1;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;133;2849
06/2024;qtd_aprovada;"150130 BARCARENA";19931;513;436;82122;574;3721;1996;562;63;-;158;-;1816;-;-;3794;104813;1467;16;-;-;-;114;-;-;-;1081;-;12;26;-;-;-;1;-;-;-;10;90;31;40;-;-;-;-;-;-;-;-;-;-;3333;226720
06/2024;qtd_aprovada;"150140 BELEM";14801;2465;9362;876695;11511;44685;13041;12958;2107;470;2735;241;118285;23290;20;59906;953394;191770;5928;4806;14341;10805;11992;-;646;-;3510;-;480;5922;-;64;80;151;2;-;2;37;2572;61;69;163;653;-;-;-;511;435962;10429;324;-;19730;2866976
06/2024;qtd_aprovada;"150145 BELTERRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2024;qtd_aprovada;"150150 BENEVIDES";1673;106;105;13511;207;2740;335;-;-;-;170;-;607;-;-;319;37695;602;-;-;-;-;362;-;-;-;99;-;-;-;-;-;-;-;-;-;-;-;119;-;-;-;-;-;-;-;-;865;40;-;-;179;59734
