periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
10/2025;qtd_aprovada;"510621 NOVA CANAA DO NORTE";11825;1445;196;930;-;6;10;3;5;-;10;-;12;-;-;628;23933;581;-;-;-;-;360;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3722;-;-;-;-;-;-;43699
10/2025;qtd_aprovada;"510622 NOVA MUTUM";21787;156;468;28582;6;1521;282;281;22;17;129;-;563;-;126;3633;74896;173;4;-;-;-;1433;-;43;-;-;258;-;28;23;-;1;-;20;-;-;-;-;48;-;-;5;-;-;-;-;-;-;-;-;-;-;-;340;-;-;-;-;-;-;134845
10/2025;qtd_aprovada;"510623 NOVA OLIMPIA";9533;73;406;5213;-;582;24;7;15;-;13;-;10;32;24;1103;16619;212;-;-;-;-;1029;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34993
10/2025;qtd_aprovada;"510624 NOVA UBIRATA";6464;163;256;8417;-;1092;234;114;62;-;7;-;67;-;-;1087;12865;568;3;-;-;-;428;-;119;-;-;4;-;1;-;-;-;-;-;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;32074
10/2025;qtd_aprovada;"510625 NOVA XAVANTINA";59;83;-;9060;-;671;89;113;-;-;-;-;23;1;176;476;24154;2187;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;7015;-;-;-;-;-;-;44132
10/2025;qtd_aprovada;"510626 NOVO MUNDO";2758;15;-;2646;-;60;266;-;-;-;-;-;52;-;34;23;1049;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;692;-;-;-;-;-;-;7674
10/2025;qtd_aprovada;"510627 NOVO HORIZONTE DO NORTE";-;52;9;150;-;-;66;82;42;-;1;-;1;-;-;83;207;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;964;-;-;-;-;-;-;1661
10/2025;qtd_aprovada;"510628 NOVO SAO JOAQUIM";-;-;-;2660;-;-;-;-;-;-;-;-;-;-;2;25;-;165;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;10;-;-;-;-;-;-;2882
10/2025;qtd_aprovada;"510629 PARANAITA";2551;57;20;8075;-;387;319;94;115;-;111;-;284;-;1;517;7163;692;-;-;-;-;-;-;11;-;-;37;-;-;130;-;1;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;36;-;-;7028;-;-;-;-;-;-;27651
10/2025;qtd_aprovada;"510630 PARANATINGA";3346;26;2;-;-;773;329;-;-;-;-;-;231;12;4;71;20246;780;-;-;-;17;-;-;-;-;-;26;-;2;-;-;1;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;21;-;-;6986;-;-;-;-;-;-;32879
10/2025;qtd_aprovada;"510631 NOVO SANTO ANTONIO";79;108;-;387;-;-;-;-;-;-;-;-;-;-;-;17;-;87;1;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;549;-;-;-;-;-;-;1252
10/2025;qtd_aprovada;"510637 PEDRA PRETA";1156;126;2;4023;-;983;40;-;-;-;-;-;158;-;11;223;14623;165;1;-;-;-;-;-;-;-;-;180;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;813;-;-;-;-;-;-;22504
10/2025;qtd_aprovada;"510642 PEIXOTO DE AZEVEDO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"510645 PLANALTO DA SERRA";243;31;15;2026;-;294;59;2;-;-;12;-;37;-;24;102;5460;88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5236;-;-;-;-;-;-;13629
10/2025;qtd_aprovada;"510650 POCONE";960;42;20;7090;-;1327;128;11;63;-;-;-;248;7;-;618;21027;1158;81;-;-;4;-;-;-;1;-;160;-;16;-;-;-;-;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;-;-;23;-;-;856;-;-;-;-;-;-;33912
10/2025;qtd_aprovada;"510665 PONTAL DO ARAGUAIA";660;41;-;1600;-;14;75;-;10;-;26;-;36;-;-;25;1392;226;-;-;-;-;-;-;331;-;-;6;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1509;-;-;-;-;-;-;5952
10/2025;qtd_aprovada;"510670 PONTE BRANCA";-;8;1;-;-;116;-;-;-;-;-;-;-;-;-;51;2574;130;-;-;-;-;-;-;298;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;3186
10/2025;qtd_aprovada;"510675 PONTES E LACERDA";19304;159;658;21402;-;2139;445;245;219;-;103;-;706;37;21;3021;57162;3765;13;-;-;-;2007;-;-;-;-;259;-;7;-;-;-;-;-;-;-;-;-;243;-;-;77;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;112002
10/2025;qtd_aprovada;"510677 PORTO ALEGRE DO NORTE";64;96;-;5964;-;319;209;-;-;-;-;-;100;152;-;50;12943;1326;8;-;-;240;-;-;107;-;-;45;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5283;-;-;-;-;-;-;26908
10/2025;qtd_aprovada;"510680 PORTO DOS GAUCHOS";2730;21;20;7169;-;242;172;27;17;-;16;-;10;-;1;290;1661;875;-;-;-;-;-;-;-;-;-;15;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;2163;-;-;-;-;-;-;15459
10/2025;qtd_aprovada;"510682 PORTO ESPERIDIAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;207;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;207
10/2025;qtd_aprovada;"510685 PORTO ESTRELA";2593;131;23;139;26;-;14;8;11;-;1;-;8;-;-;474;3104;181;-;-;-;-;367;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1403;-;-;-;-;-;-;8559
10/2025;qtd_aprovada;"510700 POXOREO";-;-;-;7847;-;676;167;-;-;-;-;-;58;-;-;-;1048;352;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1000;-;-;-;-;-;-;11157
10/2025;qtd_aprovada;"510704 PRIMAVERA DO LESTE";3554;1586;88;20285;1233;1690;1510;302;58;-;19;-;1223;267;-;1885;82508;1307;28;-;953;479;801;-;51;-;-;163;-;103;-;-;1;-;-;-;-;1;-;230;-;-;-;3;-;-;-;-;-;-;-;61;7;-;1977;-;-;-;-;-;-;122373
10/2025;qtd_aprovada;"510706 QUERENCIA";93;262;-;10338;415;1345;1239;68;-;-;107;-;1139;3;97;329;22998;726;1;-;-;3;-;-;-;-;-;213;-;5;31;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;13094;-;-;-;-;-;-;52528
10/2025;qtd_aprovada;"510710 SAO JOSE DOS QUATRO MARCOS";1643;61;1;-;-;365;24;11;36;-;10;-;164;-;-;857;19775;162;-;-;-;-;-;-;205;-;-;2;-;1;7;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23339
10/2025;qtd_aprovada;"510715 RESERVA DO CABACAL";-;29;-;645;-;-;4;3;2;-;-;-;7;-;-;-;73;126;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1045;-;-;-;-;-;-;1934
10/2025;qtd_aprovada;"510718 RIBEIRAO CASCALHEIRA";1;22;-;5476;-;314;297;-;-;-;-;-;106;-;138;1051;21784;962;7;-;-;-;-;-;-;-;-;46;-;10;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;20;-;-;1908;-;-;-;-;-;-;32158
10/2025;qtd_aprovada;"510719 RIBEIRAOZINHO";164;63;-;-;-;-;-;-;-;-;-;-;-;-;-;112;3919;960;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;208;-;-;-;-;-;-;5437
10/2025;qtd_aprovada;"510720 RIO BRANCO";-;161;120;616;-;1;39;-;38;-;20;-;47;-;-;150;1128;351;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;263;-;-;-;-;-;-;2950
10/2025;qtd_aprovada;"510724 SANTA CARMEM";4907;13;132;3019;-;100;114;24;22;-;1;-;68;-;-;460;7267;214;2;-;-;-;148;-;14;-;-;3;-;4;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2530;-;-;-;-;-;-;19094
10/2025;qtd_aprovada;"510726 SANTO AFONSO";-;-;-;1224;-;90;20;-;-;-;-;-;48;-;-;-;189;130;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1281;-;-;-;-;-;-;2982
10/2025;qtd_aprovada;"510729 SAO JOSE DO POVO";38;41;1;-;-;5;19;-;-;-;-;-;22;-;-;117;1370;184;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;1837
10/2025;qtd_aprovada;"510730 SAO JOSE DO RIO CLARO";670;30;11;5532;-;197;100;-;-;-;-;-;422;-;-;776;11851;780;3;-;-;-;-;-;-;-;-;40;-;3;-;-;-;-;-;-;-;-;-;39;1;-;69;-;-;-;-;-;-;-;-;40;-;-;12718;-;-;-;-;-;-;33282
10/2025;qtd_aprovada;"510735 SAO JOSE DO XINGU";-;56;-;3582;-;105;-;-;-;-;-;-;-;-;-;-;7258;239;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;783;-;-;-;-;-;-;12024
10/2025;qtd_aprovada;"510740 SAO PEDRO DA CIPA";-;20;-;1201;-;1;45;-;-;-;-;-;49;-;-;-;175;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;433;-;-;-;-;-;-;1983
10/2025;qtd_aprovada;"510757 RONDOLANDIA";2;10;-;-;-;-;75;-;-;-;-;-;11;-;-;73;2389;-;-;-;-;-;-;-;-;-;-;49;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;310;-;-;-;-;-;-;2920
10/2025;qtd_aprovada;"510760 RONDONOPOLIS";3069;1916;44;91793;904;10453;1534;1648;191;62;113;-;5420;1625;17;2635;115036;2707;101;913;2368;791;256;-;20;-;-;1040;-;14;84;-;-;22;6;-;-;1;1;18;-;-;-;36;-;-;-;-;-;-;-;1262;103;-;-;-;-;-;-;-;-;246203
10/2025;qtd_aprovada;"510770 ROSARIO OESTE";1450;51;9;3400;-;7;29;53;7;-;-;-;6;-;3;239;6984;-;-;-;-;-;225;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;12497
10/2025;qtd_aprovada;"510774 SANTA CRUZ DO XINGU";2;22;-;1062;-;137;58;-;-;-;-;-;-;-;-;18;1655;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;931;-;-;-;-;-;-;3985
10/2025;qtd_aprovada;"510775 SALTO DO CEU";73;58;8;1032;-;-;17;-;19;-;11;-;40;-;-;168;1358;331;-;-;-;-;-;-;-;-;-;2;-;-;13;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;925;-;-;-;-;-;-;4064
10/2025;qtd_aprovada;"510776 SANTA RITA DO TRIVELATO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"510777 SANTA TEREZINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"510779 SANTO ANTONIO DO LESTE";47;11;25;1528;-;460;169;6;3;-;5;-;25;-;2;210;6044;233;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6006;-;-;-;-;-;-;14777
10/2025;qtd_aprovada;"510780 SANTO ANTONIO DO LEVERGER";466;28;63;1118;-;108;-;-;-;-;-;-;1;-;-;126;7549;229;-;-;-;-;-;-;22;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;904;-;-;-;-;-;-;10616
10/2025;qtd_aprovada;"510785 SAO FELIX DO ARAGUAIA";61;81;286;4988;-;418;132;-;-;-;-;-;1053;-;2;816;5543;169;97;-;-;-;-;-;32;-;-;-;-;156;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;772;-;-;-;-;-;-;14606
10/2025;qtd_aprovada;"510787 SAPEZAL";2;109;4;1043;100;802;362;154;39;-;-;-;201;-;-;73;12464;871;5;-;-;-;-;-;8;-;-;269;-;10;-;-;-;1;-;-;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16587
10/2025;qtd_aprovada;"510788 SERRA NOVA DOURADA";-;-;-;1177;-;-;55;-;-;-;-;-;26;-;4;46;-;103;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;1986;-;-;-;-;-;-;3415
10/2025;qtd_aprovada;"510790 SINOP";19002;255;7683;113223;234;10351;905;938;151;15;126;-;2310;694;760;6711;180903;3660;91;654;3229;858;98;-;53;-;-;275;-;10;117;-;-;1;13;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;388;24;-;22760;-;-;-;-;-;-;376517
10/2025;qtd_aprovada;"510792 SORRISO";5305;281;3237;51313;1295;3811;827;174;165;-;57;-;397;7;2;2647;75030;2850;-;-;-;-;1118;-;-;-;-;191;-;14;49;-;-;4;31;-;-;2;-;105;-;-;-;2;-;-;-;-;-;-;-;16;2;-;7643;-;-;-;-;-;-;156575
10/2025;qtd_aprovada;"510794 TABAPORA";12710;51;-;4125;-;-;8;30;21;-;7;-;1;-;8;69;944;314;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;147;-;-;-;-;-;-;18451
10/2025;qtd_aprovada;"510795 TANGARA DA SERRA";315;236;480;18102;382;3798;563;745;84;-;18;-;1284;874;9;1727;40495;1629;121;-;1941;483;-;-;102;-;-;319;-;1;5;-;4;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;369;27;-;9455;-;-;-;-;-;-;83577
10/2025;qtd_aprovada;"510800 TAPURAH";719;63;5;6982;-;781;175;61;6;-;15;-;128;-;13;420;10297;98;-;-;-;-;-;-;-;-;-;13;-;3;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5067;-;-;-;-;-;-;24867
10/2025;qtd_aprovada;"510805 TERRA NOVA DO NORTE";5216;29;23;5458;-;283;186;-;-;-;-;-;17;-;-;461;17777;2046;2;-;-;3;50;-;-;-;-;94;-;-;2;-;1;1;1;-;-;-;-;18;3;-;-;-;-;-;-;-;-;-;-;19;-;-;5506;-;-;-;-;-;-;37196
10/2025;qtd_aprovada;"510810 TESOURO";-;5;-;1758;-;62;47;7;7;-;-;-;44;-;-;171;4113;360;-;-;-;-;-;-;-;-;-;55;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1814;-;-;-;-;-;-;8446
10/2025;qtd_aprovada;"510820 TORIXOREU";51;-;-;3343;-;-;105;44;2;-;-;-;2;-;44;61;4245;377;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;1895;-;-;-;-;-;-;10184
10/2025;qtd_aprovada;"510830 UNIAO DO SUL";1065;41;9;1896;-;140;92;12;26;-;12;-;59;-;6;252;1765;240;-;-;-;-;-;-;-;-;-;15;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;20;-;-;4091;-;-;-;-;-;-;9745
10/2025;qtd_aprovada;"510835 VALE DE SAO DOMINGOS";-;-;-;339;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;3434;-;-;-;-;-;-;3886
10/2025;qtd_aprovada;"510840 VARZEA GRANDE";3654;-;5377;64711;-;5919;1038;2095;204;16;230;-;2846;-;-;3248;117223;822;447;-;3437;-;1329;-;109;-;-;384;-;39;13;1;-;-;2;-;-;-;-;71;-;-;83;36;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;213373
10/2025;qtd_aprovada;"510850 VERA";3335;23;1;4048;-;4;19;36;15;3;5;-;25;-;7;580;6355;538;2;-;-;-;-;-;2;-;-;98;-;3;7;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2169;-;-;-;-;-;-;17277
10/2025;qtd_aprovada;"510860 VILA RICA";-;7;-;46;-;626;274;181;-;-;-;-;8;8;-;7;16239;196;-;-;-;8;-;-;-;-;-;54;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1964;-;-;-;-;-;-;19620
10/2025;qtd_aprovada;"510880 NOVA GUARITA";-;-;2;386;-;97;158;5;29;2;12;-;-;-;6;79;142;141;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;238;-;-;-;-;-;-;1310
10/2025;qtd_aprovada;"510885 NOVA MARILANDIA";-;7;-;2037;-;1;30;16;4;-;7;-;74;-;-;99;8152;259;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3471;-;-;-;-;-;-;14162
10/2025;qtd_aprovada;"510890 NOVA MARINGA";732;-;5;1983;-;119;35;13;12;-;-;-;1;-;-;145;3746;92;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2516;-;-;-;-;-;-;9401
10/2025;qtd_aprovada;"510895 NOVA MONTE VERDE";5178;-;-;1248;-;44;-;-;-;-;-;-;-;-;27;168;5566;674;4;-;-;-;120;-;-;-;-;10;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;1058;-;-;-;-;-;-;14138
10/2025;qtd_aprovada;" MUNICIPIO IGNORADO - GO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"520005 ABADIA DE GOIAS";1965;148;56;7543;-;737;225;-;-;-;-;-;67;-;1;670;27517;-;-;-;-;-;-;-;17;-;-;59;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;61;-;-;-;-;-;-;39098
10/2025;qtd_aprovada;"520010 ABADIANIA";50404;105;-;2434;-;544;53;-;-;-;-;-;94;-;-;14842;133930;-;-;-;-;-;-;-;-;-;-;129;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;202584
10/2025;qtd_aprovada;"520013 ACREUNA";30969;72;709;4614;-;1354;223;-;-;-;-;-;758;-;-;8554;69396;125;-;-;-;-;557;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;86;-;-;-;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;-;-;-;117492
10/2025;qtd_aprovada;"520015 ADELANDIA";-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3916;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;4007
10/2025;qtd_aprovada;"520017 AGUA FRIA DE GOIAS";-;14;190;1181;-;675;-;-;-;-;-;-;15;-;-;65;4328;-;-;-;-;-;-;-;-;-;-;27;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6502
10/2025;qtd_aprovada;"520020 AGUA LIMPA";171;66;-;1991;-;-;-;-;-;-;-;-;-;-;-;185;4399;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;8;-;-;-;-;-;-;6881
10/2025;qtd_aprovada;"520025 AGUAS LINDAS DE GOIAS";-;-;-;4698;3;537;2235;464;-;-;316;-;8865;-;-;37;9196;-;742;-;2492;-;-;-;-;-;-;-;-;-;357;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;216;30238
10/2025;qtd_aprovada;"520030 ALEXANIA";3480;1086;-;25456;-;-;496;-;-;-;-;-;562;-;30;265;82050;-;-;-;-;-;-;-;-;-;-;512;-;-;-;-;-;-;-;-;-;-;-;-;-;-;126;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;114113
10/2025;qtd_aprovada;"520050 ALOANDIA";22;61;-;-;-;-;-;-;-;-;-;-;-;-;-;16;1666;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;1780
10/2025;qtd_aprovada;"520055 ALTO HORIZONTE";4;6;-;1710;-;393;175;-;-;-;-;-;160;-;-;2074;17256;325;-;-;-;-;478;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;22650
10/2025;qtd_aprovada;"520060 ALTO PARAISO DE GOIAS";-;96;-;3388;-;305;95;-;-;-;-;-;56;-;3;148;10304;-;71;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;14507
10/2025;qtd_aprovada;"520080 ALVORADA DO NORTE";7;96;-;3602;-;408;113;-;-;-;-;-;141;-;-;14;6237;267;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10890
10/2025;qtd_aprovada;"520082 AMARALINA";-;-;-;1072;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;1092
10/2025;qtd_aprovada;"520085 AMERICANO DO BRASIL";1096;10;-;25;-;200;-;-;-;-;-;-;-;-;-;81;5622;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;7061
