periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
10/2025;qtd_aprovada;"315725 SANTA BARBARA DO LESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"315727 SANTA BARBARA DO MONTE VERDE";-;4;-;-;-;-;-;-;-;-;-;-;34;-;-;-;195;307;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1164;-;-;-;-;-;-;1731
10/2025;qtd_aprovada;"315730 SANTA BARBARA DO TUGURIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"315733 SANTA CRUZ DE MINAS";619;7;27;-;-;12;-;-;-;-;-;-;-;-;-;112;2533;-;-;-;-;-;165;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3523
10/2025;qtd_aprovada;"315737 SANTA CRUZ DE SALINAS";-;12;-;816;-;156;84;-;-;-;-;-;-;-;-;-;173;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4522;-;-;-;-;-;-;5763
10/2025;qtd_aprovada;"315740 SANTA CRUZ DO ESCALVADO";-;-;-;-;-;-;-;-;-;-;-;-;81;-;-;-;125;94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;300
10/2025;qtd_aprovada;"315750 SANTA EFIGENIA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;561;-;-;-;-;-;-;561
10/2025;qtd_aprovada;"315760 SANTA FE DE MINAS";65;11;20;536;-;72;-;-;-;-;-;-;25;-;-;2;321;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;4318;-;-;-;-;-;-;5401
10/2025;qtd_aprovada;"315765 SANTA HELENA DE MINAS";-;18;-;1473;-;-;-;-;-;-;-;-;-;-;-;-;4;113;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;2307;-;-;-;-;-;-;3971
10/2025;qtd_aprovada;"315770 SANTA JULIANA";-;50;-;7177;-;-;-;-;-;-;-;-;-;-;-;-;3775;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;51;-;-;-;-;-;-;11074
10/2025;qtd_aprovada;"315780 SANTA LUZIA";189;262;203;106963;169;5286;112;195;-;-;76;-;1928;-;-;354;28196;17312;-;-;-;-;-;-;-;-;-;85;-;18;5;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;435;-;-;-;-;-;-;-;-;-;161811
10/2025;qtd_aprovada;"315790 SANTA MARGARIDA";16;57;-;-;-;-;-;-;-;-;-;-;-;-;-;22;203;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;298
10/2025;qtd_aprovada;"315800 SANTA MARIA DE ITABIRA";-;8;-;6512;-;191;-;-;-;-;-;-;41;-;-;-;1115;323;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8194
10/2025;qtd_aprovada;"315810 SANTA MARIA DO SALTO";-;-;-;488;-;-;-;-;-;-;-;-;-;-;-;-;860;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;898;-;-;-;-;-;-;2271
10/2025;qtd_aprovada;"315820 SANTA MARIA DO SUACUI";-;8;5;6892;-;983;88;106;31;-;30;-;182;-;-;-;3412;400;60;-;-;-;-;-;-;-;-;46;-;9;10;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;8345;-;-;-;-;-;-;20635
10/2025;qtd_aprovada;"315830 SANTANA DA VARGEM";362;-;-;-;-;61;-;-;-;-;-;-;-;-;-;225;7327;-;-;-;-;-;694;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;1;-;-;-;-;-;-;-;-;-;-;-;480;-;-;-;-;-;-;9216
10/2025;qtd_aprovada;"315840 SANTANA DE CATAGUASES";-;8;17;-;-;-;-;-;-;-;-;-;34;-;-;-;49;87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1082;-;-;-;-;-;-;1277
10/2025;qtd_aprovada;"315850 SANTANA DE PIRAPAMA";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1690;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1930;-;-;-;-;-;-;3626
10/2025;qtd_aprovada;"315860 SANTANA DO DESERTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"315870 SANTANA DO GARAMBEU";-;7;-;359;-;-;99;-;-;-;-;-;-;-;-;-;31;171;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1947;-;-;-;-;-;-;2614
10/2025;qtd_aprovada;"315880 SANTANA DO JACARE";-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;141;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;267
10/2025;qtd_aprovada;"315890 SANTANA DO MANHUACU";200;26;-;985;-;198;-;-;-;-;-;-;200;-;-;-;1985;351;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1311;-;-;-;-;-;-;5276
10/2025;qtd_aprovada;"315895 SANTANA DO PARAISO";12;-;743;14967;-;-;-;-;-;-;-;-;-;-;-;149;3652;621;-;-;-;-;280;-;-;-;-;55;-;16;-;-;-;-;-;-;-;-;-;86;-;-;-;-;-;-;-;-;-;-;-;75;-;-;1724;-;-;-;-;-;-;22380
10/2025;qtd_aprovada;"315900 SANTANA DO RIACHO";-;-;-;4654;-;-;3;-;-;-;-;-;-;-;-;-;1901;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3504;-;-;-;-;-;-;10069
10/2025;qtd_aprovada;"315910 SANTANA DOS MONTES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1324;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;458;-;-;-;-;-;-;1782
10/2025;qtd_aprovada;"315920 SANTA RITA DE CALDAS";-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3051;253;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1350;-;-;-;-;-;-;4675
10/2025;qtd_aprovada;"315930 SANTA RITA DE JACUTINGA";7;-;-;1883;-;-;-;-;-;-;-;-;-;-;-;-;1616;257;-;-;-;-;16;-;49;-;-;15;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;893;-;-;-;-;-;-;4790
10/2025;qtd_aprovada;"315935 SANTA RITA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"315940 SANTA RITA DE IBITIPOCA";20;49;-;-;-;-;-;-;-;-;-;-;68;-;-;-;372;117;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;860;-;-;-;-;-;-;1506
10/2025;qtd_aprovada;"315950 SANTA RITA DO ITUETO";-;4;300;2227;-;-;-;-;-;-;-;-;110;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1409;-;-;-;-;-;-;4105
10/2025;qtd_aprovada;"315960 SANTA RITA DO SAPUCAI";1;-;-;2770;-;889;3;110;-;-;-;-;383;-;-;4684;26393;3778;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;1;-;-;-;39097
10/2025;qtd_aprovada;"315970 SANTA ROSA DA SERRA";1198;6;-;790;-;-;38;-;-;-;-;-;-;-;-;-;1184;64;-;-;-;-;199;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3505
10/2025;qtd_aprovada;"315980 SANTA VITORIA";5608;80;-;16066;-;7;495;-;-;-;-;-;265;-;-;-;13118;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;34;7;-;-;35710
10/2025;qtd_aprovada;"315990 SANTO ANTONIO DO AMPARO";-;-;764;8058;-;709;173;81;-;-;20;-;329;-;-;195;13268;715;-;-;-;-;-;-;-;-;-;77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2125;-;-;6321;-;-;-;-;-;-;32835
10/2025;qtd_aprovada;"316000 SANTO ANTONIO DO AVENTUREIRO";-;15;-;288;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1563;-;-;-;-;-;-;1921
10/2025;qtd_aprovada;"316010 SANTO ANTONIO DO GRAMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;128;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;128
10/2025;qtd_aprovada;"316020 SANTO ANTONIO DO ITAMBE";-;-;-;1273;-;-;-;-;-;-;-;-;46;-;-;-;-;207;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3008;-;-;-;-;-;-;4534
10/2025;qtd_aprovada;"316030 SANTO ANTONIO DO JACINTO";200;-;-;-;-;66;-;-;-;-;-;-;-;-;-;-;17;275;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;3598;-;-;-;-;-;-;4178
10/2025;qtd_aprovada;"316040 SANTO ANTONIO DO MONTE";129;15;81;35220;24;2008;385;446;-;-;15;-;1420;-;-;34;29776;1572;15;-;-;1;458;-;60;-;-;150;-;-;32;-;-;-;5;-;-;-;-;53;-;-;1;-;-;-;-;-;-;-;-;22;-;-;6196;-;29;32;-;-;121;78300
10/2025;qtd_aprovada;"316045 SANTO ANTONIO DO RETIRO";4;-;-;2273;-;-;-;-;-;-;-;-;149;-;-;-;164;-;-;-;-;-;-;-;-;-;-;5;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;2854;-;-;-;-;-;-;5486
10/2025;qtd_aprovada;"316050 SANTO ANTONIO DO RIO ABAIXO";-;-;-;118;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;118
10/2025;qtd_aprovada;"316060 SANTO HIPOLITO";881;-;-;2341;-;-;-;-;-;-;-;-;120;-;-;-;453;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;4461;-;-;-;-;-;-;8278
10/2025;qtd_aprovada;"316070 SANTOS DUMONT";19;138;30;17710;-;1233;-;300;-;-;32;-;237;-;-;260;14672;2906;35;-;-;-;230;-;-;-;-;70;-;1;-;-;-;4;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1370;-;-;-;-;-;-;39317
10/2025;qtd_aprovada;"316080 SAO BENTO ABADE";-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;678;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1383;-;-;-;-;-;-;2196
10/2025;qtd_aprovada;"316090 SAO BRAS DO SUACUI";1270;53;22;4996;-;-;-;-;-;-;-;-;-;-;-;323;6645;46;-;-;-;-;601;-;-;-;-;1;-;5;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;233;-;-;-;-;-;-;14214
10/2025;qtd_aprovada;"316095 SAO DOMINGOS DAS DORES";-;-;-;-;-;-;-;-;-;-;-;-;83;-;-;-;773;284;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1152;-;-;-;-;-;-;2292
10/2025;qtd_aprovada;"316100 SAO DOMINGOS DO PRATA";-;15;92;13792;-;462;-;-;-;-;-;-;242;-;-;-;5577;507;7;-;-;-;-;-;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5573;-;-;-;-;-;-;26359
10/2025;qtd_aprovada;"316105 SAO FELIX DE MINAS";540;24;1;-;-;10;-;-;-;-;-;-;14;-;-;191;2309;395;-;-;-;-;81;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;20;-;-;3468;-;-;-;-;-;-;7115
10/2025;qtd_aprovada;"316110 SAO FRANCISCO";-;41;20;3886;-;2138;238;14;-;-;-;-;898;-;-;5;13996;210;19;-;-;-;-;-;-;-;-;349;-;6;90;-;3;79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;7536;-;-;-;-;-;-;29548
10/2025;qtd_aprovada;"316120 SAO FRANCISCO DE PAULA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;277;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;2483;-;-;-;-;-;-;2786
10/2025;qtd_aprovada;"316130 SAO FRANCISCO DE SALES";1690;11;-;1007;-;210;93;-;-;-;-;-;98;-;-;67;181;85;-;-;-;-;-;-;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2242;-;-;-;-;-;-;5769
10/2025;qtd_aprovada;"316140 SAO FRANCISCO DO GLORIA";72;10;-;1647;-;-;-;-;-;-;-;-;-;-;-;18;5494;324;-;-;-;-;-;-;137;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;1861;-;-;-;-;-;-;9577
10/2025;qtd_aprovada;"316150 SAO GERALDO";-;-;-;3905;-;-;-;-;-;-;-;-;-;-;-;-;756;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;1651;-;-;-;-;-;-;6339
10/2025;qtd_aprovada;"316160 SAO GERALDO DA PIEDADE";-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;2;747;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;840;-;-;-;-;-;-;1620
10/2025;qtd_aprovada;"316165 SAO GERALDO DO BAIXIO";-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;231;312;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1482;-;-;-;-;-;-;2048
10/2025;qtd_aprovada;"316170 SAO GONCALO DO ABAETE";1;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;294;71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;339;-;-;-;-;-;-;770
10/2025;qtd_aprovada;"316180 SAO GONCALO DO PARA";2;15;-;5546;-;208;-;-;-;-;-;-;35;-;-;151;7096;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1351;-;-;-;-;-;-;14424
10/2025;qtd_aprovada;"316190 SAO GONCALO DO RIO ABAIXO";-;41;1827;11754;-;832;-;-;-;-;-;-;69;-;-;-;6587;353;-;-;-;-;-;-;78;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;360;-;-;-;-;-;-;21916
10/2025;qtd_aprovada;"316200 SAO GONCALO DO SAPUCAI";-;46;-;7961;-;381;-;-;-;-;-;-;138;-;-;-;12681;645;11;-;-;-;-;-;-;-;-;123;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;2896;-;-;-;-;-;-;24928
10/2025;qtd_aprovada;"316210 SAO GOTARDO";4949;91;8;15749;-;1389;404;21;-;-;20;-;246;-;-;158;16606;1783;-;-;557;-;52;-;-;-;-;151;-;-;-;-;-;-;4;-;-;-;-;-;1;-;-;12;-;-;-;-;-;-;-;-;-;-;3976;-;-;-;4;-;-;46181
10/2025;qtd_aprovada;"316220 SAO JOAO BATISTA DO GLORIA";7;35;4;9289;-;500;-;-;-;-;-;-;84;-;-;262;5564;259;-;-;-;-;201;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;20;-;-;676;-;-;-;-;-;-;16953
10/2025;qtd_aprovada;"316225 SAO JOAO DA LAGOA";2;3;39;53;-;-;-;-;-;-;-;-;-;-;-;-;1248;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1269;-;-;-;-;-;-;2614
10/2025;qtd_aprovada;"316230 SAO JOAO DA MATA";-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;490;-;-;-;-;-;-;586
10/2025;qtd_aprovada;"316240 SAO JOAO DA PONTE";52;84;-;13614;-;19;238;-;-;-;-;-;105;-;-;13;6707;-;1;-;-;-;162;-;-;-;-;9;-;-;195;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;81;-;-;5424;-;-;-;-;-;-;26732
10/2025;qtd_aprovada;"316245 SAO JOAO DAS MISSOES";12077;-;30;2435;-;-;-;-;-;-;-;-;-;-;-;167;7561;-;-;-;-;-;349;-;-;-;-;10;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;3348;-;-;-;-;-;-;26016
10/2025;qtd_aprovada;"316250 SAO JOAO DEL REI";6796;-;324;24630;913;1213;139;877;22;50;48;-;353;133;-;1806;48911;647;100;669;2354;2291;471;-;282;-;-;109;-;6;-;-;-;12;20;-;-;-;-;73;-;-;6;38;9;-;-;-;-;-;184239;350;65;-;21393;-;-;-;-;-;-;299349
10/2025;qtd_aprovada;"316255 SAO JOAO DO MANHUACU";-;8;-;4384;-;-;-;-;-;-;-;-;-;-;-;-;5365;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2182;-;-;-;-;-;-;11939
10/2025;qtd_aprovada;"316257 SAO JOAO DO MANTENINHA";714;-;-;6173;-;48;-;-;-;-;-;-;-;-;-;164;4774;132;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4297;-;-;-;-;-;-;16302
10/2025;qtd_aprovada;"316260 SAO JOAO DO ORIENTE";857;-;75;338;-;26;-;-;-;-;-;-;-;-;-;497;6984;251;-;-;-;-;211;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4230;-;-;-;-;-;-;13513
10/2025;qtd_aprovada;"316265 SAO JOAO DO PACUI";503;-;145;-;-;-;-;-;-;-;-;-;-;-;-;133;1561;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;2337;-;-;-;-;-;-;4705
10/2025;qtd_aprovada;"316270 SAO JOAO DO PARAISO";1018;72;4;6720;-;782;142;-;-;-;-;-;126;-;-;128;6401;345;5;-;-;-;167;-;-;-;-;42;-;6;-;-;-;-;-;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;35;-;-;10018;-;-;-;-;-;-;26098
10/2025;qtd_aprovada;"316280 SAO JOAO EVANGELISTA";8;44;-;-;-;295;-;65;-;-;-;-;150;-;-;-;5476;194;-;-;-;-;-;-;-;-;-;18;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;-;-;2983;-;-;-;-;-;-;9336
10/2025;qtd_aprovada;"316290 SAO JOAO NEPOMUCENO";189;-;17;14527;-;1507;477;296;118;-;64;-;293;-;37;89;14366;1840;-;-;-;-;354;-;23;-;-;74;-;1;-;-;-;-;-;-;-;-;-;329;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;34620
10/2025;qtd_aprovada;"316292 SAO JOAQUIM DE BICAS";32;-;1;22845;-;1621;301;-;-;-;-;-;365;-;-;1679;32402;84;26;-;-;-;216;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59673
10/2025;qtd_aprovada;"316294 SAO JOSE DA BARRA";-;-;-;-;-;-;9;-;-;-;-;-;25;-;-;22;5367;420;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;1216;-;-;-;-;-;-;7070
10/2025;qtd_aprovada;"316295 SAO JOSE DA LAPA";3489;25;91;6461;-;-;-;-;-;-;-;-;161;-;-;554;14200;-;-;-;-;-;-;-;-;-;-;29;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;456;-;-;-;-;-;-;25468
10/2025;qtd_aprovada;"316300 SAO JOSE DA SAFIRA";-;2;-;-;-;-;-;-;-;-;-;-;15;-;-;-;826;333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;752;-;-;-;-;-;-;1948
10/2025;qtd_aprovada;"316310 SAO JOSE DA VARGINHA";1271;-;-;-;-;-;-;-;-;-;-;-;71;-;-;-;3361;-;-;-;-;-;126;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4843
10/2025;qtd_aprovada;"316320 SAO JOSE DO ALEGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
