periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
04/2024;qtd_aprovada;"130060 BENJAMIN CONSTANT";560;-;-;3986;-;-;713;-;-;-;-;-;106;-;-;416;920;-;-;-;-;-;-;-;-;136;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6837
04/2024;qtd_aprovada;"130063 BERURI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2024;qtd_aprovada;"130068 BOA VISTA DO RAMOS";-;399;-;4426;-;286;116;-;-;-;-;-;-;-;1;-;5060;91;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;10416
04/2024;qtd_aprovada;"130070 BOCA DO ACRE";356;133;-;27126;-;4709;93;-;-;-;-;-;124;-;-;-;4459;-;-;-;-;-;845;-;-;-;-;-;-;-;-;-;-;-;-;-;-;806;-;-;-;-;-;-;-;-;-;36;-;-;-;38687
04/2024;qtd_aprovada;"130080 BORBA";276;73;15;214;-;270;169;-;-;-;-;-;48;-;-;354;5757;362;-;-;-;-;-;116;-;256;-;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7915
04/2024;qtd_aprovada;"130083 CAAPIRANGA";-;34;-;1314;-;127;106;-;-;-;-;-;39;-;-;-;3099;-;-;-;-;-;-;-;-;97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;4836
04/2024;qtd_aprovada;"130090 CANUTAMA";-;-;-;936;-;354;-;-;-;-;-;-;69;-;-;71;3639;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5097
04/2024;qtd_aprovada;"130100 CARAUARI";-;404;-;17553;-;555;18;-;-;-;-;-;215;-;-;4;8471;-;-;-;-;-;-;-;-;224;-;-;-;-;-;16;-;-;-;-;-;-;17;41;-;-;-;-;-;-;-;1;-;-;-;27519
04/2024;qtd_aprovada;"130110 CAREIRO";3;-;24;19680;-;493;159;-;-;-;-;-;150;-;1179;763;147851;-;201;-;-;-;-;250;-;87;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;178;171118
04/2024;qtd_aprovada;"130115 CAREIRO DA VARZEA";74;-;4240;4370;-;133;229;-;-;-;-;-;-;-;-;-;2541;-;-;-;-;-;118;-;-;32;-;1;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;11757
04/2024;qtd_aprovada;"130120 COARI";-;273;60;17892;-;2931;1696;-;-;-;102;-;508;-;16;2975;104242;3640;62;-;-;-;-;-;-;626;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;135025
04/2024;qtd_aprovada;"130130 CODAJAS";-;55;-;690;-;225;366;-;-;-;-;-;59;-;-;1;609;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2021
04/2024;qtd_aprovada;"130140 EIRUNEPE";1020;75;3267;4080;-;364;138;-;-;-;-;-;123;-;2;420;9298;152;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;19008
04/2024;qtd_aprovada;"130150 ENVIRA";2;-;1;5891;-;366;-;-;-;-;-;-;58;-;2;337;4032;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10689
04/2024;qtd_aprovada;"130160 FONTE BOA";1600;240;-;12515;-;50;280;-;-;-;-;-;950;-;-;4000;41323;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;23;-;-;-;61041
04/2024;qtd_aprovada;"130165 GUAJARA";17343;53;51;1070;-;233;-;-;-;-;-;-;24;-;-;321;43968;184;1;-;-;-;10;-;-;97;-;-;-;-;-;-;-;-;-;-;-;1451;-;-;-;-;-;-;-;-;-;-;-;-;-;64806
04/2024;qtd_aprovada;"130170 HUMAITA";7891;2170;42;25481;-;7790;391;320;-;-;-;24;2975;190;105;1357;77226;641;950;-;-;120;189;227;-;346;-;120;-;-;2;15;25;3;12;1;-;546;10;5;-;-;-;-;-;-;-;-;-;-;847;130021
04/2024;qtd_aprovada;"130180 IPIXUNA";-;-;-;5045;-;307;279;-;-;-;-;-;-;-;-;20;2660;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8326
04/2024;qtd_aprovada;"130185 IRANDUBA";-;45;-;4029;-;-;155;-;-;-;-;-;-;-;-;26;27266;-;33;-;-;-;-;-;-;246;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;25;-;-;-;31839
04/2024;qtd_aprovada;"130190 ITACOATIARA";1800;663;1749;84032;-;2069;1047;196;-;-;-;-;1615;228;158;3;97446;3857;33;-;-;261;-;-;-;944;-;33;-;-;50;-;-;-;-;-;-;-;-;115;-;-;-;-;-;-;-;-;-;-;3696;199995
04/2024;qtd_aprovada;"130195 ITAMARATI";-;-;-;6640;-;3940;99;-;-;-;-;-;80;-;-;390;1370;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;-;-;60;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;12719
04/2024;qtd_aprovada;"130200 ITAPIRANGA";-;-;-;3344;-;139;101;-;-;-;-;-;-;-;-;33;2606;-;-;-;-;-;-;-;-;220;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6443
04/2024;qtd_aprovada;"130210 JAPURA";-;35;-;1749;-;92;-;-;-;-;-;-;200;-;-;-;1189;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3265
04/2024;qtd_aprovada;"130220 JURUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2024;qtd_aprovada;"130230 JUTAI";-;-;-;54;-;69;105;-;-;-;-;-;-;-;-;10;375;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;620
04/2024;qtd_aprovada;"130240 LABREA";120;-;25;6676;-;574;27;-;-;-;-;-;-;-;-;24;5826;-;-;-;-;-;154;-;-;5;-;-;-;-;-;-;-;-;-;-;-;76;-;-;-;-;-;-;-;-;-;-;-;-;-;13507
04/2024;qtd_aprovada;"130250 MANACAPURU";10781;136;-;40382;-;2579;2009;-;-;-;-;-;8280;-;527;387;117043;-;4;-;-;294;-;-;-;190;-;-;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;182655
04/2024;qtd_aprovada;"130255 MANAQUIRI";-;15;-;3968;-;461;174;-;-;-;-;-;28;-;-;-;4268;95;-;-;-;8;-;390;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9407
04/2024;qtd_aprovada;"130260 MANAUS";38345;2395;4649;1456271;20863;57807;24727;18568;3899;756;3381;32;47182;26539;2655;17022;1335101;37751;813;2933;13984;13363;49795;4161;14;17521;1;477;2144;99;372;29;29;-;-;2;4;4781;1520;2103;239;88;25;24;2;1531;623281;11438;456;-;29742;3878914
04/2024;qtd_aprovada;"130270 MANICORE";1420;51;-;10688;-;428;420;-;-;-;-;-;513;-;-;3885;13759;631;2;-;-;14;-;-;-;578;-;30;81;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;105;-;-;40;32649
04/2024;qtd_aprovada;"130280 MARAA";11704;-;-;1521;-;307;215;-;-;-;-;-;-;-;-;436;10253;-;-;-;-;-;-;-;-;117;-;20;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24593
04/2024;qtd_aprovada;"130290 MAUES";36;7128;7;25662;-;1745;559;-;-;-;-;-;643;-;2;389;14897;1068;-;-;-;-;86;-;-;455;-;2;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;29;-;-;6630;59346
04/2024;qtd_aprovada;"130300 NHAMUNDA";-;-;-;6344;-;336;-;-;-;-;-;-;-;-;-;78;5069;-;-;-;-;-;-;-;-;118;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;11963
04/2024;qtd_aprovada;"130310 NOVA OLINDA DO NORTE";486;-;-;14700;-;509;121;-;-;-;-;-;37;-;-;309;25046;563;-;-;-;-;-;340;-;473;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;194;42778
04/2024;qtd_aprovada;"130320 NOVO AIRAO";-;-;-;7308;-;606;368;-;-;-;-;-;64;-;-;176;8847;-;-;-;-;-;-;-;-;102;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;17479
04/2024;qtd_aprovada;"130330 NOVO ARIPUANA";136;132;224;30657;-;1038;39;-;-;-;-;-;20;-;58;439;4634;360;-;-;-;-;-;-;-;178;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37919
04/2024;qtd_aprovada;"130340 PARINTINS";13029;-;657;44863;-;3096;1749;355;-;-;-;-;2254;364;115;3423;78761;260;73;-;-;389;692;-;-;1729;-;10;3;-;-;14;3;-;-;-;5;65;-;-;-;-;-;-;-;-;-;50;-;-;5520;157479
04/2024;qtd_aprovada;"130350 PAUINI";-;68;-;8819;-;200;204;-;-;-;-;-;17;-;-;-;1778;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;11126
04/2024;qtd_aprovada;"130353 PRESIDENTE FIGUEIREDO";-;324;-;19339;-;508;-;-;-;-;-;-;26;-;-;162;5344;543;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26278
04/2024;qtd_aprovada;"130356 RIO PRETO DA EVA";629;355;-;3851;-;2464;244;-;-;-;-;-;150;-;-;1401;39902;-;-;-;-;-;35;-;-;736;-;88;-;-;-;-;-;-;-;-;-;-;10;77;-;-;-;-;-;-;-;-;-;-;-;49942
04/2024;qtd_aprovada;"130360 SANTA ISABEL DO RIO NEGRO";7;6;-;2331;-;-;-;-;-;-;-;-;-;-;3;9;2363;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;4769
04/2024;qtd_aprovada;"130370 SANTO ANTONIO DO ICA";-;-;-;8106;-;224;-;-;-;-;-;-;-;-;121;1920;8164;-;-;-;-;10;-;-;-;31;-;7;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;24;-;-;-;18608
04/2024;qtd_aprovada;"130380 SAO GABRIEL DA CACHOEIRA";27;272;29;21;-;1012;102;-;-;-;-;-;16;-;-;386;4303;137;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6305
04/2024;qtd_aprovada;"130390 SAO PAULO DE OLIVENCA";-;-;-;6947;-;588;277;-;-;-;-;-;-;-;554;116;2938;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;11450
04/2024;qtd_aprovada;"130395 SAO SEBASTIAO DO UATUMA";-;-;-;3813;-;299;128;-;-;-;-;-;239;-;-;448;8572;535;7;-;-;-;-;-;-;242;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;27;-;-;64;14412
04/2024;qtd_aprovada;"130400 SILVES";-;-;-;4460;-;315;176;-;-;-;-;-;50;-;-;51;7500;-;-;-;-;-;199;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;124;12988
04/2024;qtd_aprovada;"130406 TABATINGA";43;169;-;4773;-;786;-;-;-;-;-;-;159;-;-;74;6694;104;-;-;-;31;265;-;-;5;-;-;-;-;-;-;-;-;-;-;-;200;-;-;-;-;-;-;-;-;-;-;-;-;-;13303
04/2024;qtd_aprovada;"130410 TAPAUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2024;qtd_aprovada;"130420 TEFE";516;1110;98;50337;-;6429;2300;-;-;-;59;-;580;-;4;1371;71630;4823;397;-;-;-;790;5654;-;636;-;-;-;-;-;-;-;-;-;-;2;110;-;482;-;-;-;-;-;-;-;76;-;-;3409;150813
04/2024;qtd_aprovada;"130423 TONANTINS";29732;-;-;1244;-;229;341;-;-;-;-;-;114;-;129;1875;140553;-;-;-;-;-;-;-;-;832;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;175049
04/2024;qtd_aprovada;"130426 UARINI";-;-;-;6537;-;455;181;-;-;-;-;-;47;-;-;45;2073;-;18;-;-;-;-;-;-;-;-;1;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9375
04/2024;qtd_aprovada;"130430 URUCARA";-;70;-;5955;-;130;115;-;-;-;-;-;31;-;-;49;2803;-;2;-;-;-;-;-;-;45;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58;9262
04/2024;qtd_aprovada;"130440 URUCURITUBA";-;29;-;3074;-;179;-;-;-;-;-;-;-;-;22;-;1384;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4714
04/2024;qtd_aprovada;" MUNICIPIO IGNORADO - RR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2024;qtd_aprovada;"140002 AMAJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
04/2024;qtd_aprovada;"140005 ALTO ALEGRE";715;16;-;2087;-;400;-;-;-;-;-;-;-;-;20;117;5640;252;-;-;-;-;7;-;-;12;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;9300
04/2024;qtd_aprovada;"140010 BOA VISTA";58287;764;3128;171790;1791;14672;2404;1206;1047;48;160;4;5749;7275;161;7364;184860;2012;1016;448;3697;1417;9539;1217;-;179;-;76;760;1;1;-;1;-;-;-;-;664;-;45;71;-;-;-;-;-;97557;1094;44;-;29698;610247
04/2024;qtd_aprovada;"140015 BONFIM";4;97;-;283;-;-;-;-;-;-;-;-;-;-;-;42;2135;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;2572
04/2024;qtd_aprovada;"140017 CANTA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;360;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;361
04/2024;qtd_aprovada;"140020 CARACARAI";-;47;-;1829;-;435;-;-;-;-;-;-;9;-;-;159;5448;-;-;-;-;-;-;-;-;62;-;1;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;8009
04/2024;qtd_aprovada;"140023 CAROEBE";-;-;-;1298;-;30;-;-;-;-;-;-;-;-;-;390;3831;245;-;-;-;-;-;-;-;57;-;8;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;5890
04/2024;qtd_aprovada;"140028 IRACEMA";32;4;18;847;-;-;-;-;-;-;-;-;-;-;-;299;4256;-;-;-;-;-;25;-;-;19;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;5534
04/2024;qtd_aprovada;"140030 MUCAJAI";-;-;-;249;-;773;-;-;-;-;-;-;-;-;-;269;6819;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57;-;-;-;8227
04/2024;qtd_aprovada;"140040 NORMANDIA";5;-;-;466;-;-;-;-;-;-;-;-;-;-;9;3;692;-;-;-;-;-;49;-;-;99;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;1363
04/2024;qtd_aprovada;"140045 PACARAIMA";94;11;-;1770;-;-;-;-;-;-;-;-;2;-;-;96;2502;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4475
04/2024;qtd_aprovada;"140047 RORAINOPOLIS";3048;49;-;7009;-;34;90;-;-;-;-;-;1080;-;-;689;21544;662;20;-;-;-;1;-;-;181;-;5;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;1220;35662
04/2024;qtd_aprovada;"140050 SAO JOAO DA BALIZA";-;30;-;981;-;-;-;-;-;-;-;-;-;-;6;18;1853;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;2910
04/2024;qtd_aprovada;"140060 SAO LUIZ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1370;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1370
04/2024;qtd_aprovada;"140070 UIRAMUTA";-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
04/2024;qtd_aprovada;" MUNICIPIO IGNORADO - PA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2024;qtd_aprovada;"150010 ABAETETUBA";311;54;5420;38180;-;4629;1874;349;-;-;236;-;989;715;-;5687;101825;-;2;-;-;595;898;-;-;472;-;267;-;-;-;-;-;-;-;-;16;293;-;-;-;-;-;-;-;-;3430;-;-;-;4226;170468
04/2024;qtd_aprovada;"150013 ABEL FIGUEIREDO";480;35;-;2043;-;99;60;-;-;-;-;-;-;-;-;84;2726;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5535
04/2024;qtd_aprovada;"150020 ACARA";-;-;-;12911;-;413;236;-;-;-;-;-;-;-;-;166;38682;-;-;-;-;-;-;-;-;115;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4686;57209
04/2024;qtd_aprovada;"150030 AFUA";-;54;-;2091;193;226;97;-;-;-;-;-;-;-;-;-;737;-;-;-;-;-;-;-;-;108;-;-;-;-;-;-;-;-;-;-;-;290;-;-;-;-;-;-;-;-;-;-;-;-;-;3796
04/2024;qtd_aprovada;"150034 AGUA AZUL DO NORTE";-;139;-;24873;93;806;52;-;-;-;1;-;59;-;13;202;3387;-;65;-;-;-;-;-;-;16;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1827;31557
04/2024;qtd_aprovada;"150040 ALENQUER";26;80;-;4434;-;559;120;-;-;-;-;-;131;-;-;42;3031;2006;2;-;-;-;86;-;-;206;-;53;-;-;-;4;7;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;4000;14835
04/2024;qtd_aprovada;"150050 ALMEIRIM";-;504;-;10131;-;1296;382;-;-;-;-;-;47;-;98;102;26430;1962;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5257;46212
04/2024;qtd_aprovada;"150060 ALTAMIRA";2509;587;108;78517;800;5873;1255;569;26;-;112;-;2868;694;9;1494;97317;8960;901;-;1369;463;176;-;-;197;-;31;178;-;-;-;37;-;100;-;8;-;-;9;21;-;-;-;-;-;22279;39;45;-;19459;247010
04/2024;qtd_aprovada;"150070 ANAJAS";-;74;1302;8341;-;189;-;-;-;-;-;-;-;-;-;-;3639;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;13586
04/2024;qtd_aprovada;"150080 ANANINDEUA";3171;-;-;102527;-;26159;2159;2297;763;-;65;-;6642;2;-;3105;536039;939;6603;-;3572;1;1060;37;-;694;-;624;284;8;-;-;-;-;-;-;91;381;-;-;63;-;-;-;-;-;20136;89;22;-;714;718247
04/2024;qtd_aprovada;"150085 ANAPU";-;99;-;6437;-;297;68;-;-;-;-;-;-;-;-;157;4780;144;-;-;-;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;12113
04/2024;qtd_aprovada;"150090 AUGUSTO CORREA";-;-;-;2349;374;-;400;-;-;-;-;-;30;-;-;-;3358;1270;-;-;-;-;-;-;-;505;-;60;-;80;9;9;119;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;8613
04/2024;qtd_aprovada;"150095 AURORA DO PARA";-;82;-;1535;-;-;66;-;-;-;-;-;23;-;-;51;6272;117;-;-;-;-;-;-;-;71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;3742;12011
04/2024;qtd_aprovada;"150100 AVEIRO";13;189;209;4;-;-;-;-;-;-;-;-;-;-;1;369;1239;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2024
04/2024;qtd_aprovada;"150110 BAGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;24
04/2024;qtd_aprovada;"150120 BAIAO";145;31;52;3276;-;1080;273;-;-;-;-;-;173;-;-;751;14435;19;-;-;-;-;-;-;-;558;-;4;-;-;-;-;-;-;-;-;-;-;122;-;-;-;-;-;-;-;-;-;-;-;-;20919
04/2024;qtd_aprovada;"150125 BANNACH";5;18;201;1957;16;28;-;-;-;-;-;-;2;-;31;101;1315;-;-;-;-;-;60;14;-;1;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;299;4078
04/2024;qtd_aprovada;"150130 BARCARENA";25439;878;602;81078;3799;3926;2123;456;27;-;138;-;1760;-;-;3958;106889;912;17;-;-;-;114;436;-;1038;-;24;-;-;-;-;1;-;-;-;8;102;3;-;-;-;-;-;-;-;-;-;-;-;8054;241782
04/2024;qtd_aprovada;"150140 BELEM";15224;4855;9895;886124;10840;44051;12621;12148;2015;469;2500;171;118229;23426;26;68617;986277;188782;5602;4591;13521;10760;14057;755;-;3430;-;385;5702;-;37;41;88;1;-;1;45;2852;2116;76;148;630;-;-;-;456;449945;20872;259;-;30239;2952879
04/2024;qtd_aprovada;"150145 BELTERRA";-;-;4;-;-;-;7;-;-;-;-;-;-;-;-;1947;309087;151;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311196
04/2024;qtd_aprovada;"150150 BENEVIDES";1610;218;75;13701;360;1830;185;-;-;-;165;-;672;-;-;320;45955;675;-;-;-;-;784;-;-;109;-;-;-;-;-;-;-;-;-;-;-;349;-;-;-;-;-;-;-;-;819;30;-;-;28;67885
04/2024;qtd_aprovada;"150157 BOM JESUS DO TOCANTINS";-;-;-;3587;160;87;78;-;-;-;-;-;-;-;-;30;254;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;505;4701
04/2024;qtd_aprovada;"150160 BONITO";-;-;-;2021;-;-;-;-;-;-;-;-;42;-;-;7028;34475;652;-;-;-;-;-;-;-;3678;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;342;48238
04/2024;qtd_aprovada;"150170 BRAGANCA";478;221;-;12745;325;1166;420;559;-;-;35;-;2411;-;-;-;32841;2745;42;-;964;-;235;-;-;77;-;223;699;88;49;-;67;-;23;-;-;170;-;-;9;-;-;-;-;-;561;70;21;-;-;57244
04/2024;qtd_aprovada;"150172 BRASIL NOVO";503;169;-;6086;67;266;151;-;-;-;13;-;42;-;1;-;11152;996;-;-;-;-;956;-;-;108;-;5;-;-;-;-;-;-;-;-;-;183;-;83;-;-;-;-;-;-;-;30;-;-;-;20811
