periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
11/2025;qtd_aprovada;"314730 PARAISOPOLIS";2856;49;-;9107;-;1031;97;-;-;-;-;-;213;-;-;23;5337;591;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3498;-;-;-;-;-;-;22825
11/2025;qtd_aprovada;"314740 PARAOPEBA";218648;85;5888;5312;-;266;-;-;-;-;-;-;599;-;-;551;17027;1438;-;-;-;-;169;-;-;-;-;13;-;15;-;-;-;-;-;-;-;-;-;74;8;-;-;-;-;-;-;-;-;-;-;51;-;-;4361;-;-;-;-;-;-;254505
11/2025;qtd_aprovada;"314750 PASSABEM";4;-;-;534;-;-;-;-;-;-;-;-;-;-;-;23;429;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1694;-;-;-;-;-;-;2684
11/2025;qtd_aprovada;"314760 PASSA QUATRO";234;55;1441;4711;-;297;-;-;-;-;-;-;176;-;-;-;8305;525;-;-;-;-;199;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;33;-;-;5122;-;-;-;-;-;-;21113
11/2025;qtd_aprovada;"314770 PASSA TEMPO";-;29;-;4877;-;215;127;-;-;-;-;-;106;-;-;-;2596;441;-;-;-;-;-;-;-;-;-;96;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;3961;-;-;-;-;-;-;12472
11/2025;qtd_aprovada;"314780 PASSA VINTE";-;11;174;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;209
11/2025;qtd_aprovada;"314790 PASSOS";73114;182;930;64094;2825;5589;1124;1032;335;104;93;8;3804;189;1;4361;113545;2912;1242;1604;3592;2034;2325;-;162;-;-;757;-;10;43;1;4;-;12;-;-;-;-;353;1;-;37;55;155;-;-;-;115;-;351617;89;77;-;5550;-;-;-;-;-;178;644255
11/2025;qtd_aprovada;"314795 PATIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"314800 PATOS DE MINAS";527;1779;2251;86444;1340;8838;2443;2237;176;85;398;-;5057;779;-;2980;96109;6036;184;1054;2221;2421;972;-;1;-;17;529;-;43;241;1;110;28;25;-;-;4;-;205;3;-;454;-;56;-;-;-;-;-;399453;527;-;-;1196;-;944;382;301;-;-;628851
11/2025;qtd_aprovada;"314810 PATROCINIO";422;-;2403;72028;708;8044;473;465;86;17;88;-;6847;36;-;605;67759;981;2229;369;2157;24;959;-;38;-;-;102;-;14;213;-;-;-;8;-;-;-;-;433;-;-;-;19;-;-;-;-;-;-;-;62;30;-;8448;-;-;622;-;-;754;177443
11/2025;qtd_aprovada;"314820 PATROCINIO DO MURIAE";11;7;-;2460;-;5;-;-;-;-;-;-;70;-;-;-;738;300;-;-;-;-;406;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1026;-;-;-;-;-;-;5116
11/2025;qtd_aprovada;"314830 PAULA CANDIDO";-;29;-;4275;-;-;-;-;-;-;-;-;158;-;-;191;3408;-;-;-;-;-;-;-;-;-;-;11;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3425;-;-;-;-;-;-;11499
11/2025;qtd_aprovada;"314840 PAULISTAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;181;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;2778;-;-;-;-;-;-;2999
11/2025;qtd_aprovada;"314850 PAVAO";1144;3;-;-;-;-;-;-;-;-;-;-;107;-;-;-;419;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1913;-;-;-;-;-;-;3606
11/2025;qtd_aprovada;"314860 PECANHA";12414;21;35;1215;-;146;95;43;-;-;-;-;34;-;-;294;12027;-;-;-;-;-;225;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;43;-;-;4986;-;-;-;-;-;-;31598
11/2025;qtd_aprovada;"314870 PEDRA AZUL";6;216;2;7043;-;311;165;-;-;-;11;-;156;-;-;10;7783;392;26;-;-;-;-;-;-;-;-;65;-;1;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;112351;85;-;-;8160;-;-;-;-;-;-;136807
11/2025;qtd_aprovada;"314875 PEDRA BONITA";-;-;-;1630;-;-;-;-;-;-;-;-;-;-;-;-;509;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;1330;-;-;-;-;-;-;3496
11/2025;qtd_aprovada;"314880 PEDRA DO ANTA";-;43;-;1831;-;-;-;-;-;-;-;-;30;-;-;-;2466;279;-;-;-;-;-;-;-;-;-;103;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;943;-;-;-;-;-;-;5718
11/2025;qtd_aprovada;"314890 PEDRA DO INDAIA";-;8;-;2723;-;-;13;-;-;-;-;-;-;-;-;-;2595;254;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;587;-;-;-;-;-;-;6180
11/2025;qtd_aprovada;"314900 PEDRA DOURADA";-;11;-;2550;-;-;-;-;-;-;-;-;58;-;-;-;519;187;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;1194;-;-;-;-;-;-;4541
11/2025;qtd_aprovada;"314910 PEDRALVA";-;12;-;-;-;164;-;-;-;-;-;-;19;-;-;-;1784;-;-;-;-;-;22;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;2064
11/2025;qtd_aprovada;"314915 PEDRAS DE MARIA DA CRUZ";584;32;-;2895;-;-;-;-;-;-;-;-;-;-;-;43;3099;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;1557;-;-;-;-;-;-;8228
11/2025;qtd_aprovada;"314920 PEDRINOPOLIS";156;8;-;925;-;-;-;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;19;-;-;2988;-;-;-;-;-;-;4246
11/2025;qtd_aprovada;"314930 PEDRO LEOPOLDO";3778;35;212;7722;-;3283;349;-;-;-;-;-;615;-;-;896;239844;424;57;-;-;-;-;-;24;-;-;372;-;2;-;-;-;21;-;-;-;-;-;-;340;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;257974
11/2025;qtd_aprovada;"314940 PEDRO TEIXEIRA";-;7;-;-;-;-;-;-;-;-;-;-;54;-;-;-;879;735;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3594;-;-;-;-;-;-;5269
11/2025;qtd_aprovada;"314950 PEQUERI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
11/2025;qtd_aprovada;"314960 PEQUI";4551;64;29;4950;-;-;42;-;-;-;-;-;-;-;-;3;1702;82;-;-;-;-;-;-;-;-;-;12;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1731;-;-;-;-;-;-;13213
11/2025;qtd_aprovada;"314970 PERDIGAO";-;18;-;4364;-;926;114;-;-;-;-;-;91;-;3;38;5602;2409;-;-;-;-;-;-;-;-;-;5;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;900;-;-;4;4;-;-;14504
11/2025;qtd_aprovada;"314980 PERDIZES";1773;14;-;13939;-;1432;157;-;-;-;-;-;223;-;-;1798;18762;1880;7;-;-;-;160;-;-;-;-;91;-;7;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3291;-;-;-;-;-;-;43612
11/2025;qtd_aprovada;"314990 PERDOES";853;52;13;-;-;547;83;-;-;-;-;-;237;-;-;-;10483;887;-;-;-;-;748;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;13992
11/2025;qtd_aprovada;"314995 PERIQUITO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32
11/2025;qtd_aprovada;"315000 PESCADOR";527;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;170;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;2908;-;-;-;-;-;-;3660
11/2025;qtd_aprovada;"315010 PIAU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"315015 PIEDADE DE CARATINGA";1378;12;25;-;-;-;-;-;-;-;-;-;-;-;-;174;1824;470;-;-;-;-;38;-;-;-;-;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;1902;-;-;-;-;-;-;5928
11/2025;qtd_aprovada;"315020 PIEDADE DE PONTE NOVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"315030 PIEDADE DO RIO GRANDE";1615;6;18;1598;-;85;-;-;-;-;-;-;272;-;-;508;8639;58;-;-;-;-;883;-;40;-;-;3;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;55;-;-;4376;-;-;-;-;-;-;18186
11/2025;qtd_aprovada;"315040 PIEDADE DOS GERAIS";-;-;-;5309;-;196;149;-;-;-;-;-;156;-;-;-;4058;8;-;-;-;-;-;-;-;-;-;36;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;829;-;-;-;-;-;-;10792
11/2025;qtd_aprovada;"315050 PIMENTA";-;130;-;1684;-;352;-;-;-;-;-;-;-;-;-;-;6705;392;-;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;2581;-;-;-;-;-;-;11946
11/2025;qtd_aprovada;"315053 PINGO-D'AGUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"315057 PINTOPOLIS";-;5;-;225;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;264
11/2025;qtd_aprovada;"315060 PIRACEMA";3798;9;25;4636;-;404;-;-;-;-;-;-;126;-;-;397;2123;-;-;-;-;-;272;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;26;-;-;869;-;-;-;-;-;-;12734
11/2025;qtd_aprovada;"315070 PIRAJUBA";-;14;381;2134;-;233;-;-;-;-;-;-;84;-;10;50;136;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;606;-;-;-;-;-;-;3648
11/2025;qtd_aprovada;"315080 PIRANGA";89;17;-;4845;-;615;188;33;-;-;3;-;313;-;-;33;3314;196;58;-;-;-;255;-;-;-;-;99;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53;-;-;1548;-;-;-;-;-;-;11660
11/2025;qtd_aprovada;"315090 PIRANGUCU";20;19;-;-;-;-;-;-;-;-;-;-;-;-;-;10;908;-;-;-;-;-;93;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1216;-;-;-;-;-;-;2339
11/2025;qtd_aprovada;"315100 PIRANGUINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"315110 PIRAPETINGA";-;60;-;1720;-;390;-;-;-;-;-;-;9;-;-;1;3156;205;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1559;-;-;-;-;-;-;7147
11/2025;qtd_aprovada;"315120 PIRAPORA";1986;214;61;30439;671;1049;415;233;-;-;10;-;2531;17;-;352;29990;3705;944;-;1105;17;27;-;-;-;-;190;-;2;191;-;-;-;4;-;-;-;-;46;-;-;16;12;-;-;-;-;-;-;96357;979;6;-;9169;-;20;47;155;-;-;180960
11/2025;qtd_aprovada;"315130 PIRAUBA";-;-;-;2275;-;-;-;-;-;-;-;-;153;-;-;-;4127;88;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1322;-;-;-;-;-;-;7990
11/2025;qtd_aprovada;"315140 PITANGUI";-;127;-;11711;-;957;66;-;-;-;-;-;167;-;-;43;11103;39;-;-;-;-;-;-;-;-;-;38;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;4741;-;-;-;-;-;-;29013
11/2025;qtd_aprovada;"315150 PIUMHI";5482;205;38;14779;-;1180;985;230;174;-;243;-;1038;-;-;97;14837;2000;17;-;-;9;712;-;-;-;-;305;-;-;-;-;-;1;-;-;-;-;-;157;-;-;86;-;-;-;-;-;-;-;-;22;-;-;15409;-;-;40;10;15;142;58213
11/2025;qtd_aprovada;"315160 PLANURA";-;39;-;6277;-;-;-;-;-;-;-;-;69;-;-;156;9673;45;-;-;-;-;83;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;232;-;-;-;-;-;-;16585
11/2025;qtd_aprovada;"315170 POCO FUNDO";425;67;10;9870;-;598;257;8;-;-;142;-;778;-;-;181;10173;559;-;-;-;-;265;-;40;-;-;17;-;1;52;-;-;-;-;-;-;-;-;123;-;-;-;-;-;-;-;-;-;-;-;10;-;-;696;-;-;23;-;-;-;24295
11/2025;qtd_aprovada;"315180 POCOS DE CALDAS";75;563;650;100747;1590;2538;1578;660;208;129;67;8;5394;2957;-;679;107034;9165;43;1763;1451;1860;546;-;1;-;-;223;-;65;625;1;9;14;1;-;-;-;-;121;-;-;33;18;-;-;-;-;-;-;-;1578;20;-;171046;-;-;146;18;-;-;413624
11/2025;qtd_aprovada;"315190 POCRANE";-;-;-;-;-;603;-;-;-;-;-;-;-;-;-;-;1086;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;451;-;-;-;-;-;-;2140
11/2025;qtd_aprovada;"315200 POMPEU";3370;138;63;10101;-;354;5;-;-;-;-;-;143;-;-;256;9537;1265;7;-;-;-;-;-;4;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26504;-;-;-;-;-;-;51755
11/2025;qtd_aprovada;"315210 PONTE NOVA";10097;263;65;40068;1940;3685;193;1639;344;18;181;15;1493;272;7;83;39165;1538;1382;605;2351;1570;983;-;-;-;-;1417;-;1;68;-;12;13;104;-;-;1;-;285;-;-;44;26;-;-;-;-;-;-;241231;194;32;-;2358;-;-;-;-;-;-;353743
11/2025;qtd_aprovada;"315213 PONTO CHIQUE";-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;100;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1836;-;-;-;-;-;-;1952
11/2025;qtd_aprovada;"315217 PONTO DOS VOLANTES";1350;66;-;4035;-;-;-;-;-;-;-;-;87;-;-;119;4946;768;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;3266;-;-;-;-;-;-;14662
11/2025;qtd_aprovada;"315220 PORTEIRINHA";856;14;3;18403;-;615;-;-;-;-;-;-;181;-;-;67;9991;4395;16;-;-;-;2139;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;1076;-;-;-;-;-;-;-;-;-;-;-;109;-;-;-;-;-;-;-;-;-;37900
11/2025;qtd_aprovada;"315230 PORTO FIRME";12;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1377;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;2155;-;-;-;-;-;-;3622
11/2025;qtd_aprovada;"315240 POTE";2516;21;-;3475;-;-;40;-;-;-;-;-;-;-;-;-;3963;131;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;2837;-;-;-;-;-;-;13023
11/2025;qtd_aprovada;"315250 POUSO ALEGRE";49429;2593;1338;43973;3561;9512;2190;3470;152;118;155;6;4491;409;-;2719;111933;2916;30;1529;3063;2869;4802;-;188;-;-;576;-;26;372;-;35;-;-;-;-;-;-;152;-;-;73;20;201;-;-;-;46;-;623074;2778;34;-;709;-;-;-;-;-;85;879627
11/2025;qtd_aprovada;"315260 POUSO ALTO";-;53;1;34;-;-;-;-;-;-;-;-;10;-;-;-;2075;396;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3625;-;-;-;-;-;-;6199
11/2025;qtd_aprovada;"315270 PRADOS";840;11;35;670;-;372;-;-;-;-;-;-;121;-;-;467;10507;328;-;-;-;-;87;-;1;-;-;137;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2925;-;-;-;-;-;-;16505
11/2025;qtd_aprovada;"315280 PRATA";7148;6;-;18467;-;870;387;155;72;-;74;-;195;-;-;13;20536;502;-;-;-;-;174;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;48630
11/2025;qtd_aprovada;"315290 PRATAPOLIS";-;2;-;3375;-;424;-;-;-;-;-;-;112;-;44;45;2806;-;-;-;-;-;-;-;-;-;-;36;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;576;-;-;-;-;-;-;7427
11/2025;qtd_aprovada;"315300 PRATINHA";-;1;-;1255;-;116;25;-;-;-;-;-;40;-;-;-;176;-;-;-;-;-;-;-;-;-;-;33;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1784;-;-;-;-;-;-;3451
11/2025;qtd_aprovada;"315310 PRESIDENTE BERNARDES";-;-;-;1511;-;-;-;-;-;-;-;-;80;-;-;-;1093;546;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1581;-;-;-;-;-;-;4811
11/2025;qtd_aprovada;"315320 PRESIDENTE JUSCELINO";-;16;-;2133;-;-;-;-;-;-;-;-;-;-;-;-;13;333;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;1419;-;-;-;-;-;-;3938
11/2025;qtd_aprovada;"315330 PRESIDENTE KUBITSCHEK";1012;15;1770;99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1118;-;-;-;-;-;-;4014
11/2025;qtd_aprovada;"315340 PRESIDENTE OLEGARIO";5;207;-;11119;-;1019;-;-;-;-;-;-;87;-;-;-;5770;228;-;-;-;-;-;-;-;-;-;24;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;2086;-;-;-;-;-;-;20603
11/2025;qtd_aprovada;"315350 ALTO JEQUITIBA";313;-;48;1746;-;-;-;-;-;-;-;-;-;-;-;3;5439;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2876;-;-;-;-;-;-;10425
11/2025;qtd_aprovada;"315360 PRUDENTE DE MORAIS";433;17;-;2828;-;-;-;-;-;-;-;-;-;-;-;210;6834;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;698;-;-;-;-;-;-;11021
11/2025;qtd_aprovada;"315370 QUARTEL GERAL";505;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;622;478;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;124;-;-;-;-;-;-;1751
11/2025;qtd_aprovada;"315380 QUELUZITO";-;5;-;-;-;-;-;-;-;-;-;-;20;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;488;-;-;-;-;-;-;549
11/2025;qtd_aprovada;"315390 RAPOSOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"315400 RAUL SOARES";3;116;-;12745;-;406;73;108;-;-;-;-;351;-;-;7;7559;2720;4;-;-;-;-;-;-;-;-;27;-;1;120;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;3856;-;-;-;-;-;-;28103
11/2025;qtd_aprovada;"315410 RECREIO";-;9;-;-;-;258;-;-;-;-;-;-;-;-;-;-;1947;-;-;-;-;-;-;-;-;-;-;6;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;392;-;-;-;-;-;-;2648
11/2025;qtd_aprovada;"315415 REDUTO";-;17;-;1738;-;-;-;-;-;-;-;-;17;-;-;-;20;204;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1401;-;-;-;-;-;-;3397
11/2025;qtd_aprovada;"315420 RESENDE COSTA";1340;24;64;341;-;149;2;-;-;-;-;-;41;-;-;62;4895;-;-;-;-;-;690;-;1;-;-;32;-;7;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2436;-;-;-;-;-;-;10129
11/2025;qtd_aprovada;"315430 RESPLENDOR";-;21;1;9651;-;481;9;29;-;-;-;-;63;-;-;19;8413;384;8;-;-;-;-;-;-;-;-;46;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;2137;-;-;-;-;-;-;21297
