periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
09/2024;qtd_aprovada;"130083 CAAPIRANGA";-;36;-;708;-;82;116;-;-;-;-;-;47;-;-;-;4073;-;-;-;-;-;-;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;5174
09/2024;qtd_aprovada;"130090 CANUTAMA";-;21;-;749;-;316;133;-;-;-;-;-;100;-;-;206;3243;-;-;-;-;-;-;-;-;-;164;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4932
09/2024;qtd_aprovada;"130100 CARAUARI";-;16;-;14084;-;723;40;-;-;-;-;-;159;-;-;11;9186;-;-;-;-;-;-;-;-;-;290;-;-;-;-;-;23;-;-;-;-;-;-;22;23;-;-;-;-;-;-;-;-;-;-;-;-;24577
09/2024;qtd_aprovada;"130110 CAREIRO";25;-;21;14550;-;400;400;-;-;-;-;-;49;-;515;280;132962;-;297;-;-;-;-;-;1166;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;110;150776
09/2024;qtd_aprovada;"130115 CAREIRO DA VARZEA";48;-;3418;3478;-;123;194;-;-;-;-;-;-;-;-;-;1837;-;-;-;-;-;76;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9266
09/2024;qtd_aprovada;"130120 COARI";50;59;114;34552;-;2684;1622;-;-;-;49;-;499;-;-;3179;94621;3691;114;-;-;27;-;-;-;-;424;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;141686
09/2024;qtd_aprovada;"130130 CODAJAS";28;29;-;516;-;341;397;-;-;-;-;-;80;-;-;-;750;189;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2336
09/2024;qtd_aprovada;"130140 EIRUNEPE";2272;72;2261;2861;-;104;134;-;-;-;-;-;92;-;1;251;10518;284;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;18924
09/2024;qtd_aprovada;"130150 ENVIRA";-;-;608;3199;-;178;5;-;-;-;-;-;6;-;2;188;4999;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9197
09/2024;qtd_aprovada;"130160 FONTE BOA";1140;274;-;11315;-;45;-;-;-;-;-;-;-;-;-;2000;31525;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46354
09/2024;qtd_aprovada;"130165 GUAJARA";17343;53;55;1691;-;196;95;-;-;-;-;-;11;-;-;295;44672;-;1;-;-;-;60;-;-;-;135;-;-;-;-;-;-;-;-;-;-;-;1451;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66058
09/2024;qtd_aprovada;"130170 HUMAITA";8053;334;94;24697;-;5784;290;135;-;-;-;16;3018;90;-;1050;106057;439;1424;-;-;98;224;-;66;-;332;-;109;-;-;5;37;42;4;14;2;-;732;2;7;-;-;-;-;-;-;-;-;-;-;-;652;153807
09/2024;qtd_aprovada;"130180 IPIXUNA";-;-;-;4966;-;365;267;-;-;-;-;-;-;-;-;9;2503;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8130
09/2024;qtd_aprovada;"130185 IRANDUBA";-;34;-;3303;-;-;32;-;-;-;-;-;-;-;-;30;10161;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;13652
09/2024;qtd_aprovada;"130190 ITACOATIARA";1665;910;1225;70322;-;2708;1136;347;-;-;-;-;1744;228;215;-;100600;6259;86;-;-;234;-;-;-;-;1235;-;37;-;-;46;-;-;-;-;-;-;-;-;175;-;-;-;-;-;-;-;-;-;-;-;4386;193558
09/2024;qtd_aprovada;"130195 ITAMARATI";-;-;-;12205;-;6810;96;-;-;-;-;-;85;-;-;1065;2120;-;-;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;60;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;22575
09/2024;qtd_aprovada;"130200 ITAPIRANGA";-;-;-;1952;-;154;28;-;-;-;-;-;-;-;-;54;3857;-;-;-;-;-;-;-;-;-;273;-;-;127;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6445
09/2024;qtd_aprovada;"130210 JAPURA";-;51;-;2041;-;110;-;-;-;-;-;-;91;-;-;-;915;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;3229
09/2024;qtd_aprovada;"130220 JURUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;qtd_aprovada;"130230 JUTAI";-;-;-;83;-;208;19;-;-;-;-;-;-;-;-;9;457;-;-;-;-;-;-;-;-;-;56;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;844
09/2024;qtd_aprovada;"130240 LABREA";136;-;60;7624;-;1185;39;-;-;-;-;-;-;-;-;372;4195;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13663
09/2024;qtd_aprovada;"130250 MANACAPURU";2933;63;-;37739;-;3687;2964;-;-;-;-;-;9134;-;27;86;129125;-;12;-;-;-;-;-;-;-;129;-;-;-;-;-;-;-;1;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;185929
09/2024;qtd_aprovada;"130255 MANAQUIRI";-;16;-;675;-;158;147;-;-;-;-;-;31;-;-;-;3674;106;-;-;-;5;-;-;257;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5069
09/2024;qtd_aprovada;"130260 MANAUS";42840;79;8767;1207996;22960;64880;44733;14827;4556;791;3608;18;45857;25410;478;25603;1162856;37254;1104;4365;13305;14366;21977;-;3331;-;18114;4;493;2086;25;299;15;9;-;-;5;4;2615;2034;1658;146;47;-;-;5;816;-;595098;13592;227;-;19268;3428521
09/2024;qtd_aprovada;"130270 MANICORE";2160;21;-;26985;-;1136;803;-;-;-;-;-;404;-;-;582;21146;633;148;-;-;-;-;-;22;-;1296;-;26;115;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83;-;-;-;55584
09/2024;qtd_aprovada;"130280 MARAA";11680;-;-;2270;-;828;303;-;-;-;-;-;-;-;-;475;10395;-;-;-;-;-;-;-;-;-;270;-;72;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26362
09/2024;qtd_aprovada;"130290 MAUES";-;2671;1;23911;-;3210;795;-;-;-;-;-;579;-;1;1160;16824;963;-;-;-;-;82;-;-;-;486;-;8;-;-;1;1;-;6;-;4;-;11;-;-;-;-;-;-;-;-;-;-;23;-;-;5378;56115
09/2024;qtd_aprovada;"130300 NHAMUNDA";-;-;-;4981;-;488;225;-;-;-;-;-;-;-;-;-;4506;-;-;-;-;-;-;-;-;-;179;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;10384
09/2024;qtd_aprovada;"130310 NOVA OLINDA DO NORTE";244;-;-;16494;-;162;-;-;-;-;-;-;28;-;-;954;22360;903;-;-;-;-;-;-;357;-;516;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42018
09/2024;qtd_aprovada;"130320 NOVO AIRAO";-;-;-;3817;-;637;352;-;-;-;-;-;-;-;-;223;7728;-;-;-;-;-;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12844
09/2024;qtd_aprovada;"130330 NOVO ARIPUANA";39;50;197;25746;-;775;248;-;-;-;-;-;17;-;1;501;5499;162;2;-;-;-;-;-;-;-;289;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33528
09/2024;qtd_aprovada;"130340 PARINTINS";11281;-;484;43875;-;2136;1311;146;-;-;6;-;1921;253;1;712;72274;632;45;-;-;200;593;-;-;-;1794;-;15;96;-;-;-;1;1;-;1;6;50;-;-;-;-;-;-;-;-;-;-;63;-;-;8910;146807
09/2024;qtd_aprovada;"130350 PAUINI";-;325;-;7727;-;206;150;-;-;-;6;-;24;-;-;-;3840;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;12302
09/2024;qtd_aprovada;"130353 PRESIDENTE FIGUEIREDO";-;303;-;14030;-;456;-;-;-;-;-;-;-;-;-;231;4704;417;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20179
09/2024;qtd_aprovada;"130356 RIO PRETO DA EVA";780;-;-;5018;-;1350;100;-;-;-;-;-;63;-;-;1150;33300;-;-;-;-;-;-;-;-;-;688;-;38;-;-;-;-;-;-;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;-;42568
09/2024;qtd_aprovada;"130360 SANTA ISABEL DO RIO NEGRO";-;-;-;1775;-;92;1;-;-;-;-;-;-;-;4;74;3280;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;5282
09/2024;qtd_aprovada;"130370 SANTO ANTONIO DO ICA";-;-;-;9570;-;272;-;-;-;-;-;-;-;-;36;768;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10688
09/2024;qtd_aprovada;"130380 SAO GABRIEL DA CACHOEIRA";153;151;3;2525;-;-;83;-;-;-;-;-;24;-;-;712;6932;88;-;-;-;-;-;-;-;-;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10756
09/2024;qtd_aprovada;"130390 SAO PAULO DE OLIVENCA";30;-;-;11539;-;1214;297;-;-;-;-;-;-;-;512;65;3576;-;-;-;-;-;117;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;37;-;-;-;17415
09/2024;qtd_aprovada;"130395 SAO SEBASTIAO DO UATUMA";38;-;-;2423;-;261;268;-;-;-;-;-;271;-;-;253;8225;612;10;-;-;-;-;-;-;-;254;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;37;-;-;56;12750
09/2024;qtd_aprovada;"130400 SILVES";-;-;-;2963;-;207;-;-;-;-;-;-;34;-;-;159;6061;-;-;-;-;-;-;-;-;-;90;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1598;11115
09/2024;qtd_aprovada;"130406 TABATINGA";136;94;-;9735;-;2497;53;-;-;-;-;-;202;-;-;35;13917;135;3;-;-;28;665;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;362;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27905
09/2024;qtd_aprovada;"130410 TAPAUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;qtd_aprovada;"130420 TEFE";568;870;102;45980;-;7981;1798;210;-;-;41;-;698;-;22;1779;39335;4858;291;-;-;-;727;-;6099;-;829;-;15;11;-;-;-;-;-;-;-;4;92;-;233;-;-;-;-;-;-;-;-;36;-;-;2130;114709
09/2024;qtd_aprovada;"130423 TONANTINS";12753;-;-;901;-;219;150;-;-;-;-;-;58;-;115;618;14238;-;-;-;-;-;-;-;-;-;592;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29644
09/2024;qtd_aprovada;"130426 UARINI";-;-;-;2631;-;428;114;-;-;-;-;-;21;-;-;36;2537;-;10;-;-;-;-;-;-;-;1;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5785
09/2024;qtd_aprovada;"130430 URUCARA";-;49;-;5938;-;215;109;-;-;-;-;-;29;-;-;59;4583;-;4;-;-;-;-;-;-;-;64;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;11088
09/2024;qtd_aprovada;"130440 URUCURITUBA";-;17;-;2859;-;124;-;-;-;-;-;-;-;-;-;21;1470;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4520
09/2024;qtd_aprovada;" MUNICIPIO IGNORADO - RR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;qtd_aprovada;"140002 AMAJARI";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30
09/2024;qtd_aprovada;"140005 ALTO ALEGRE";574;14;-;1533;-;347;-;-;-;-;-;-;-;-;32;116;6106;148;-;-;-;-;14;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8951
09/2024;qtd_aprovada;"140010 BOA VISTA";48871;658;2568;252335;1857;22128;2956;1882;1437;97;168;3;8000;6856;2498;3811;147156;2057;1193;366;3579;1136;7156;-;5751;-;108;-;86;1194;-;-;1;-;-;-;-;-;660;1;27;28;-;-;-;-;-;-;84675;50;29;-;33485;644863
09/2024;qtd_aprovada;"140015 BONFIM";1;104;-;400;-;-;-;-;-;-;-;-;-;-;-;39;2313;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2861
09/2024;qtd_aprovada;"140017 CANTA";5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;318
09/2024;qtd_aprovada;"140020 CARACARAI";-;74;-;2830;-;549;-;-;-;-;-;-;27;-;-;308;5540;-;-;-;-;-;1;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9380
09/2024;qtd_aprovada;"140023 CAROEBE";-;-;-;1422;-;210;-;-;-;-;-;-;-;-;-;360;4525;226;-;-;-;-;-;-;-;-;65;-;9;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6849
09/2024;qtd_aprovada;"140028 IRACEMA";43;6;2;1959;-;-;-;-;-;-;-;-;-;-;-;331;4570;-;-;-;-;-;39;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6991
09/2024;qtd_aprovada;"140030 MUCAJAI";31;-;-;1139;-;881;-;-;-;-;-;-;-;-;-;-;8720;-;-;-;-;-;37;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;10932
09/2024;qtd_aprovada;"140040 NORMANDIA";15;-;-;434;-;-;-;-;-;-;-;-;-;-;1;6;1976;-;-;-;-;-;70;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2546
09/2024;qtd_aprovada;"140045 PACARAIMA";559;20;-;1297;-;289;-;-;-;-;-;-;14;-;-;23;3318;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5531
09/2024;qtd_aprovada;"140047 RORAINOPOLIS";1315;29;-;20139;-;4059;317;42;-;-;-;-;451;-;-;1464;3357;740;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;385;32298
09/2024;qtd_aprovada;"140050 SAO JOAO DA BALIZA";-;46;-;1126;-;-;-;-;-;-;-;-;-;-;-;78;5016;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6296
09/2024;qtd_aprovada;"140060 SAO LUIZ";-;-;-;197;-;-;-;-;-;-;-;-;-;-;-;74;3000;1135;-;-;-;-;-;-;-;-;13;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4422
09/2024;qtd_aprovada;"140070 UIRAMUTA";-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68
09/2024;qtd_aprovada;" MUNICIPIO IGNORADO - PA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;qtd_aprovada;"150010 ABAETETUBA";565;43;1109;13202;1642;2044;1548;469;-;-;175;-;972;715;-;2974;58995;-;8;-;1307;518;493;-;-;-;346;-;119;-;-;-;-;-;-;-;-;9;169;-;-;7;-;-;-;-;-;-;6654;-;21;-;-;94104
09/2024;qtd_aprovada;"150013 ABEL FIGUEIREDO";135;15;-;1520;-;66;112;-;-;-;-;-;-;-;1;87;2954;-;-;-;-;-;-;-;-;-;161;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5051
09/2024;qtd_aprovada;"150020 ACARA";-;111;-;9599;-;259;426;-;-;-;-;-;766;-;-;65;43631;-;343;-;-;-;37;-;-;-;411;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4315;59963
09/2024;qtd_aprovada;"150030 AFUA";-;29;-;2064;312;86;90;-;-;-;-;-;-;-;-;-;721;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;336;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3638
09/2024;qtd_aprovada;"150034 AGUA AZUL DO NORTE";-;113;-;27215;21;594;109;-;-;-;7;-;82;-;9;161;3911;-;74;-;-;-;-;-;6;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2004;34326
09/2024;qtd_aprovada;"150040 ALENQUER";-;90;-;3801;-;636;115;-;-;-;-;-;128;-;-;44;2901;1995;9;-;-;-;-;-;-;-;281;-;4;-;-;-;3;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5263;15274
09/2024;qtd_aprovada;"150050 ALMEIRIM";-;-;-;9167;-;1027;299;-;-;-;-;-;103;-;16;122;16498;1859;-;-;-;-;8;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;6906;36059
09/2024;qtd_aprovada;"150060 ALTAMIRA";1540;256;48;75438;741;6006;653;649;32;-;100;-;1655;694;5;1217;82347;9068;12;-;1411;464;248;-;-;-;231;-;29;119;-;-;-;-;-;-;-;8;41;-;6;7;-;-;-;-;-;-;19439;26;9;-;23362;225861
09/2024;qtd_aprovada;"150070 ANAJAS";-;74;2009;8000;-;-;-;-;-;-;-;-;-;-;-;-;1713;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;11816
09/2024;qtd_aprovada;"150080 ANANINDEUA";10948;-;-;280821;-;25485;1009;2278;823;-;49;-;6496;-;-;2420;429290;975;771;-;4793;-;2472;-;123;-;812;-;240;387;-;-;15;-;-;-;1;131;4248;700;-;36;-;-;-;-;-;-;25767;-;12;-;375;801477
09/2024;qtd_aprovada;"150085 ANAPU";-;42;-;7322;194;463;53;-;-;-;-;-;-;-;-;-;6846;224;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;15160
09/2024;qtd_aprovada;"150090 AUGUSTO CORREA";-;57;-;1896;316;-;414;-;-;-;-;-;15;-;-;-;3372;1390;-;-;-;-;-;-;-;-;508;-;60;-;80;9;-;101;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;8235
09/2024;qtd_aprovada;"150095 AURORA DO PARA";-;25;-;1901;-;62;214;-;-;-;-;-;15;-;-;52;5011;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;5794;13117
09/2024;qtd_aprovada;"150100 AVEIRO";11;156;176;1;-;-;-;-;-;-;-;-;-;-;-;298;1052;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1704
09/2024;qtd_aprovada;"150110 BAGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;25
09/2024;qtd_aprovada;"150120 BAIAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;qtd_aprovada;"150125 BANNACH";-;17;161;1191;7;67;-;-;-;-;-;-;4;-;-;189;1430;-;-;-;-;-;60;-;24;-;3;-;1;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;20;-;-;375;3555
09/2024;qtd_aprovada;"150130 BARCARENA";11881;544;613;72533;753;3179;2253;622;80;-;258;-;1707;-;-;3860;101464;1465;12;-;-;-;127;-;585;-;1002;-;25;47;-;-;-;1;-;-;-;7;105;24;29;-;-;-;-;-;-;-;-;-;-;-;4177;207353
09/2024;qtd_aprovada;"150140 BELEM";15076;2406;11375;897126;9690;41927;14434;13357;2306;458;3377;228;109422;23303;26;58258;883617;158325;5977;4815;13710;10458;11224;-;460;-;4284;-;348;5589;-;42;103;104;-;-;16;47;2147;2133;103;99;694;-;-;-;448;-;474615;719;186;-;23618;2806650
09/2024;qtd_aprovada;"150145 BELTERRA";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;890;2500;210;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3601
09/2024;qtd_aprovada;"150150 BENEVIDES";1638;71;20;13662;325;2761;328;-;-;-;165;-;602;-;-;366;32786;-;-;-;-;-;534;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;243;-;-;-;-;-;-;-;-;-;832;24;-;-;110;54477
09/2024;qtd_aprovada;"150157 BOM JESUS DO TOCANTINS";-;-;-;3958;57;129;75;-;-;-;-;-;-;-;-;30;1023;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;570;5864
09/2024;qtd_aprovada;"150160 BONITO";-;-;-;1818;-;-;191;-;-;-;29;-;30;-;-;10190;50406;-;-;-;-;-;-;-;-;-;7931;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;253;70848
09/2024;qtd_aprovada;"150170 BRAGANCA";493;301;1;21637;374;891;405;467;-;-;20;-;1898;-;-;-;32565;2777;30;-;1059;-;188;-;-;-;105;-;190;525;110;48;-;65;-;5;-;-;94;-;-;4;-;-;-;-;-;-;4902;55;12;-;-;69221
09/2024;qtd_aprovada;"150172 BRASIL NOVO";514;71;-;5789;96;-;98;-;-;-;17;-;28;-;-;-;9858;599;-;-;-;-;773;-;-;-;189;-;-;-;-;-;-;-;-;-;-;-;332;-;55;-;-;-;-;-;-;-;-;15;-;-;-;18434
09/2024;qtd_aprovada;"150175 BREJO GRANDE DO ARAGUAIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;qtd_aprovada;"150178 BREU BRANCO";3551;47;-;18919;-;-;406;-;-;-;-;-;64;-;4;-;22251;300;-;-;-;-;-;-;-;-;35;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;7343;52948
