periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
07/2024;qtd_aprovada;"220995 SAO JOAO DA VARJOTA";-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;46
07/2024;qtd_aprovada;"220997 SAO JOAO DO ARRAIAL";-;197;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;251
07/2024;qtd_aprovada;"221000 SAO JOAO DO PIAUI";8;6813;-;2594;-;904;34;-;-;-;-;-;235;-;-;543;11678;332;23;-;-;1;254;-;-;-;64;-;5;-;-;-;-;-;-;-;-;-;178;-;-;-;-;-;-;-;-;-;-;72;-;-;-;23738
07/2024;qtd_aprovada;"221005 SAO JOSE DO DIVINO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;qtd_aprovada;"221010 SAO JOSE DO PEIXE";-;28;-;365;-;-;-;-;-;-;-;-;-;-;-;194;859;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;1466
07/2024;qtd_aprovada;"221020 SAO JOSE DO PIAUI";-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;30;97;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;159
07/2024;qtd_aprovada;"221030 SAO JULIAO";-;252;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;273
07/2024;qtd_aprovada;"221035 SAO LOURENCO DO PIAUI";-;143;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;163
07/2024;qtd_aprovada;"221037 SAO LUIS DO PIAUI";8;760;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;850
07/2024;qtd_aprovada;"221038 SAO MIGUEL DA BAIXA GRANDE";-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
07/2024;qtd_aprovada;"221039 SAO MIGUEL DO FIDALGO";-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;59
07/2024;qtd_aprovada;"221040 SAO MIGUEL DO TAPUIO";-;1;-;-;-;320;-;-;-;-;-;-;-;-;-;-;2599;978;-;-;-;-;-;-;-;-;71;-;4;-;3;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;54;-;-;-;4032
07/2024;qtd_aprovada;"221050 SAO PEDRO DO PIAUI";-;23;11;4137;-;247;178;-;-;-;-;-;5;-;-;-;7047;631;-;-;-;-;40;-;-;-;105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;12464
07/2024;qtd_aprovada;"221060 SAO RAIMUNDO NONATO";-;133;3;21255;-;3999;727;1412;-;-;-;-;576;-;-;-;4966;3704;106;-;886;-;-;-;-;-;581;-;20;-;1;-;3;-;3;-;-;3;-;-;-;-;11;-;-;-;-;-;-;30;-;-;-;38419
07/2024;qtd_aprovada;"221062 SEBASTIAO BARROS";-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;36
07/2024;qtd_aprovada;"221063 SEBASTIAO LEAL";-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
07/2024;qtd_aprovada;"221065 SIGEFREDO PACHECO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;27
07/2024;qtd_aprovada;"221070 SIMOES";42;73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;346;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;521
07/2024;qtd_aprovada;"221080 SIMPLICIO MENDES";130;7;-;2172;-;2076;88;-;-;-;-;-;232;-;-;376;11164;220;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56;-;-;-;16568
07/2024;qtd_aprovada;"221090 SOCORRO DO PIAUI";-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;126
07/2024;qtd_aprovada;"221093 SUSSUAPARA";-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;49
07/2024;qtd_aprovada;"221095 TAMBORIL DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;qtd_aprovada;"221097 TANQUE DO PIAUI";-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;85
07/2024;qtd_aprovada;"221100 TERESINA";1300;3954;37262;366758;7390;27870;12857;6768;2112;-;909;-;32770;28850;-;9029;500234;45815;632;5395;14068;15966;1293;-;578;-;2841;517;340;2498;15;47;139;42;-;-;-;-;452;22;-;276;106;426;-;-;27;337;914262;9273;159;-;126901;2180490
07/2024;qtd_aprovada;"221110 UNIAO";-;29;-;-;-;500;301;-;-;-;-;-;105;-;-;-;11104;2229;-;-;-;-;278;-;-;-;135;-;-;-;-;-;-;-;-;-;-;-;152;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14833
07/2024;qtd_aprovada;"221120 URUCUI";-;285;-;7540;-;330;20;-;-;-;-;-;-;-;-;-;15803;1268;-;-;-;-;-;-;-;-;44;-;-;-;13;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25307
07/2024;qtd_aprovada;"221130 VALENCA DO PIAUI";-;44;-;1682;375;638;355;-;-;-;-;-;25;-;-;-;10491;870;-;-;-;-;-;-;-;-;18;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;14556
07/2024;qtd_aprovada;"221135 VARZEA BRANCA";-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;46
07/2024;qtd_aprovada;"221140 VARZEA GRANDE";-;-;2;693;-;-;-;-;-;-;-;-;-;-;-;-;117;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;835
07/2024;qtd_aprovada;"221150 VERA MENDES";-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;32
07/2024;qtd_aprovada;"221160 VILA NOVA DO PIAUI";-;212;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;231
07/2024;qtd_aprovada;"221170 WALL FERRAZ";-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
07/2024;qtd_aprovada;" MUNICIPIO IGNORADO - CE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;qtd_aprovada;"230010 ABAIARA";46;26;-;2958;-;-;-;-;-;-;-;-;62;-;-;58;2144;-;-;-;-;-;169;-;-;-;2;-;12;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5530
07/2024;qtd_aprovada;"230015 ACARAPE";-;8;-;-;-;-;152;-;-;-;-;-;111;-;-;370;8187;215;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9043
07/2024;qtd_aprovada;"230020 ACARAU";314;105;53;5691;-;1378;306;-;-;-;54;-;284;-;-;333;27597;-;-;-;-;-;1224;-;-;-;15;-;7;14;-;-;-;2;-;-;-;-;784;-;-;-;-;-;-;-;-;-;-;132;-;-;-;38293
07/2024;qtd_aprovada;"230030 ACOPIARA";30;98;-;3615;666;728;205;-;-;-;-;-;94;-;-;-;19007;984;-;-;-;-;128;-;304;-;228;-;-;-;-;-;-;-;-;-;-;-;131;-;-;-;-;-;-;-;-;-;-;29;-;-;-;26247
07/2024;qtd_aprovada;"230040 AIUABA";-;56;10;257;-;-;-;-;-;-;-;-;15;-;-;-;9407;-;-;-;-;-;-;-;-;-;14;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1318;11079
07/2024;qtd_aprovada;"230050 ALCANTARAS";-;24;26;-;-;-;49;-;-;-;-;-;-;-;-;891;4699;145;-;-;-;-;-;-;-;-;37;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;5904
07/2024;qtd_aprovada;"230060 ALTANEIRA";1096;-;-;-;-;-;-;-;-;-;-;-;-;-;-;225;6710;64;49;-;-;-;42;-;-;-;134;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8320
07/2024;qtd_aprovada;"230070 ALTO SANTO";327;341;4;3153;-;153;95;-;-;-;-;-;46;-;-;376;3650;1300;-;-;-;-;1427;-;-;-;25;-;-;-;6;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;24;-;-;2136;13116
07/2024;qtd_aprovada;"230075 AMONTADA";-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6454;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6538
07/2024;qtd_aprovada;"230080 ANTONINA DO NORTE";-;24;-;767;-;-;18;-;-;-;-;-;71;-;-;-;5009;269;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;6215
07/2024;qtd_aprovada;"230090 APUIARES";-;64;-;4230;-;-;-;-;-;-;-;-;24;-;-;-;6446;336;-;-;-;-;-;-;-;-;12;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11129
07/2024;qtd_aprovada;"230100 AQUIRAZ";114;-;1;10294;-;1475;406;-;-;-;62;-;493;-;-;327;24846;3426;-;-;-;-;177;-;-;-;150;-;-;34;22;-;2;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41891
07/2024;qtd_aprovada;"230110 ARACATI";265;555;670;14407;-;1950;400;148;-;-;27;-;438;-;96;1204;25777;1195;72;-;-;-;641;-;384;-;127;-;-;51;8;-;4;5;-;-;-;-;163;-;-;26;-;-;-;-;-;-;180;5;-;-;-;48798
07/2024;qtd_aprovada;"230120 ARACOIABA";4002;26;9;10693;-;706;80;-;-;-;20;-;131;-;-;399;36147;-;221;-;-;-;-;-;-;-;154;-;-;-;16;1;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;52613
07/2024;qtd_aprovada;"230125 ARARENDA";-;25;-;653;-;111;-;-;-;-;-;-;26;-;-;993;2704;-;-;-;-;-;69;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;4634
07/2024;qtd_aprovada;"230130 ARARIPE";-;82;-;1403;-;174;60;-;-;-;-;-;103;-;-;2108;7457;-;-;-;-;-;-;-;-;-;178;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;11605
07/2024;qtd_aprovada;"230140 ARATUBA";6;12;-;-;-;-;73;-;-;-;-;-;-;-;-;627;2341;199;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;18;3317
07/2024;qtd_aprovada;"230150 ARNEIROZ";-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3486;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3501
07/2024;qtd_aprovada;"230160 ASSARE";101;177;96;2758;-;125;138;-;-;-;49;-;113;-;-;304;5679;959;-;-;-;-;27;-;-;-;106;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;10725
07/2024;qtd_aprovada;"230170 AURORA";-;50;-;1816;-;357;-;-;-;-;-;-;-;-;-;-;3405;1392;-;-;-;-;-;-;-;-;190;-;15;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7250
07/2024;qtd_aprovada;"230180 BAIXIO";-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
07/2024;qtd_aprovada;"230185 BANABUIU";1;103;425;2848;-;359;84;-;-;-;-;-;489;-;-;589;12328;1228;-;-;-;-;97;-;-;-;242;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93;-;-;251;19143
07/2024;qtd_aprovada;"230190 BARBALHA";308;109;297;35699;459;2078;2076;1623;231;169;72;3;4910;75;27;445;45165;7034;96;2497;3810;35;464;-;197;-;553;-;11;53;10;6;22;-;-;-;-;-;337;1;-;3;21;-;-;-;1;3;-;36;29;-;-;108965
07/2024;qtd_aprovada;"230195 BARREIRA";-;57;-;2159;464;-;66;-;-;-;-;-;33;-;-;-;2681;128;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;5604
07/2024;qtd_aprovada;"230200 BARRO";-;33;1;1484;-;210;-;-;-;-;-;-;77;-;-;1750;12230;90;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;15920
07/2024;qtd_aprovada;"230205 BARROQUINHA";-;302;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6178;207;-;-;-;-;-;-;-;-;2;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;6719
07/2024;qtd_aprovada;"230210 BATURITE";112;97;1257;19997;1;308;333;-;-;-;10;-;996;-;3;996;33954;-;4;-;2180;-;1009;-;4;-;112;-;5;201;-;-;-;-;-;-;-;-;140;-;-;-;46;-;-;-;-;-;-;60;43;-;-;61868
07/2024;qtd_aprovada;"230220 BEBERIBE";32;108;-;3976;-;1322;69;-;-;-;9;-;374;-;-;800;26272;970;-;-;-;-;22;-;9;-;54;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34021
07/2024;qtd_aprovada;"230230 BELA CRUZ";10;30;873;1848;-;262;396;-;-;-;9;-;84;-;-;206;7793;885;-;-;-;-;-;-;-;-;51;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12452
07/2024;qtd_aprovada;"230240 BOA VIAGEM";-;389;268;-;-;2177;345;-;-;-;-;-;200;-;-;318;13019;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;135;16900
07/2024;qtd_aprovada;"230250 BREJO SANTO";1642;300;334;21244;607;1898;902;197;76;-;134;-;2024;-;-;705;22999;4495;23;-;-;-;1146;-;360;-;693;-;125;344;28;-;-;1;-;-;-;-;314;-;-;-;-;-;-;-;-;-;-;26;2;-;-;60619
07/2024;qtd_aprovada;"230260 CAMOCIM";391;60;996;18479;598;2020;210;-;-;-;46;-;1415;-;1;968;24570;3323;-;-;-;-;1352;-;-;-;58;-;8;202;-;-;-;-;-;-;-;-;476;-;-;-;-;-;-;-;-;-;-;50;-;-;-;55223
07/2024;qtd_aprovada;"230270 CAMPOS SALES";98;41;38;1849;-;626;239;-;-;-;-;-;1;-;-;276;11982;106;-;-;-;-;-;-;-;-;175;-;12;-;12;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15463
07/2024;qtd_aprovada;"230280 CANINDE";137;-;101;9837;-;706;147;-;-;-;61;-;398;-;-;-;21154;477;50;-;2651;-;1119;-;-;-;22;-;1;40;-;-;-;-;-;-;-;-;562;-;-;-;26;-;-;-;-;-;-;34;59;-;-;37582
07/2024;qtd_aprovada;"230290 CAPISTRANO";-;87;10;3569;-;322;-;-;-;-;-;-;-;-;-;312;6404;579;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11283
07/2024;qtd_aprovada;"230300 CARIDADE";-;66;30;1650;-;-;112;-;-;-;-;-;-;-;-;91;4963;173;-;-;-;-;-;-;-;-;19;-;3;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;7130
07/2024;qtd_aprovada;"230310 CARIRE";-;25;-;-;-;-;-;-;-;-;-;-;60;-;-;35;9326;-;-;-;-;-;-;-;-;-;117;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;9591
07/2024;qtd_aprovada;"230320 CARIRIACU";97;40;614;3997;-;464;107;-;-;-;-;-;99;-;-;-;11786;48;-;-;-;-;518;-;-;-;101;-;-;-;-;-;-;-;-;-;-;-;138;-;-;-;-;-;-;-;-;-;-;49;-;-;-;18058
07/2024;qtd_aprovada;"230330 CARIUS";264;83;-;2520;-;-;-;-;-;-;-;-;65;-;-;20;7395;69;-;-;-;-;-;-;-;-;98;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;231;-;-;-;10752
07/2024;qtd_aprovada;"230340 CARNAUBAL";111;213;448;3213;-;564;158;-;-;-;29;-;138;-;-;265;8563;857;-;-;-;-;139;-;-;-;261;-;11;-;7;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;20;-;-;-;15001
07/2024;qtd_aprovada;"230350 CASCAVEL";164;84;1321;6013;-;894;186;-;-;-;-;-;2909;-;-;2022;45518;501;171;-;4768;-;1519;-;-;-;79;-;4;122;-;-;-;-;-;-;-;-;155;-;-;-;78;-;-;-;-;-;-;248;81;-;-;66837
07/2024;qtd_aprovada;"230360 CATARINA";60;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6637;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6774
07/2024;qtd_aprovada;"230365 CATUNDA";-;50;-;-;-;-;89;-;-;-;-;-;-;-;-;306;374;565;-;-;-;-;136;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;136;-;-;-;1656
07/2024;qtd_aprovada;"230370 CAUCAIA";781;165;136;107214;-;5031;2300;-;-;-;112;-;2584;-;3;1523;116201;11977;28;-;6755;-;1208;-;12;5;570;-;-;494;-;3;-;6;-;10;-;-;380;-;-;50;44;-;-;-;-;-;240;53;63;-;-;257948
07/2024;qtd_aprovada;"230380 CEDRO";30;36;22;5337;183;201;63;-;-;-;-;-;-;-;-;-;7397;479;44;-;-;-;167;-;-;-;75;-;-;58;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14116
07/2024;qtd_aprovada;"230390 CHAVAL";-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;375;4929;159;-;-;-;-;-;-;-;-;20;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;5521
07/2024;qtd_aprovada;"230393 CHORO";102;-;-;3836;-;-;-;-;-;-;-;-;240;-;-;591;4423;234;-;-;-;-;-;-;-;-;22;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9449
07/2024;qtd_aprovada;"230395 CHOROZINHO";-;38;-;3370;-;184;89;-;-;-;-;-;200;-;-;119;9155;234;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13436
07/2024;qtd_aprovada;"230400 COREAU";-;12;-;-;-;-;267;-;-;-;-;-;121;-;-;789;5005;58;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6286
07/2024;qtd_aprovada;"230410 CRATEUS";409;253;120;18843;-;1719;290;497;-;-;157;-;98;-;-;-;16007;-;276;-;3480;-;1346;-;-;-;139;-;9;-;-;-;22;-;-;-;-;-;249;-;-;-;23;-;-;-;-;-;182;91;38;-;-;44248
07/2024;qtd_aprovada;"230420 CRATO";2331;541;266;45675;2620;3361;1278;1014;68;-;91;-;1919;7901;-;6598;44539;4373;1085;-;4518;3923;639;-;24;-;249;-;18;77;1;-;765;-;-;-;1;-;414;-;-;-;30;9;-;-;-;61;4705;32;57;-;7780;146963
07/2024;qtd_aprovada;"230423 CROATA";4;170;550;2701;-;395;72;-;-;-;-;-;45;-;-;470;9992;480;-;-;-;-;-;-;-;-;118;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;15033
07/2024;qtd_aprovada;"230425 CRUZ";4;137;1122;5791;-;1090;366;-;-;-;-;-;49;-;-;780;13084;1433;-;-;-;-;-;-;3;-;116;-;12;42;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24031
07/2024;qtd_aprovada;"230426 DEPUTADO IRAPUAN PINHEIRO";355;99;48;679;-;279;-;-;-;-;17;-;50;-;-;172;5388;349;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7436
07/2024;qtd_aprovada;"230427 ERERE";8;8;-;-;-;-;-;-;-;-;-;-;28;-;-;36;2421;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2524
07/2024;qtd_aprovada;"230428 EUSEBIO";2389;232;1084;49116;-;2513;470;-;-;-;56;-;3078;-;-;1513;63790;2122;-;-;3248;-;565;-;2672;-;220;-;3;-;-;-;-;-;-;-;-;-;261;-;-;-;34;-;-;-;-;-;-;-;21;-;-;133387
07/2024;qtd_aprovada;"230430 FARIAS BRITO";67;28;16;3639;-;431;27;-;-;-;-;-;70;-;-;294;14750;111;-;-;-;-;23;-;-;-;54;-;-;-;25;4;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;19;-;-;129;19691
07/2024;qtd_aprovada;"230435 FORQUILHA";-;111;-;-;-;96;-;-;-;-;-;-;-;-;-;-;125;860;-;-;-;-;126;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;22;-;-;-;1376
07/2024;qtd_aprovada;"230440 FORTALEZA";24832;5203;5858;1086518;22461;57692;13454;9103;1570;567;3260;36;46923;73873;400;30535;973326;24264;7084;11992;27303;12602;10048;-;345;-;10905;2;500;2658;24;305;154;202;-;-;26;526;2119;897;-;1737;209;2179;326;562;19;2602;5782760;1001;536;-;2265;8261763
