periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
09/2025;qtd_aprovada;"350610 BEBEDOURO";395;-;3251;79602;69;3704;1435;694;715;-;253;-;3410;-;-;6489;64840;839;75;-;2133;-;130;-;-;-;133;-;6;31;3;-;-;1;-;-;-;-;27;-;224;28;-;-;-;-;-;-;-;24;28;-;-;-;12;19;4;-;-;168574
09/2025;qtd_aprovada;"350620 BENTO DE ABREU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;290;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;469;-;-;-;-;-;-;770
09/2025;qtd_aprovada;"350630 BERNARDINO DE CAMPOS";-;41;12;1006;-;495;21;-;-;-;-;-;127;-;-;228;8364;-;7;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;10380
09/2025;qtd_aprovada;"350635 BERTIOGA";27654;-;3052;41166;127;2848;2431;459;136;-;17;-;722;-;-;5015;109344;3089;48;-;-;-;1700;412;-;-;627;-;17;-;-;-;-;-;-;-;-;-;412;-;306;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;149;-;-;199768
09/2025;qtd_aprovada;"350640 BILAC";4804;-;42;590;-;216;-;-;-;-;-;-;93;-;-;109;11183;109;-;-;-;-;379;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;11;-;-;3795;-;-;-;-;-;-;21349
09/2025;qtd_aprovada;"350650 BIRIGUI";45965;80;798;38828;-;4725;520;631;-;-;-;-;783;-;-;13721;151830;1083;11;-;-;-;3379;457;-;-;579;-;111;-;-;-;-;1;-;-;-;-;452;12;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;264044
09/2025;qtd_aprovada;"350660 BIRITIBA MIRIM";569;46;530;12315;-;1587;-;-;-;-;-;-;235;-;-;1363;29464;3411;101;-;-;-;148;120;-;-;107;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50007
09/2025;qtd_aprovada;"350670 BOA ESPERANCA DO SUL";41;51;203;2147;-;479;-;-;-;-;-;-;115;-;-;463;9811;113;-;-;-;-;482;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13990
09/2025;qtd_aprovada;"350680 BOCAINA";6990;-;356;-;-;137;303;-;-;-;-;-;62;-;-;188;10591;737;-;-;-;-;275;-;-;-;27;-;10;-;-;-;-;1;1;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;3409;-;-;-;-;-;-;23099
09/2025;qtd_aprovada;"350690 BOFETE";2532;77;10;-;-;-;49;-;-;-;-;-;-;-;-;318;16885;-;1;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19918
09/2025;qtd_aprovada;"350700 BOITUVA";7619;950;1439;25975;-;2422;211;462;1;-;-;-;1090;-;-;3553;93095;3230;83;-;-;-;1146;267;-;-;117;-;42;-;-;-;-;-;-;-;-;-;137;-;2;-;-;-;-;-;-;-;-;27;-;-;8181;-;-;-;-;-;-;150049
09/2025;qtd_aprovada;"350710 BOM JESUS DOS PERDOES";7;-;92;16768;-;1709;-;-;-;-;-;-;196;-;-;628;23456;1031;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43901
09/2025;qtd_aprovada;"350715 BOM SUCESSO DE ITARARE";5599;18;205;-;-;-;-;-;-;-;-;-;-;-;-;231;3988;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10041
09/2025;qtd_aprovada;"350720 BORA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2025;qtd_aprovada;"350730 BORACEIA";3568;12;145;-;-;6;-;-;-;-;-;-;-;-;-;108;4560;185;-;-;-;-;360;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;13;-;-;1000;-;-;-;-;-;-;9989
09/2025;qtd_aprovada;"350740 BORBOREMA";15026;228;306;6074;-;597;355;-;-;-;10;-;217;-;-;1144;25088;345;8;-;-;2;488;83;-;-;62;-;7;4;-;2;-;-;-;-;-;-;106;1;-;-;-;-;-;-;-;-;-;24;-;-;8133;-;-;3;-;-;-;58313
09/2025;qtd_aprovada;"350745 BOREBI";432;-;168;-;-;54;-;-;-;-;-;-;1;-;-;95;4138;283;-;-;-;-;402;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;12;-;-;578;-;-;-;-;-;-;6244
09/2025;qtd_aprovada;"350750 BOTUCATU";29799;82;10642;241953;6938;13698;3391;3882;412;299;1201;13;5634;5447;-;3296;155730;4511;554;1574;2697;2404;2962;310;-;-;520;4;23;486;7;55;-;25;-;1;4;1;356;-;435;48;1447;-;43;-;643;-;1304914;700;187;-;-;-;12;24;138;5;-;1807507
09/2025;qtd_aprovada;"350760 BRAGANCA PAULISTA";102;901;1041;142287;348;10366;6263;2788;761;371;742;-;3465;181;-;4333;155562;830;293;663;2957;106;60;106;-;-;235;-;-;37;-;113;4;1;-;-;-;-;33;-;83;10;-;-;-;-;2;-;-;102;17;-;-;-;-;-;-;-;-;335163
09/2025;qtd_aprovada;"350770 BRAUNA";2564;-;233;-;-;3;-;-;-;-;-;-;-;-;-;499;7018;-;-;-;-;-;757;-;-;-;15;-;2;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;1020;-;-;-;-;-;-;12155
09/2025;qtd_aprovada;"350775 BREJO ALEGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2025;qtd_aprovada;"350780 BRODOWSKI";15840;59;439;4203;-;231;-;-;-;-;-;-;127;-;-;951;32295;837;-;-;-;-;518;-;-;-;6;-;78;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55647
09/2025;qtd_aprovada;"350790 BROTAS";5430;136;164;4098;-;1368;-;-;-;-;-;-;399;-;-;882;22135;-;9;-;-;-;320;-;-;-;58;-;3;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;35058
09/2025;qtd_aprovada;"350800 BURI";142;10;-;9275;-;680;257;-;-;-;-;-;46;-;-;339;11440;370;-;-;-;-;-;5;-;-;700;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2576;-;-;-;-;-;-;25840
09/2025;qtd_aprovada;"350810 BURITAMA";12885;2490;555;4250;-;775;105;-;-;-;-;-;692;-;-;943;34951;510;2141;-;-;-;938;39;-;-;28;-;5;157;-;-;-;-;-;-;-;-;104;-;-;-;-;-;-;-;-;-;-;37;-;-;5523;-;-;-;-;-;-;67128
09/2025;qtd_aprovada;"350820 BURITIZAL";887;7;10;1;-;8;-;-;-;-;-;-;1;-;-;50;4843;427;-;-;-;-;147;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;6398
09/2025;qtd_aprovada;"350830 CABRALIA PAULISTA";5578;4;347;-;-;8;-;-;-;-;-;-;-;-;-;657;10293;463;-;-;-;-;538;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;20;-;-;300;-;-;-;-;-;-;18253
09/2025;qtd_aprovada;"350840 CABREUVA";6398;126;1193;36668;10;1463;782;50;81;14;50;-;745;-;-;2961;47067;1259;367;-;-;-;1123;24;-;-;146;-;24;11;-;3;-;1;-;-;-;-;152;-;12;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;100751
09/2025;qtd_aprovada;"350850 CACAPAVA";884;120;80;89449;443;3921;780;326;-;-;-;-;3631;40;-;1397;54126;318;3;-;-;18;2360;1;-;-;2604;-;4;-;9;-;-;-;-;-;-;-;295;-;1;-;-;-;-;-;-;-;-;-;-;-;1237;-;-;24;-;-;-;162071
09/2025;qtd_aprovada;"350860 CACHOEIRA PAULISTA";97;17;-;11580;-;930;-;-;-;-;-;-;152;-;-;1171;11611;452;-;-;-;13;233;-;-;-;36;-;5;-;-;1;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;699;-;-;-;-;-;-;27004
09/2025;qtd_aprovada;"350870 CACONDE";-;182;708;4633;-;520;584;-;-;-;-;-;-;-;-;469;376;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;7500
09/2025;qtd_aprovada;"350880 CAFELANDIA";7184;-;191;932;-;725;16;-;-;-;-;-;508;-;-;365;16876;319;473;-;-;-;326;-;-;-;51;-;8;19;-;-;-;4;-;-;-;4;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;28059
09/2025;qtd_aprovada;"350890 CAIABU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;240;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;240
09/2025;qtd_aprovada;"350900 CAIEIRAS";12;892;1626;58542;-;5686;1612;-;-;-;-;-;1460;85;-;3102;118948;120;35;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;192167
09/2025;qtd_aprovada;"350910 CAIUA";2878;16;711;-;-;-;-;-;-;-;-;-;-;-;-;145;2618;210;-;-;-;-;245;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6852
09/2025;qtd_aprovada;"350920 CAJAMAR";6960;513;138;71845;-;6878;2461;1340;235;-;294;-;9140;-;8;2688;127946;546;-;-;-;-;-;18;-;-;61;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2930;-;-;-;14;-;-;234015
09/2025;qtd_aprovada;"350925 CAJATI";98;544;661;8235;-;551;367;-;-;-;-;-;2;-;-;1036;30873;785;-;-;-;-;392;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;92;-;-;-;-;-;-;-;-;-;-;24;-;-;3603;-;-;-;-;-;-;47274
09/2025;qtd_aprovada;"350930 CAJOBI";-;3;321;2443;-;403;-;-;-;-;-;-;97;-;-;150;7687;-;-;-;-;-;135;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;11267
09/2025;qtd_aprovada;"350940 CAJURU";217;84;1;13667;-;1210;-;81;-;-;31;-;640;-;2;990;24269;29;13;-;-;-;647;-;-;-;104;-;3;-;2;1;1;16;-;-;-;16;55;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;42105
09/2025;qtd_aprovada;"350945 CAMPINA DO MONTE ALEGRE";-;-;-;-;-;91;-;-;-;-;-;-;6;-;-;-;3411;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3508
09/2025;qtd_aprovada;"350950 CAMPINAS";1199;10228;14628;1034075;11607;35586;12672;9740;2013;686;3022;20;54360;42578;90;16722;453420;6919;1716;5821;10926;14812;2207;173;-;-;2855;1;103;2296;24;503;32;86;-;9;10;35;742;47;827;119;2391;-;-;-;715;-;4087230;901;159;-;-;-;-;-;-;-;-;5844305
09/2025;qtd_aprovada;"350960 CAMPO LIMPO PAULISTA";7790;173;37333;52711;33;3849;675;880;-;-;-;-;2260;-;-;3291;110141;1902;91;-;2554;1;95;-;-;-;433;-;11;53;-;-;-;2;-;-;-;-;160;-;-;18;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;224470
09/2025;qtd_aprovada;"350970 CAMPOS DO JORDAO";8722;232;2639;21760;-;3400;207;104;-;-;-;-;561;-;-;4851;58378;169;12;-;-;-;1054;54;-;-;7;-;34;-;-;-;-;-;-;-;-;-;101;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;102285
09/2025;qtd_aprovada;"350980 CAMPOS NOVOS PAULISTA";4041;-;43;-;-;268;143;-;-;-;-;-;-;-;-;411;15828;547;-;-;-;-;839;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;22;-;-;1623;-;-;-;-;-;-;23800
09/2025;qtd_aprovada;"350990 CANANEIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2025;qtd_aprovada;"350995 CANAS";-;9;199;-;-;-;62;-;-;-;-;-;85;-;-;35;612;93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1888;-;-;-;-;-;-;2983
09/2025;qtd_aprovada;"351000 CANDIDO MOTA";3062;99;-;21585;75;1414;480;166;-;-;176;-;988;-;-;1081;30414;3359;38;-;-;-;-;13;-;-;119;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;29;-;-;-;63119
09/2025;qtd_aprovada;"351010 CANDIDO RODRIGUES";-;7;-;-;-;-;52;-;-;-;-;-;-;-;-;-;257;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1509;-;-;-;-;-;-;1825
09/2025;qtd_aprovada;"351015 CANITAR";-;103;-;3327;-;-;-;-;-;-;-;-;-;-;-;-;99;84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3613
09/2025;qtd_aprovada;"351020 CAPAO BONITO";18423;258;219;32077;-;2645;80;425;-;-;101;-;379;-;-;1634;33197;778;18;-;-;-;1047;338;-;-;121;-;26;-;-;-;15;3;-;-;-;-;114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;91898
09/2025;qtd_aprovada;"351030 CAPELA DO ALTO";2831;63;580;11740;156;1162;322;-;-;-;50;-;82;-;-;1165;37324;553;-;-;-;-;255;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;37;-;-;1467;-;-;-;-;-;-;57830
09/2025;qtd_aprovada;"351040 CAPIVARI";4705;378;2319;27646;41;2633;966;298;117;-;97;-;1286;-;-;1777;41226;731;34;-;-;11;2160;-;-;-;125;-;-;11;-;-;2;-;-;-;5;-;273;-;-;-;-;-;-;-;-;-;-;31;-;-;4678;-;-;-;-;-;-;91550
09/2025;qtd_aprovada;"351050 CARAGUATATUBA";4419;621;2053;185025;2157;12434;4868;2253;440;10;730;1;5928;570;-;7723;131659;3107;154;931;2949;287;1203;328;-;-;973;-;80;198;-;48;4;-;2;-;1;-;172;34;249;29;-;-;-;-;-;-;-;76;30;-;-;-;14;14;8;13;177;371972
09/2025;qtd_aprovada;"351060 CARAPICUIBA";2817;2570;5777;53849;-;12161;5393;-;-;-;341;-;6311;-;-;6699;185577;6804;103;-;1498;-;-;518;-;-;662;-;1;126;28;1;12;4;-;-;1;-;-;-;-;9;-;-;-;-;-;-;-;-;16;-;172;-;1;56;137;14;-;291658
09/2025;qtd_aprovada;"351070 CARDOSO";-;-;-;7624;-;727;542;-;-;-;-;-;9595;-;-;-;5184;-;1236;-;-;-;-;-;-;-;-;-;-;801;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;2946;-;-;-;-;-;-;28695
09/2025;qtd_aprovada;"351080 CASA BRANCA";-;166;46;35074;165;1646;1022;-;-;-;30;-;2425;-;-;25;28998;483;113;-;-;-;172;622;-;-;711;-;-;81;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;71848
09/2025;qtd_aprovada;"351090 CASSIA DOS COQUEIROS";413;-;70;-;-;4;-;-;-;-;-;-;-;-;-;96;1873;-;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2564
09/2025;qtd_aprovada;"351100 CASTILHO";3234;1;74;1629;-;467;-;-;-;-;-;-;211;-;-;626;25394;117;1;-;-;-;477;-;-;-;79;-;2;-;-;-;-;-;-;-;-;-;123;-;-;-;-;-;-;-;-;-;-;22;-;-;2175;-;-;-;-;-;-;34632
09/2025;qtd_aprovada;"351110 CATANDUVA";1528;709;2143;120692;1592;11214;4152;2533;419;740;436;9;7544;-;-;1570;85298;3708;1929;816;1204;-;635;581;-;-;437;-;13;403;-;109;33;1;-;-;2;28;109;-;404;6;-;-;-;-;-;-;-;1638;14;-;6897;-;3;4;70;-;-;259623
09/2025;qtd_aprovada;"351120 CATIGUA";-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;688;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;765
09/2025;qtd_aprovada;"351130 CEDRAL";10;82;72;8939;-;524;217;-;-;-;-;2;-;-;-;161;10466;-;-;-;-;-;48;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20525
09/2025;qtd_aprovada;"351140 CERQUEIRA CESAR";63;10;-;11109;-;1057;1;-;-;-;-;-;137;-;-;9;19580;807;-;-;-;-;-;-;-;-;141;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4040;-;-;-;-;-;-;36955
09/2025;qtd_aprovada;"351150 CERQUILHO";7077;319;594;21901;-;2071;21;257;32;-;26;-;215;-;-;4046;64618;1078;63;-;-;3;2339;55;-;-;37;-;40;-;-;-;-;-;-;-;1;-;104;1;-;-;-;-;-;-;-;-;-;52;-;-;3675;-;-;-;-;-;-;108625
09/2025;qtd_aprovada;"351160 CESARIO LANGE";-;141;-;10249;50;723;587;25;32;-;59;-;112;-;-;-;11593;-;-;-;-;-;-;-;-;-;116;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;23710
09/2025;qtd_aprovada;"351170 CHARQUEADA";7325;-;447;12150;-;635;592;-;-;-;37;-;365;-;71;944;20751;759;-;-;-;-;481;-;-;-;23;-;1;-;-;37;-;2;-;-;-;-;136;-;-;-;-;-;-;-;-;-;-;-;-;-;2263;-;-;-;-;-;-;47019
09/2025;qtd_aprovada;"351190 CLEMENTINA";772;46;-;88;-;320;48;-;-;-;-;-;44;-;-;-;6283;667;7;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8328
09/2025;qtd_aprovada;"351200 COLINA";7725;1274;187;13625;-;953;240;260;-;-;-;-;216;-;-;521;25687;107;-;-;-;-;418;50;-;-;35;-;3;-;-;-;-;-;-;-;-;-;84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;51401
09/2025;qtd_aprovada;"351210 COLOMBIA";3229;80;108;2265;-;200;56;-;-;-;-;-;8;-;-;214;6561;291;-;-;-;-;87;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;13133
09/2025;qtd_aprovada;"351220 CONCHAL";285;319;1;52135;-;1645;572;314;-;-;-;-;708;4;-;166;22341;539;3;-;-;2;-;279;-;-;616;-;14;-;-;-;5;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;2448;-;-;-;-;-;-;82399
09/2025;qtd_aprovada;"351230 CONCHAS";985;22;-;12156;-;731;62;-;-;-;-;-;673;-;-;1700;29511;2230;-;-;-;-;-;-;-;-;307;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48377
09/2025;qtd_aprovada;"351240 CORDEIROPOLIS";-;61;1825;15155;-;1729;350;2;4;-;1;-;531;-;-;728;26118;1280;-;-;-;-;-;570;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;53;-;-;48427
09/2025;qtd_aprovada;"351250 COROADOS";3585;15;39;-;-;-;-;-;-;-;-;-;-;-;-;794;8936;579;-;-;-;-;109;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;14102
09/2025;qtd_aprovada;"351260 CORONEL MACEDO";-;14;-;2110;-;47;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2182
09/2025;qtd_aprovada;"351270 CORUMBATAI";1655;20;109;2427;-;40;61;5;-;-;-;-;-;-;-;496;7518;119;-;-;-;-;147;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;1370;-;-;-;-;-;-;14003
09/2025;qtd_aprovada;"351280 COSMOPOLIS";4444;71;17;36908;-;2489;532;90;-;-;87;-;1113;-;-;244;10820;1062;103;-;-;2;-;54;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5324;-;-;59;-;-;-;63428
09/2025;qtd_aprovada;"351290 COSMORAMA";126;106;-;5653;-;-;-;-;-;-;-;-;-;-;-;-;145;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6030
09/2025;qtd_aprovada;"351300 COTIA";15848;416;33525;13;-;14348;2462;496;-;-;229;-;3164;-;-;10421;272940;3190;283;-;-;-;1286;48;-;-;624;-;38;5;-;16;22;15;-;-;-;-;139;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;359578
09/2025;qtd_aprovada;"351310 CRAVINHOS";4251;-;2228;16206;-;67;-;-;-;-;-;-;231;-;95;648;36140;1044;28;-;-;-;899;-;-;-;497;-;10;-;-;-;-;-;-;-;-;-;171;-;-;-;-;-;-;-;-;-;-;28;-;-;128;-;-;-;-;-;-;62671
09/2025;qtd_aprovada;"351320 CRISTAIS PAULISTA";-;42;-;-;-;174;-;-;-;-;-;-;-;-;-;-;-;369;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;607
09/2025;qtd_aprovada;"351330 CRUZALIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2025;qtd_aprovada;"351340 CRUZEIRO";121;344;66;41983;2;2830;519;609;-;-;17;-;752;11;110;664;20876;1289;5;-;1142;15;235;-;-;-;100;-;21;-;-;-;-;-;-;-;-;-;51;-;-;8;-;-;-;-;-;-;-;10;9;-;13773;-;-;70;14;-;-;85646
09/2025;qtd_aprovada;"351350 CUBATAO";2639;579;1850;47588;687;6909;1800;852;-;-;112;-;1943;442;-;2730;141880;9751;16;-;901;324;1552;52;-;-;564;-;51;-;-;19;2;-;-;-;-;-;723;-;112;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;224082
09/2025;qtd_aprovada;"351360 CUNHA";-;-;14;2903;-;1722;22;-;-;-;-;-;212;-;-;92;5876;125;79;-;-;-;-;-;-;-;98;-;-;-;2;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;20;-;-;-;-;-;15;56;16;13;11267
